#EXPORTTYPE:                 ,DATA ALL                               
#FILE:                       ,2024_06_21_005c-B_300C_isotherm.ngb-ss5
#FORMAT:                     ,NETZSCH5                               
#FTYPE:                      ,ASCII                                  
#IDENTITY:                   ,PS-SCF3                                
#DECIMAL:                    ,POINT                                  
#SEPARATOR:                  ,COMMA                                  
#MTYPE:                      ,DSC                                    
#INSTRUMENT:                 ,NETZSCH STA 449F5                      
#PROJECT:                    ,                                       
#DATE/TIME:                  ,6/21/2024 12:22:40 PM (UTC-4)          
#CORR. FILE:                 ,                                       
#TEMPCAL:                    ,28-06-2023 13:26                       
#SENSITIVITY:                ,28-06-2023 13:53                       
#LABORATORY:                 ,                                       
#OPERATOR:                   ,Stanley                                
#REMARK:                     ,                                       
#SAMPLE:                     ,005c-B-2                               
#SAMPLE MASS /mg:            ,5.0                                    
#MATERIAL:                   ,                                       
#REFERENCE:                  ,-----                                  
#REFERENCE MASS /mg:         ,0                                      
#TYPE OF CRUCIBLE:           ,Al2O3 85 ‘l, open                      
#SAMPLE CRUCIBLE MASS /mg:   ,0                                      
#REFERENCE CRUCIBLE MASS /mg:,0                                      
#DSC RANGE /‘V:              ,5000                                   
#TG RANGE /mg:               ,35000                                  
#TAU-R:                      ,---                                    
#CORR. CODE:                 ,000                                    
#EXO:                        ,-1                                     
#RANGE:                      ,30›C....800›C/0.0....10.0K/min         
#SEGMENT:                    ,S4/5                                   
#SEG. 1:                     ,30›C/10.0(K/min)/100›C                 
#SEG. 2:                     ,100›C/00:10/100›C                      
#SEG. 3:                     ,100›C/5.0(K/min)/300›C                 
#SEG. 4:                     ,300›C/24:00/300›C                      
#SEG. 5:                     ,300›C/10.0(K/min)/800›C                

##Temp./›C,Time/min,DSC/(mW/mg),Mass loss/mg,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),TIC(scan:1)/A,Sensit./(uV/mW)
298.99500,  57.01083,      1.28031,-0.22829,50.00000,20.00000,6.666579e-08,0.78814
299.48199,  57.11083,      1.26923,-0.22965,50.00000,20.00000,6.666745e-08,0.78769
299.93301,  57.21083,      1.22378,-0.23101,50.00000,20.00000,6.674197e-08,0.78727
300.31900,  57.31083,      1.13397,-0.23101,50.00000,20.00000,6.674926e-08,0.78691
300.68100,  57.41083,      1.00798,-0.23372,50.00000,20.00000,6.669387e-08,0.78657
300.96899,  57.51083,      0.85347,-0.23813,50.00000,20.00000,6.671951e-08,0.78630
301.20300,  57.61083,      0.67803,-0.24108,50.00000,20.00000,6.682690e-08,0.78608
301.39899,  57.71083,      0.49355,-0.24390,50.00000,20.00000,6.684662e-08,0.78590
301.55499,  57.81083,      0.30411,-0.24696,50.00000,20.00000,6.678163e-08,0.78576
301.66901,  57.91083,      0.12372,-0.24967,50.00000,20.00000,6.672974e-08,0.78565
301.77200,  58.01083,-4.739524e-02,-0.25442,50.00000,20.00000,6.670975e-08,0.78555
301.84601,  58.11083,     -0.20203,-0.25714,50.00000,20.00000,6.671444e-08,0.78548
301.92599,  58.21083,     -0.33785,-0.26031,50.00000,20.00000,6.673459e-08,0.78541
301.96701,  58.31083,     -0.45424,-0.26393,50.00000,20.00000,6.676184e-08,0.78537
302.02899,  58.41083,     -0.55124,-0.26562,50.00000,20.00000,6.678999e-08,0.78531
302.07599,  58.51083,     -0.62705,-0.26800,50.00000,20.00000,6.682049e-08,0.78527
302.13199,  58.61083,     -0.68500,-0.27004,50.00000,20.00000,6.685921e-08,0.78522
302.18500,  58.71083,     -0.72624,-0.27388,50.00000,20.00000,6.690178e-08,0.78517
302.24100,  58.81083,     -0.75331,-0.27388,50.00000,20.00000,6.693588e-08,0.78511
302.31799,  58.91083,     -0.77242,-0.27524,50.00000,20.00000,6.693814e-08,0.78504
302.38800,  59.01083,     -0.78434,-0.27841,50.00000,20.00000,6.689974e-08,0.78498
302.46301,  59.11083,     -0.79161,-0.27943,50.00000,20.00000,6.683972e-08,0.78491
302.53201,  59.21083,     -0.79595,-0.28078,50.00000,20.00000,6.679482e-08,0.78484
302.60400,  59.31083,     -0.80185,-0.28350,50.00000,20.00000,6.680649e-08,0.78478
302.67001,  59.41083,     -0.81008,-0.28486,50.00000,20.00000,6.684411e-08,0.78471
302.74100,  59.51083,     -0.82007,-0.28621,50.00000,20.00000,6.685675e-08,0.78465
302.78900,  59.61083,     -0.83509,-0.28757,50.00000,20.00000,6.686536e-08,0.78460
302.84900,  59.71083,     -0.85324,-0.29029,50.00000,20.00000,6.689008e-08,0.78455
302.88300,  59.81083,     -0.87505,-0.29164,50.00000,20.00000,6.690316e-08,0.78451
302.93301,  59.91083,     -0.90059,-0.29459,50.00000,20.00000,6.691520e-08,0.78447
302.95401,  60.01083,     -0.93173,-0.29594,50.00000,20.00000,6.698138e-08,0.78445
302.97198,  60.11083,     -0.96346,-0.29866,50.00000,20.00000,6.705832e-08,0.78443
302.98300,  60.21083,     -0.99421,-0.29866,50.00000,20.00000,6.705663e-08,0.78442
302.98901,  60.31083,     -1.02845,-0.30296,50.00000,20.00000,6.701746e-08,0.78442
302.99701,  60.41083,     -1.06250,-0.30296,50.00000,20.00000,6.700648e-08,0.78441
302.98801,  60.51083,     -1.09362,-0.30579,50.00000,20.00000,6.701663e-08,0.78442
302.97198,  60.61083,     -1.12491,-0.30850,50.00000,20.00000,6.704284e-08,0.78443
302.96201,  60.71083,     -1.15427,-0.30986,50.00000,20.00000,6.709973e-08,0.78444
302.93900,  60.81083,     -1.17894,-0.31122,50.00000,20.00000,6.713003e-08,0.78446
302.91400,  60.91083,     -1.20186,-0.31416,50.00000,20.00000,6.704222e-08,0.78449
302.89999,  61.01083,     -1.22362,-0.31551,50.00000,20.00000,6.695599e-08,0.78450
302.87799,  61.11083,     -1.24032,-0.31800,50.00000,20.00000,6.700901e-08,0.78452
302.84900,  61.21083,     -1.25642,-0.31902,50.00000,20.00000,6.706487e-08,0.78455
302.82199,  61.31083,     -1.26980,-0.32106,50.00000,20.00000,6.704523e-08,0.78457
302.79300,  61.41083,     -1.27967,-0.32242,50.00000,20.00000,6.706886e-08,0.78460
302.76901,  61.51083,     -1.28955,-0.32524,50.00000,20.00000,6.712895e-08,0.78462
302.75201,  61.61083,     -1.29808,-0.32660,50.00000,20.00000,6.711548e-08,0.78464
302.71799,  61.71083,     -1.30484,-0.32807,50.00000,20.00000,6.707315e-08,0.78467
302.67700,  61.81083,     -1.31177,-0.32943,50.00000,20.00000,6.708288e-08,0.78471
302.65701,  61.91083,     -1.31816,-0.33192,50.00000,20.00000,6.709040e-08,0.78473
302.61801,  62.01083,     -1.32238,-0.33362,50.00000,20.00000,6.706400e-08,0.78476
302.58899,  62.11083,     -1.32758,-0.33497,50.00000,20.00000,6.706902e-08,0.78479
302.55301,  62.21083,     -1.33199,-0.33701,50.00000,20.00000,6.713192e-08,0.78482
302.53000,  62.31083,     -1.33760,-0.33769,50.00000,20.00000,6.722132e-08,0.78484
302.49399,  62.41083,     -1.34259,-0.33905,50.00000,20.00000,6.724082e-08,0.78488
302.46701,  62.51083,     -1.34663,-0.34176,50.00000,20.00000,6.711382e-08,0.78490
302.43201,  62.61083,     -1.35124,-0.34312,50.00000,20.00000,6.701538e-08,0.78494
302.39401,  62.71083,     -1.35546,-0.34448,50.00000,20.00000,6.706747e-08,0.78497
302.35300,  62.81083,     -1.35908,-0.34583,50.00000,20.00000,6.711551e-08,0.78501
302.32001,  62.91083,     -1.36331,-0.34719,50.00000,20.00000,6.709654e-08,0.78504
302.29700,  63.01083,     -1.36696,-0.34968,50.00000,20.00000,6.709637e-08,0.78506
302.26300,  63.11083,     -1.37177,-0.35002,50.00000,20.00000,6.712412e-08,0.78509
302.22501,  63.21083,     -1.37404,-0.35138,50.00000,20.00000,6.713310e-08,0.78513
302.18301,  63.31083,     -1.37669,-0.35409,50.00000,20.00000,6.712846e-08,0.78517
302.14401,  63.41083,     -1.38032,-0.35511,50.00000,20.00000,6.712834e-08,0.78521
302.11200,  63.51083,     -1.38162,-0.35692,50.00000,20.00000,6.711526e-08,0.78524
302.07501,  63.61083,     -1.38331,-0.35828,50.00000,20.00000,6.708122e-08,0.78527
302.02802,  63.71083,     -1.38498,-0.36099,50.00000,20.00000,6.705310e-08,0.78531
301.99500,  63.81083,     -1.38648,-0.36235,50.00000,20.00000,6.704841e-08,0.78534
301.96701,  63.91083,     -1.38702,-0.36371,50.00000,20.00000,6.707004e-08,0.78537
301.92099,  64.01083,     -1.38714,-0.36507,50.00000,20.00000,6.711459e-08,0.78541
301.89600,  64.11083,     -1.38749,-0.36507,50.00000,20.00000,6.717022e-08,0.78544
301.85699,  64.21083,     -1.38820,-0.36642,50.00000,20.00000,6.719862e-08,0.78547
301.82001,  64.31083,     -1.38736,-0.36778,50.00000,20.00000,6.718881e-08,0.78551
301.80099,  64.41083,     -1.38733,-0.37061,50.00000,20.00000,6.723219e-08,0.78553
301.76501,  64.51083,     -1.38649,-0.37163,50.00000,20.00000,6.731877e-08,0.78556
301.72601,  64.61083,     -1.38604,-0.37332,50.00000,20.00000,6.726069e-08,0.78560
301.69199,  64.71083,     -1.38443,-0.37434,50.00000,20.00000,6.711062e-08,0.78563
301.65900,  64.81083,     -1.38379,-0.37468,50.00000,20.00000,6.711361e-08,0.78566
301.62100,  64.91083,     -1.38315,-0.37740,50.00000,20.00000,6.720746e-08,0.78569
301.58200,  65.01083,     -1.38134,-0.37740,50.00000,20.00000,6.722508e-08,0.78573
301.56500,  65.11083,     -1.38111,-0.38023,50.00000,20.00000,6.724938e-08,0.78575
301.53101,  65.21083,     -1.37912,-0.38158,50.00000,20.00000,6.733729e-08,0.78578
301.50000,  65.31083,     -1.37887,-0.38158,50.00000,20.00000,6.734514e-08,0.78581
301.46799,  65.41083,     -1.37649,-0.38305,50.00000,20.00000,6.727117e-08,0.78584
301.44601,  65.51083,     -1.37529,-0.38543,50.00000,20.00000,6.727649e-08,0.78586
301.41699,  65.61083,     -1.37446,-0.38645,50.00000,20.00000,6.731881e-08,0.78588
301.38599,  65.71083,     -1.37150,-0.38713,50.00000,20.00000,6.727685e-08,0.78591
301.36099,  65.81083,     -1.37107,-0.38848,50.00000,20.00000,6.722285e-08,0.78594
301.32300,  65.91083,     -1.36829,-0.38984,50.00000,20.00000,6.723411e-08,0.78597
301.30899,  66.01083,     -1.36788,-0.39267,50.00000,20.00000,6.726286e-08,0.78598
301.28000,  66.11083,     -1.36609,-0.39301,50.00000,20.00000,6.725529e-08,0.78601
301.24799,  66.21083,     -1.36584,-0.39550,50.00000,20.00000,6.718186e-08,0.78604
301.22501,  66.31083,     -1.36289,-0.39550,50.00000,20.00000,6.711296e-08,0.78606
301.18799,  66.41083,     -1.36167,-0.39686,50.00000,20.00000,6.714946e-08,0.78610
301.16299,  66.51083,     -1.36046,-0.39957,50.00000,20.00000,6.723788e-08,0.78612
301.14099,  66.61083,     -1.35790,-0.39957,50.00000,20.00000,6.728503e-08,0.78614
301.11301,  66.71083,     -1.35572,-0.40093,50.00000,20.00000,6.722802e-08,0.78617
301.09000,  66.81083,     -1.35452,-0.40195,50.00000,20.00000,6.711428e-08,0.78619
301.06500,  66.91083,     -1.35196,-0.40364,50.00000,20.00000,6.712962e-08,0.78621
301.03000,  67.01083,     -1.35152,-0.40500,50.00000,20.00000,6.722500e-08,0.78625
301.01999,  67.11083,     -1.34820,-0.40670,50.00000,20.00000,6.719765e-08,0.78625
301.00299,  67.21083,     -1.34856,-0.40772,50.00000,20.00000,6.714422e-08,0.78627
300.97900,  67.31083,     -1.34658,-0.40772,50.00000,20.00000,6.720777e-08,0.78629
300.94901,  67.41083,     -1.34576,-0.41043,50.00000,20.00000,6.727948e-08,0.78632
300.93301,  67.51083,     -1.34437,-0.41179,50.00000,20.00000,6.727431e-08,0.78634
300.91000,  67.61083,     -1.34317,-0.41315,50.00000,20.00000,6.722960e-08,0.78636
300.89600,  67.71083,     -1.34082,-0.41450,50.00000,20.00000,6.719655e-08,0.78637
300.87201,  67.81083,     -1.34098,-0.41586,50.00000,20.00000,6.721789e-08,0.78639
300.85400,  67.91083,     -1.33978,-0.41654,50.00000,20.00000,6.725352e-08,0.78641
300.82199,  68.01083,     -1.33915,-0.41869,50.00000,20.00000,6.725179e-08,0.78644
300.81100,  68.11083,     -1.33836,-0.42005,50.00000,20.00000,6.724746e-08,0.78645
300.79401,  68.21083,     -1.33775,-0.42005,50.00000,20.00000,6.726610e-08,0.78647
300.78101,  68.31083,     -1.33521,-0.42288,50.00000,20.00000,6.728844e-08,0.78648
300.76300,  68.41083,     -1.33460,-0.42288,50.00000,20.00000,6.728101e-08,0.78649
300.74100,  68.51083,     -1.33301,-0.42435,50.00000,20.00000,6.721308e-08,0.78652
300.72101,  68.61083,     -1.33046,-0.42570,50.00000,20.00000,6.715737e-08,0.78653
300.70200,  68.71083,     -1.32907,-0.42706,50.00000,20.00000,6.720434e-08,0.78655
300.69501,  68.81083,     -1.32750,-0.42842,50.00000,20.00000,6.730868e-08,0.78656
300.67401,  68.91083,     -1.32553,-0.42978,50.00000,20.00000,6.739011e-08,0.78658
300.66800,  69.01083,     -1.32358,-0.43113,50.00000,20.00000,6.736973e-08,0.78658
300.64200,  69.11083,     -1.32141,-0.43249,50.00000,20.00000,6.725707e-08,0.78661
300.62601,  69.21083,     -1.32022,-0.43351,50.00000,20.00000,6.716258e-08,0.78662
300.61200,  69.31083,     -1.31729,-0.43385,50.00000,20.00000,6.715433e-08,0.78664
300.60901,  69.41083,     -1.31592,-0.43521,50.00000,20.00000,6.724956e-08,0.78664
300.59900,  69.51083,     -1.31533,-0.43589,50.00000,20.00000,6.734157e-08,0.78665
300.57700,  69.61083,     -1.31490,-0.43792,50.00000,20.00000,6.733680e-08,0.78667
300.56000,  69.71083,     -1.31352,-0.43860,50.00000,20.00000,6.729500e-08,0.78668
300.54599,  69.81083,     -1.31272,-0.44030,50.00000,20.00000,6.727093e-08,0.78670
300.54800,  69.91083,     -1.31292,-0.44030,50.00000,20.00000,6.727728e-08,0.78669
300.52802,  70.01083,     -1.31308,-0.44064,50.00000,20.00000,6.729956e-08,0.78671
300.50800,  70.11083,     -1.31208,-0.44335,50.00000,20.00000,6.730561e-08,0.78673
300.50500,  70.21083,     -1.31111,-0.44335,50.00000,20.00000,6.728024e-08,0.78674
300.48199,  70.31083,     -1.31049,-0.44471,50.00000,20.00000,6.723626e-08,0.78676
300.45599,  70.41083,     -1.31006,-0.44471,50.00000,20.00000,6.726023e-08,0.78678
300.46701,  70.51083,     -1.30872,-0.44607,50.00000,20.00000,6.737078e-08,0.78677
300.44101,  70.61083,     -1.30694,-0.44776,50.00000,20.00000,6.741391e-08,0.78679
300.43900,  70.71083,     -1.30499,-0.45014,50.00000,20.00000,6.735677e-08,0.78680
300.42200,  70.81083,     -1.30380,-0.45150,50.00000,20.00000,6.731052e-08,0.78681
300.41699,  70.91083,     -1.30244,-0.45150,50.00000,20.00000,6.729119e-08,0.78682
300.41101,  71.01083,     -1.30185,-0.45285,50.00000,20.00000,6.726463e-08,0.78682
300.39801,  71.11083,     -1.30008,-0.45421,50.00000,20.00000,6.724654e-08,0.78683
300.39899,  71.21083,     -1.29970,-0.45557,50.00000,20.00000,6.725734e-08,0.78683
300.38199,  71.31083,     -1.29657,-0.45421,50.00000,20.00000,6.729531e-08,0.78685
300.38699,  71.41083,     -1.29754,-0.45693,50.00000,20.00000,6.733944e-08,0.78685
300.37500,  71.51083,     -1.29733,-0.45829,50.00000,20.00000,6.735135e-08,0.78686
300.36801,  71.61083,     -1.29596,-0.45964,50.00000,20.00000,6.732274e-08,0.78686
300.35999,  71.71083,     -1.29653,-0.46100,50.00000,20.00000,6.727156e-08,0.78687
300.34900,  71.81083,     -1.29613,-0.46100,50.00000,20.00000,6.724097e-08,0.78688
300.34000,  71.91083,     -1.29592,-0.46236,50.00000,20.00000,6.726219e-08,0.78689
300.33301,  72.01083,     -1.29727,-0.46372,50.00000,20.00000,6.731183e-08,0.78690
300.32599,  72.11083,     -1.29590,-0.46372,50.00000,20.00000,6.735221e-08,0.78690
300.31900,  72.21083,     -1.29647,-0.46643,50.00000,20.00000,6.734158e-08,0.78691
300.31500,  72.31083,     -1.29608,-0.46779,50.00000,20.00000,6.729211e-08,0.78691
300.29401,  72.41083,     -1.29585,-0.46779,50.00000,20.00000,6.725799e-08,0.78693
300.28799,  72.51083,     -1.29390,-0.46926,50.00000,20.00000,6.725851e-08,0.78694
300.28000,  72.61083,     -1.29428,-0.47062,50.00000,20.00000,6.728441e-08,0.78694
300.27701,  72.71083,     -1.29466,-0.47062,50.00000,20.00000,6.728537e-08,0.78695
300.27899,  72.81083,     -1.29428,-0.47197,50.00000,20.00000,6.725207e-08,0.78695
300.25900,  72.91083,     -1.29250,-0.47299,50.00000,20.00000,6.726162e-08,0.78696
300.26300,  73.01083,     -1.29134,-0.47401,50.00000,20.00000,6.731471e-08,0.78696
300.24899,  73.11083,     -1.29093,-0.47469,50.00000,20.00000,6.733778e-08,0.78697
300.24100,  73.21083,     -1.29053,-0.47706,50.00000,20.00000,6.732692e-08,0.78698
300.23599,  73.31083,     -1.28994,-0.47740,50.00000,20.00000,6.730977e-08,0.78699
300.23199,  73.41083,     -1.28877,-0.47876,50.00000,20.00000,6.728858e-08,0.78699
300.22400,  73.51083,     -1.28779,-0.48012,50.00000,20.00000,6.726739e-08,0.78700
300.21899,  73.61083,     -1.28720,-0.48012,50.00000,20.00000,6.726875e-08,0.78700
300.21500,  73.71083,     -1.28545,-0.48283,50.00000,20.00000,6.728319e-08,0.78701
300.21301,  73.81083,     -1.28564,-0.48283,50.00000,20.00000,6.726075e-08,0.78701
300.20499,  73.91083,     -1.28427,-0.48419,50.00000,20.00000,6.722202e-08,0.78701
300.19501,  74.01083,     -1.28387,-0.48419,50.00000,20.00000,6.722777e-08,0.78702
300.18399,  74.11083,     -1.28308,-0.48555,50.00000,20.00000,6.725110e-08,0.78703
300.18900,  74.21083,     -1.28173,-0.48691,50.00000,20.00000,6.724779e-08,0.78703
300.18399,  74.31083,     -1.28095,-0.48691,50.00000,20.00000,6.723709e-08,0.78703
300.17401,  74.41083,     -1.28016,-0.48962,50.00000,20.00000,6.724822e-08,0.78704
300.16901,  74.51083,     -1.27937,-0.48962,50.00000,20.00000,6.730325e-08,0.78705
300.15701,  74.61083,     -1.27897,-0.48962,50.00000,20.00000,6.735977e-08,0.78706
300.17499,  74.71083,     -1.27938,-0.49098,50.00000,20.00000,6.732654e-08,0.78704
300.17200,  74.81083,     -1.27938,-0.49369,50.00000,20.00000,6.723562e-08,0.78705
300.15500,  74.91083,     -1.28013,-0.49369,50.00000,20.00000,6.717190e-08,0.78706
300.14600,  75.01083,     -1.28069,-0.49505,50.00000,20.00000,6.717741e-08,0.78707
300.15201,  75.11083,     -1.28148,-0.49641,50.00000,20.00000,6.723386e-08,0.78706
300.15399,  75.21083,     -1.28032,-0.49641,50.00000,20.00000,6.722221e-08,0.78706
300.15601,  75.31083,     -1.28110,-0.49799,50.00000,20.00000,6.715672e-08,0.78706
300.14099,  75.41083,     -1.28088,-0.49901,50.00000,20.00000,6.720722e-08,0.78707
300.13199,  75.51083,     -1.28125,-0.49935,50.00000,20.00000,6.733372e-08,0.78708
300.14001,  75.61083,     -1.28127,-0.50071,50.00000,20.00000,6.736943e-08,0.78708
300.13501,  75.71083,     -1.28107,-0.50139,50.00000,20.00000,6.730137e-08,0.78708
300.12799,  75.81083,     -1.27970,-0.50354,50.00000,20.00000,6.719493e-08,0.78709
300.13101,  75.91083,     -1.28009,-0.50218,50.00000,20.00000,6.716379e-08,0.78708
300.12799,  76.01083,     -1.27970,-0.50399,50.00000,20.00000,6.725634e-08,0.78709
300.12601,  76.11083,     -1.27931,-0.50501,50.00000,20.00000,6.736757e-08,0.78709
300.12799,  76.21083,     -1.27931,-0.50637,50.00000,20.00000,6.740341e-08,0.78709
300.12399,  76.31083,     -1.27930,-0.50772,50.00000,20.00000,6.731763e-08,0.78709
300.11899,  76.41083,     -1.27852,-0.50931,50.00000,20.00000,6.723104e-08,0.78710
300.11600,  76.51083,     -1.27890,-0.50931,50.00000,20.00000,6.731288e-08,0.78710
300.10901,  76.61083,     -1.27851,-0.51066,50.00000,20.00000,6.740238e-08,0.78710
300.10001,  76.71083,     -1.27849,-0.51066,50.00000,20.00000,6.731992e-08,0.78711
300.10001,  76.81083,     -1.27849,-0.51202,50.00000,20.00000,6.720085e-08,0.78711
300.10199,  76.91083,     -1.27656,-0.51349,50.00000,20.00000,6.716685e-08,0.78711
300.10800,  77.01083,     -1.27734,-0.51417,50.00000,20.00000,6.720674e-08,0.78711
300.08899,  77.11083,     -1.27596,-0.51621,50.00000,20.00000,6.725932e-08,0.78712
300.08701,  77.21083,     -1.27518,-0.51621,50.00000,20.00000,6.723774e-08,0.78712
300.08499,  77.31083,     -1.27537,-0.51757,50.00000,20.00000,6.719072e-08,0.78713
300.10199,  77.41083,     -1.27423,-0.51904,50.00000,20.00000,6.721135e-08,0.78711
300.09698,  77.51083,     -1.27519,-0.52005,50.00000,20.00000,6.723631e-08,0.78712
300.09698,  77.61083,     -1.27461,-0.52005,50.00000,20.00000,6.720417e-08,0.78712
300.08600,  77.71083,     -1.27304,-0.52073,50.00000,20.00000,6.717603e-08,0.78713
300.10001,  77.81083,     -1.27306,-0.52322,50.00000,20.00000,6.719903e-08,0.78711
300.09100,  77.91083,     -1.27402,-0.52322,50.00000,20.00000,6.727040e-08,0.78712
300.08401,  78.01083,     -1.27265,-0.52458,50.00000,20.00000,6.728489e-08,0.78713
300.07401,  78.11083,     -1.27322,-0.52594,50.00000,20.00000,6.712278e-08,0.78714
300.07199,  78.21083,     -1.27360,-0.52594,50.00000,20.00000,6.702346e-08,0.78714
300.07999,  78.31083,     -1.27400,-0.52594,50.00000,20.00000,6.719378e-08,0.78713
300.07800,  78.41083,     -1.27419,-0.52865,50.00000,20.00000,6.734174e-08,0.78713
300.07199,  78.51083,     -1.27438,-0.52933,50.00000,20.00000,6.729145e-08,0.78714
300.07599,  78.61083,     -1.27419,-0.53001,50.00000,20.00000,6.719029e-08,0.78714
300.06201,  78.71083,     -1.27456,-0.53103,50.00000,20.00000,6.713092e-08,0.78715
300.06900,  78.81083,     -1.27631,-0.53137,50.00000,20.00000,6.712750e-08,0.78714
300.06900,  78.91083,     -1.27593,-0.53272,50.00000,20.00000,6.717978e-08,0.78714
300.06799,  79.01083,     -1.27651,-0.53408,50.00000,20.00000,6.726917e-08,0.78714
300.06299,  79.11083,     -1.27689,-0.53442,50.00000,20.00000,6.731566e-08,0.78715
300.06601,  79.21083,     -1.27573,-0.53646,50.00000,20.00000,6.726517e-08,0.78714
300.06500,  79.31083,     -1.27650,-0.53714,50.00000,20.00000,6.719090e-08,0.78715
300.06201,  79.41083,     -1.27514,-0.53815,50.00000,20.00000,6.716858e-08,0.78715
300.06900,  79.51083,     -1.27476,-0.53883,50.00000,20.00000,6.723770e-08,0.78714
300.06500,  79.61083,     -1.27573,-0.53951,50.00000,20.00000,6.733480e-08,0.78715
300.04999,  79.71083,     -1.27512,-0.54087,50.00000,20.00000,6.732231e-08,0.78716
300.05301,  79.81083,     -1.27474,-0.54223,50.00000,20.00000,6.722377e-08,0.78716
300.05499,  79.91083,     -1.27532,-0.54223,50.00000,20.00000,6.714520e-08,0.78715
300.03900,  80.01083,     -1.27375,-0.54370,50.00000,20.00000,6.717168e-08,0.78717
300.05200,  80.11083,     -1.27435,-0.54506,50.00000,20.00000,6.729496e-08,0.78716
300.05301,  80.21083,     -1.27571,-0.54506,50.00000,20.00000,6.729579e-08,0.78716
300.03799,  80.31083,     -1.27375,-0.54641,50.00000,20.00000,6.714777e-08,0.78717
300.05301,  80.41083,     -1.27377,-0.54641,50.00000,20.00000,6.710410e-08,0.78716
300.04199,  80.51083,     -1.27278,-0.54777,50.00000,20.00000,6.716978e-08,0.78717
300.05701,  80.61083,     -1.27281,-0.54777,50.00000,20.00000,6.718261e-08,0.78715
300.04800,  80.71083,     -1.27202,-0.55049,50.00000,20.00000,6.716041e-08,0.78716
300.05301,  80.81083,     -1.27319,-0.55049,50.00000,20.00000,6.717032e-08,0.78716
300.04800,  80.91083,     -1.27318,-0.55184,50.00000,20.00000,6.718812e-08,0.78716
300.03900,  81.01083,     -1.27220,-0.55286,50.00000,20.00000,6.718948e-08,0.78717
300.04999,  81.11083,     -1.27338,-0.55320,50.00000,20.00000,6.718441e-08,0.78716
300.04001,  81.21083,     -1.27317,-0.55456,50.00000,20.00000,6.718112e-08,0.78717
300.04199,  81.31083,     -1.27395,-0.55456,50.00000,20.00000,6.718104e-08,0.78717
300.03400,  81.41083,     -1.27316,-0.55592,50.00000,20.00000,6.717440e-08,0.78717
300.04700,  81.51083,     -1.27318,-0.55693,50.00000,20.00000,6.715241e-08,0.78716
300.04001,  81.61083,     -1.27297,-0.55727,50.00000,20.00000,6.714750e-08,0.78717
300.03699,  81.71083,     -1.27374,-0.55829,50.00000,20.00000,6.718247e-08,0.78717
300.03601,  81.81083,     -1.27471,-0.55863,50.00000,20.00000,6.721419e-08,0.78717
300.04401,  81.91083,     -1.27434,-0.55999,50.00000,20.00000,6.719867e-08,0.78716
300.04099,  82.01083,     -1.27414,-0.56067,50.00000,20.00000,6.711283e-08,0.78717
300.02600,  82.11083,     -1.27528,-0.56270,50.00000,20.00000,6.701947e-08,0.78718
300.03500,  82.21083,     -1.27510,-0.56270,50.00000,20.00000,6.703528e-08,0.78717
300.02499,  82.31083,     -1.27586,-0.56270,50.00000,20.00000,6.710914e-08,0.78718
300.03400,  82.41083,     -1.27471,-0.56270,50.00000,20.00000,6.713847e-08,0.78717
300.02899,  82.51083,     -1.27490,-0.56542,50.00000,20.00000,6.714491e-08,0.78718
300.02701,  82.61083,     -1.27450,-0.56678,50.00000,20.00000,6.716028e-08,0.78718
300.02802,  82.71083,     -1.27451,-0.56678,50.00000,20.00000,6.717354e-08,0.78718
300.03601,  82.81083,     -1.27394,-0.56813,50.00000,20.00000,6.718407e-08,0.78717
300.03000,  82.91083,     -1.27354,-0.56813,50.00000,20.00000,6.720633e-08,0.78718
300.02802,  83.01083,     -1.27392,-0.56949,50.00000,20.00000,6.719542e-08,0.78718
300.02499,  83.11083,     -1.27159,-0.57085,50.00000,20.00000,6.708480e-08,0.78718
300.03299,  83.21083,     -1.27258,-0.57085,50.00000,20.00000,6.698423e-08,0.78718
300.03900,  83.31083,     -1.27162,-0.57187,50.00000,20.00000,6.701805e-08,0.78717
300.04001,  83.41083,     -1.27220,-0.57255,50.00000,20.00000,6.707219e-08,0.78717
300.03500,  83.51083,     -1.27161,-0.57390,50.00000,20.00000,6.706265e-08,0.78717
300.03101,  83.61083,     -1.27218,-0.57390,50.00000,20.00000,6.708203e-08,0.78718
300.03500,  83.71083,     -1.27161,-0.57458,50.00000,20.00000,6.714361e-08,0.78717
300.02899,  83.81083,     -1.27218,-0.57628,50.00000,20.00000,6.715754e-08,0.78718
300.02701,  83.91083,     -1.27140,-0.57696,50.00000,20.00000,6.714132e-08,0.78718
300.03201,  84.01083,     -1.27199,-0.57899,50.00000,20.00000,6.716747e-08,0.78718
300.03299,  84.11083,     -1.27296,-0.57764,50.00000,20.00000,6.720664e-08,0.78718
300.03699,  84.21083,     -1.27316,-0.57899,50.00000,20.00000,6.720949e-08,0.78717
300.03699,  84.31083,     -1.27336,-0.58001,50.00000,20.00000,6.718597e-08,0.78717
300.01700,  84.41083,     -1.27430,-0.58137,50.00000,20.00000,6.714552e-08,0.78719
300.02399,  84.51083,     -1.27431,-0.58171,50.00000,20.00000,6.708052e-08,0.78718
300.03000,  84.61083,     -1.27470,-0.58171,50.00000,20.00000,6.704691e-08,0.78718
