Sheet Name,Up Mobility (cm^2/Vs),Down Mobility (cm^2/Vs),Avg (of Up and Down) Mobility (cm^2/Vs),ID_on (A),ID_off (A),ID_on_off_ratio,Threshold Voltage (V)
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154,0.0035072196161471,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.0290797853066723,-23.74565084690745
AL_1_35L_1A_3,0.008934682565154032,0.0035072196161471795,0.006220951090650606,-6.034517952002716e-08,-2.075159045489272e-06,0.02907978530667235,-23.74565084690745
Average,0.003507219616147102,0.008934682565154,0.0062209510906506,-6.034517952002716e-08,-2.075159045489272e-06,0.029079785306672302,-23.74565084690745
Std,1.1381024669031689e-17,6.5675570835869e-18,9.291408089285507e-18,0.0,0.0,1.3768940732700484e-17,7.179060695831972e-15
