Chromatogram RI		Calibration Curve RI	
X:	Y:	X:	Y:
0.00000	-0.037	0.00000	9.000
0.00167	-0.046	0.00167	9.000
0.00333	-0.052	0.00333	9.000
0.00500	-0.054	0.00500	9.000
0.00667	-0.047	0.00667	9.000
0.00833	-0.042	0.00833	9.000
0.01000	-0.041	0.01000	9.000
0.01167	-0.048	0.01167	9.000
0.01333	-0.059	0.01333	9.000
0.01500	-0.069	0.01500	9.000
0.01667	-0.074	0.01667	9.000
0.01833	-0.077	0.01833	9.000
0.02000	-0.077	0.02000	9.000
0.02167	-0.080	0.02167	9.000
0.02333	-0.087	0.02333	9.000
0.02500	-0.091	0.02500	9.000
0.02667	-0.088	0.02667	9.000
0.02833	-0.080	0.02833	9.000
0.03000	-0.072	0.03000	9.000
0.03167	-0.069	0.03167	9.000
0.03333	-0.071	0.03333	9.000
0.03500	-0.076	0.03500	9.000
0.03667	-0.082	0.03667	9.000
0.03833	-0.085	0.03833	9.000
0.04000	-0.087	0.04000	9.000
0.04167	-0.088	0.04167	9.000
0.04333	-0.083	0.04333	9.000
0.04500	-0.074	0.04500	9.000
0.04667	-0.071	0.04667	9.000
0.04833	-0.071	0.04833	9.000
0.05000	-0.075	0.05000	9.000
0.05167	-0.081	0.05167	9.000
0.05333	-0.084	0.05333	9.000
0.05500	-0.086	0.05500	9.000
0.05667	-0.089	0.05667	9.000
0.05833	-0.097	0.05833	9.000
0.06000	-0.104	0.06000	9.000
0.06167	-0.106	0.06167	9.000
0.06333	-0.096	0.06333	9.000
0.06500	-0.091	0.06500	9.000
0.06667	-0.085	0.06667	9.000
0.06833	-0.083	0.06833	9.000
0.07000	-0.084	0.07000	9.000
0.07167	-0.087	0.07167	9.000
0.07333	-0.095	0.07333	9.000
0.07500	-0.099	0.07500	9.000
0.07667	-0.101	0.07667	9.000
0.07833	-0.102	0.07833	9.000
0.08000	-0.102	0.08000	9.000
0.08167	-0.094	0.08167	9.000
0.08333	-0.091	0.08333	9.000
0.08500	-0.094	0.08500	9.000
0.08667	-0.093	0.08667	9.000
0.08833	-0.089	0.08833	9.000
0.09000	-0.085	0.09000	9.000
0.09167	-0.081	0.09167	9.000
0.09333	-0.080	0.09333	9.000
0.09500	-0.086	0.09500	9.000
0.09667	-0.093	0.09667	9.000
0.09833	-0.098	0.09833	9.000
0.10000	-0.092	0.10000	9.000
0.10167	-0.079	0.10167	9.000
0.10333	-0.070	0.10333	9.000
0.10500	-0.066	0.10500	9.000
0.10667	-0.066	0.10667	9.000
0.10833	-0.071	0.10833	9.000
0.11000	-0.076	0.11000	9.000
0.11167	-0.077	0.11167	9.000
0.11333	-0.077	0.11333	9.000
0.11500	-0.076	0.11500	9.000
0.11667	-0.079	0.11667	9.000
0.11833	-0.083	0.11833	9.000
0.12000	-0.085	0.12000	9.000
0.12167	-0.083	0.12167	9.000
0.12333	-0.079	0.12333	9.000
0.12500	-0.070	0.12500	9.000
0.12667	-0.068	0.12667	9.000
0.12833	-0.068	0.12833	9.000
0.13000	-0.073	0.13000	9.000
0.13167	-0.077	0.13167	9.000
0.13333	-0.084	0.13333	9.000
0.13500	-0.079	0.13500	9.000
0.13667	-0.075	0.13667	9.000
0.13833	-0.070	0.13833	9.000
0.14000	-0.066	0.14000	9.000
0.14167	-0.062	0.14167	9.000
0.14333	-0.064	0.14333	9.000
0.14500	-0.065	0.14500	9.000
0.14667	-0.064	0.14667	9.000
0.14833	-0.065	0.14833	9.000
0.15000	-0.065	0.15000	9.000
0.15167	-0.067	0.15167	9.000
0.15333	-0.074	0.15333	9.000
0.15500	-0.079	0.15500	9.000
0.15667	-0.076	0.15667	9.000
0.15833	-0.067	0.15833	9.000
0.16000	-0.058	0.16000	9.000
0.16167	-0.053	0.16167	9.000
0.16333	-0.050	0.16333	9.000
0.16500	-0.052	0.16500	9.000
0.16667	-0.056	0.16667	9.000
0.16833	-0.063	0.16833	9.000
0.17000	-0.070	0.17000	9.000
0.17167	-0.070	0.17167	9.000
0.17333	-0.072	0.17333	9.000
0.17500	-0.072	0.17500	9.000
0.17667	-0.062	0.17667	9.000
0.17833	-0.060	0.17833	9.000
0.18000	-0.060	0.18000	9.000
0.18167	-0.062	0.18167	9.000
0.18333	-0.056	0.18333	9.000
0.18500	-0.048	0.18500	9.000
0.18667	-0.046	0.18667	9.000
0.18833	-0.051	0.18833	9.000
