#EXPORTTYPE:                 ,DATA ALL                                                                    
#FILE:                       ,2024_02_16_SL_001H_280C_isotherm_1pt_min_SCB_with_100C_stabilization.ngb-ss5
#FORMAT:                     ,NETZSCH5                                                                    
#FTYPE:                      ,ANSI                                                                        
#IDENTITY:                   ,PS                                                                          
#DECIMAL:                    ,POINT                                                                       
#SEPARATOR:                  ,COMMA                                                                       
#MTYPE:                      ,DSC                                                                         
#INSTRUMENT:                 ,NETZSCH STA 449F5                                                           
#PROJECT:                    ,2024_02_16_SL_005                                                           
#DATE/TIME:                  ,2/16/2024 3:54:24 PM (UTC-5)                                                
#CORR. FILE:                 ,                                                                            
#TEMPCAL:                    ,28-06-2023 13:26                                                            
#SENSITIVITY:                ,28-06-2023 13:53                                                            
#LABORATORY:                 ,Tran/AAG                                                                    
#OPERATOR:                   ,Stanley                                                                     
#REMARK:                     ,                                                                            
#SAMPLE:                     ,001H_control                                                                
#SAMPLE MASS /mg:            ,5.58                                                                        
#MATERIAL:                   ,                                                                            
#REFERENCE:                  ,                                                                            
#REFERENCE MASS /mg:         ,0                                                                           
#TYPE OF CRUCIBLE:           ,Al2O3 85 µl, open                                                           
#SAMPLE CRUCIBLE MASS /mg:   ,0                                                                           
#REFERENCE CRUCIBLE MASS /mg:,0                                                                           
#DSC RANGE /µV:              ,5000                                                                        
#TG RANGE /mg:               ,35000                                                                       
#TAU-R:                      ,---                                                                         
#CORR. CODE:                 ,000                                                                         
#EXO:                        ,-1                                                                          
#RANGE:                      ,30°C....800°C/0.0....10.0K/min                                              
#SEGMENT:                    ,S1-5/5                                                                      
#SEG. 1:                     ,30°C/10.0(K/min)/100°C                                                      
#SEG. 2:                     ,100°C/00:10/100°C                                                           
#SEG. 3:                     ,100°C/10.0(K/min)/350°C                                                     
#SEG. 4:                     ,350°C/04:00/350°C                                                           
#SEG. 5:                     ,350°C/10.0(K/min)/800°C                                                     

##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),TIC(scan:1)/A,Sensit./(uV/mW),Segment
 28.63600,  0.00000, 7.404326e-02,    100.00000,50.00000,20.00000,1.111666e-07,0.92329,1
 28.78500,  0.10000, 6.426754e-02,     99.89462,50.00000,20.00000,1.121869e-07,0.92332,1
 28.91500,  0.20000, 5.493689e-02,     99.85806,50.00000,20.00000,1.132842e-07,0.92335,1
 29.05900,  0.30000, 4.930846e-02,     99.87025,50.00000,20.00000,1.142707e-07,0.92338,1
 29.22200,  0.40000, 4.678963e-02,     99.87025,50.00000,20.00000,1.153170e-07,0.92341,1
 29.37300,  0.50000, 4.782462e-02,     99.89875,50.00000,20.00000,1.164733e-07,0.92344,1
 29.57000,  0.60000, 5.300472e-02,     99.97975,50.00000,20.00000,1.175762e-07,0.92347,1
 29.77100,  0.70000, 6.292203e-02,    100.06290,50.00000,20.00000,1.186337e-07,0.92351,1
 30.01700,  0.80000, 7.565074e-02,    100.20072,50.00000,20.00000,1.198268e-07,0.92356,1
 30.28900,  0.90000, 9.400316e-02,    100.29409,50.00000,20.00000,1.213766e-07,0.92361,1
 30.56900,  1.00000,      0.11354,    100.41971,50.00000,20.00000,1.234033e-07,0.92366,1
 30.89800,  1.10000,      0.13707,    100.53728,50.00000,20.00000,1.254758e-07,0.92372,1
 31.24600,  1.20000,      0.16074,     99.80341,50.00000,20.00000,1.271466e-07,0.92378,1
 31.64100,  1.30000,      0.18692,     96.52294,50.00000,20.00000,1.282804e-07,0.92385,1
 32.04100,  1.40000,      0.21399,     96.31219,50.00000,20.00000,1.289909e-07,0.92392,1
 32.47300,  1.50000,      0.24149,     96.36290,50.00000,20.00000,1.296288e-07,0.92399,1
 32.93700,  1.60000,      0.27003,     96.49050,50.00000,20.00000,1.302636e-07,0.92407,1
 33.40400,  1.70000,      0.29753,     96.62634,50.00000,20.00000,1.307543e-07,0.92415,1
 33.91000,  1.80000,      0.32176,     96.72975,50.00000,20.00000,1.310127e-07,0.92423,1
 34.42700,  1.90000,      0.34969,     96.79677,50.00000,20.00000,1.311007e-07,0.92431,1
 34.99300,  2.00000,      0.37540,     96.91434,50.00000,20.00000,1.315263e-07,0.92440,1
 35.54500,  2.10000,      0.39947,     96.99534,50.00000,20.00000,1.323867e-07,0.92448,1
 36.12300,  2.20000,      0.42191,     97.09265,50.00000,20.00000,1.328346e-07,0.92457,1
 36.73200,  2.30000,      0.44523,     97.16774,50.00000,20.00000,1.327078e-07,0.92465,1
 37.34900,  2.40000,      0.46693,     97.26703,50.00000,20.00000,1.327247e-07,0.92474,1
 37.96000,  2.50000,      0.48640,     97.37043,50.00000,20.00000,1.329483e-07,0.92482,1
 38.62800,  2.60000,      0.50690,     97.44355,50.00000,20.00000,1.330230e-07,0.92491,1
 39.28800,  2.70000,      0.52726,     97.52867,50.00000,20.00000,1.330157e-07,0.92499,1
 39.98000,  2.80000,      0.54716,     97.59140,50.00000,20.00000,1.330709e-07,0.92508,1
 40.66900,  2.90000,      0.56721,     97.68674,50.00000,20.00000,1.331358e-07,0.92516,1
 41.40000,  3.00000,      0.58770,     97.75968,50.00000,20.00000,1.331246e-07,0.92524,1
 42.13500,  3.10000,      0.60893,     97.83065,50.00000,20.00000,1.329600e-07,0.92532,1
 42.87100,  3.20000,      0.63015,     97.93405,50.00000,20.00000,1.327755e-07,0.92540,1
 43.65100,  3.30000,      0.65019,     98.02133,50.00000,20.00000,1.328779e-07,0.92547,1
 44.45900,  3.40000,      0.67156,     98.09839,50.00000,20.00000,1.330434e-07,0.92555,1
 45.26000,  3.50000,      0.69308,     98.16720,50.00000,20.00000,1.328566e-07,0.92562,1
 46.08900,  3.60000,      0.71562,     98.25645,50.00000,20.00000,1.326131e-07,0.92569,1
 46.94900,  3.70000,      0.73891,     98.35573,50.00000,20.00000,1.326123e-07,0.92576,1
 47.82000,  3.80000,      0.76130,     98.38620,50.00000,20.00000,1.325974e-07,0.92582,1
 48.70600,  3.90000,      0.78592,     98.49982,50.00000,20.00000,1.324304e-07,0.92588,1
 49.62200,  4.00000,      0.80920,     98.56057,50.00000,20.00000,1.322571e-07,0.92594,1
 50.54000,  4.10000,      0.83367,     98.67419,50.00000,20.00000,1.321812e-07,0.92599,1
 51.49600,  4.20000,      0.85784,     98.73907,50.00000,20.00000,1.322196e-07,0.92603,1
 52.46200,  4.30000,      0.88231,     98.84032,50.00000,20.00000,1.320931e-07,0.92608,1
 53.44900,  4.40000,      0.90531,     98.90125,50.00000,20.00000,1.314747e-07,0.92611,1
 54.45700,  4.50000,      0.92904,     98.99857,50.00000,20.00000,1.308649e-07,0.92614,1
 55.48100,  4.60000,      0.95234,     99.05125,50.00000,20.00000,1.307603e-07,0.92617,1
 56.51700,  4.70000,      0.97550,     99.12222,50.00000,20.00000,1.308161e-07,0.92618,1
 57.57200,  4.80000,      0.99793,     99.21344,50.00000,20.00000,1.307450e-07,0.92620,1
 58.64100,  4.90000,      1.02036,     99.24982,50.00000,20.00000,1.305320e-07,0.92620,1
 59.71900,  5.00000,      1.04148,     99.33513,50.00000,20.00000,1.303073e-07,0.92620,1
 60.81100,  5.10000,      1.06334,     99.38172,50.00000,20.00000,1.302448e-07,0.92619,1
 61.94000,  5.20000,      1.08343,     99.44659,50.00000,20.00000,1.301848e-07,0.92617,1
 63.04800,  5.30000,      1.10295,     99.50735,50.00000,20.00000,1.299481e-07,0.92614,1
 64.17100,  5.40000,      1.12218,     99.53369,50.00000,20.00000,1.297454e-07,0.92611,1
 65.30900,  5.50000,      1.14084,     99.58244,50.00000,20.00000,1.296889e-07,0.92607,1
 66.47200,  5.60000,      1.15951,     99.64731,50.00000,20.00000,1.296257e-07,0.92602,1
 67.63200,  5.70000,      1.17627,     99.71416,50.00000,20.00000,1.294795e-07,0.92596,1
 68.81300,  5.80000,      1.19511,     99.75681,50.00000,20.00000,1.292675e-07,0.92589,1
 69.98100,  5.90000,      1.21145,     99.78710,50.00000,20.00000,1.290972e-07,0.92581,1
 71.17100,  6.00000,      1.22722,     99.83584,50.00000,20.00000,1.290502e-07,0.92572,1
 72.36400,  6.10000,      1.24419,     99.87222,50.00000,20.00000,1.289080e-07,0.92563,1
 73.55800,  6.20000,      1.25925,     99.92294,50.00000,20.00000,1.285766e-07,0.92552,1
 74.75000,  6.30000,      1.27507,     99.95950,50.00000,20.00000,1.284099e-07,0.92541,1
 75.96700,  6.40000,      1.28972,     99.98387,50.00000,20.00000,1.284530e-07,0.92529,1
 77.19300,  6.50000,      1.30469,    100.06093,50.00000,20.00000,1.282913e-07,0.92515,1
 78.42400,  6.60000,      1.31804,    100.08513,50.00000,20.00000,1.279903e-07,0.92501,1
 79.66800,  6.70000,      1.33394,    100.10950,50.00000,20.00000,1.279248e-07,0.92485,1
 80.89400,  6.80000,      1.34674,    100.13996,50.00000,20.00000,1.279140e-07,0.92469,1
 82.13700,  6.90000,      1.36104,    100.15824,50.00000,20.00000,1.276878e-07,0.92452,1
 83.38000,  7.00000,      1.37388,    100.20681,50.00000,20.00000,1.274173e-07,0.92433,2
 84.62900,  7.10000,      1.38615,    100.23315,50.00000,20.00000,1.272712e-07,0.92414,2
 85.87200,  7.20000,      1.38897,    100.25753,50.00000,20.00000,1.272532e-07,0.92394,2
 87.05600,  7.30000,      1.38142,    100.23925,50.00000,20.00000,1.272260e-07,0.92374,2
 88.20200,  7.40000,      1.36647,    100.23315,50.00000,20.00000,1.269710e-07,0.92354,2
 89.32600,  7.50000,      1.34516,    100.18459,50.00000,20.00000,1.266412e-07,0.92334,2
 90.38700,  7.60000,      1.31657,    100.13584,50.00000,20.00000,1.265039e-07,0.92314,2
 91.41400,  7.70000,      1.28293,    100.08513,50.00000,20.00000,1.264836e-07,0.92294,2
 92.38500,  7.80000,      1.24527,     99.98584,50.00000,20.00000,1.264308e-07,0.92274,2
 93.33300,  7.90000,      1.20581,     99.88656,50.00000,20.00000,1.262453e-07,0.92255,2
 94.21000,  8.00000,      1.16128,     99.80341,50.00000,20.00000,1.259567e-07,0.92236,2
 95.06200,  8.10000,      1.11659,     99.67168,50.00000,20.00000,1.257275e-07,0.92218,2
 95.85900,  8.20000,      1.06935,     99.62294,50.00000,20.00000,1.256161e-07,0.92200,2
 96.61700,  8.30000,      1.02120,     99.49516,50.00000,20.00000,1.255840e-07,0.92183,2
 97.33100,  8.40000,      0.97376,     99.37348,50.00000,20.00000,1.254747e-07,0.92167,2
 98.00500,  8.50000,      0.92511,     99.28226,50.00000,20.00000,1.251898e-07,0.92151,2
 98.63700,  8.60000,      0.87881,     99.22957,50.00000,20.00000,1.249562e-07,0.92136,2
 99.24400,  8.70000,      0.83546,     99.06541,50.00000,20.00000,1.248865e-07,0.92121,2
 99.83200,  8.80000,      0.79225,     98.98029,50.00000,20.00000,1.248049e-07,0.92107,2
100.36300,  8.90000,      0.75272,     98.89910,50.00000,20.00000,1.246270e-07,0.92094,2
100.90100,  9.00000,      0.71556,     98.82814,50.00000,20.00000,1.243856e-07,0.92080,2
101.41300,  9.10000,      0.68195,     98.72688,50.00000,20.00000,1.241529e-07,0.92067,2
101.89900,  9.20000,      0.65026,     98.64373,50.00000,20.00000,1.239871e-07,0.92055,2
102.37000,  9.30000,      0.62375,     98.59910,50.00000,20.00000,1.237955e-07,0.92043,2
102.83600,  9.40000,      0.59798,     98.51183,50.00000,20.00000,1.235109e-07,0.92031,2
103.28200,  9.50000,      0.57369,     98.48763,50.00000,20.00000,1.232373e-07,0.92019,2
103.70100,  9.60000,      0.55221,     98.40645,50.00000,20.00000,1.230072e-07,0.92008,2
104.12700,  9.70000,      0.53163,     98.35789,50.00000,20.00000,1.226989e-07,0.91996,2
104.53900,  9.80000,      0.51281,     98.30305,50.00000,20.00000,1.223040e-07,0.91985,2
104.93000,  9.90000,      0.49533,     98.22599,50.00000,20.00000,1.219229e-07,0.91974,2
105.31100, 10.00000,      0.47829,     98.17330,50.00000,20.00000,1.215828e-07,0.91964,2
105.67600, 10.10000,      0.46005,     98.10842,50.00000,20.00000,1.212789e-07,0.91954,2
106.05000, 10.20000,      0.44181,     98.09624,50.00000,20.00000,1.210973e-07,0.91943,2
106.37300, 10.30000,      0.42416,     98.01918,50.00000,20.00000,1.210605e-07,0.91934,2
106.70600, 10.40000,      0.40665,     97.99498,50.00000,20.00000,1.209277e-07,0.91925,2
107.01700, 10.50000,      0.38780,     97.90986,50.00000,20.00000,1.206043e-07,0.91916,2
107.31800, 10.60000,      0.36909,     97.86111,50.00000,20.00000,1.202866e-07,0.91907,2
107.58600, 10.70000,      0.35142,     97.81039,50.00000,20.00000,1.200310e-07,0.91899,2
107.86200, 10.80000,      0.33091,     97.72939,50.00000,20.00000,1.197670e-07,0.91891,2
108.09700, 10.90000,      0.31264,     97.68065,50.00000,20.00000,1.195470e-07,0.91885,2
108.33400, 11.00000,      0.29272,     97.62599,50.00000,20.00000,1.194270e-07,0.91878,2
108.53800, 11.10000,      0.27384,     97.56720,50.00000,20.00000,1.192696e-07,0.91872,2
108.75200, 11.20000,      0.25421,     97.49409,50.00000,20.00000,1.190079e-07,0.91865,2
108.93300, 11.30000,      0.23368,     97.39677,50.00000,20.00000,1.188182e-07,0.91860,2
109.11100, 11.40000,      0.21464,     97.36039,50.00000,20.00000,1.187353e-07,0.91855,2
109.27700, 11.50000,      0.19501,     97.29552,50.00000,20.00000,1.186031e-07,0.91850,2
109.41000, 11.60000,      0.17670,     97.22652,50.00000,20.00000,1.184074e-07,0.91846,2
109.54200, 11.70000,      0.15825,     97.15143,50.00000,20.00000,1.182225e-07,0.91842,2
109.66000, 11.80000,      0.13950,     97.09265,50.00000,20.00000,1.180825e-07,0.91838,2
109.75600, 11.90000,      0.12179,     97.03996,50.00000,20.00000,1.179815e-07,0.91835,2
109.83700, 12.00000,      0.10541,     96.92849,50.00000,20.00000,1.178432e-07,0.91833,2
109.93700, 12.10000, 9.007981e-02,     96.87975,50.00000,20.00000,1.176552e-07,0.91830,2
109.99900, 12.20000, 7.295869e-02,     96.85556,50.00000,20.00000,1.175074e-07,0.91828,2
110.05800, 12.30000, 5.673021e-02,     96.77437,50.00000,20.00000,1.173571e-07,0.91826,2
110.09900, 12.40000, 4.288326e-02,     96.72366,50.00000,20.00000,1.170961e-07,0.91825,2
110.13600, 12.50000, 2.873809e-02,     96.64462,50.00000,20.00000,1.168626e-07,0.91824,2
110.16900, 12.60000, 1.578378e-02,     96.59391,50.00000,20.00000,1.168187e-07,0.91823,2
110.20100, 12.70000, 2.978104e-03,     96.54534,50.00000,20.00000,1.168435e-07,0.91822,2
110.20400, 12.80000,-9.529943e-03,     96.49659,50.00000,20.00000,1.167917e-07,0.91822,2
110.22200, 12.90000,-2.099578e-02,     96.41362,50.00000,20.00000,1.166044e-07,0.91821,2
110.21000, 13.00000,-3.275924e-02,     96.36290,50.00000,20.00000,1.163437e-07,0.91822,2
110.20800, 13.10000,-4.288480e-02,     96.31219,50.00000,20.00000,1.161835e-07,0.91822,2
110.18700, 13.20000,-5.360563e-02,     96.28781,50.00000,20.00000,1.161023e-07,0.91822,2
110.17700, 13.30000,-6.373092e-02,     96.21290,50.00000,20.00000,1.159623e-07,0.91823,2
110.13800, 13.40000,-7.311094e-02,     96.17222,50.00000,20.00000,1.157902e-07,0.91824,2
110.10900, 13.50000,-8.189537e-02,     96.10950,50.00000,20.00000,1.156589e-07,0.91825,2
110.06900, 13.60000,-9.067932e-02,     96.08513,50.00000,20.00000,1.155858e-07,0.91826,2
110.03000, 13.70000,-9.812300e-02,     96.03441,50.00000,20.00000,1.155205e-07,0.91827,2
109.97500, 13.80000,     -0.10676,     95.98172,50.00000,20.00000,1.153443e-07,0.91829,2
109.91600, 13.90000,     -0.11494,     95.93297,50.00000,20.00000,1.150994e-07,0.91831,2
109.84400, 14.00000,     -0.12209,     95.88441,50.00000,20.00000,1.149483e-07,0.91833,2
109.79000, 14.10000,     -0.12834,     95.83172,50.00000,20.00000,1.148947e-07,0.91834,2
109.71500, 14.20000,     -0.13504,     95.80735,50.00000,20.00000,1.148701e-07,0.91837,2
109.64500, 14.30000,     -0.14114,     95.75663,50.00000,20.00000,1.148165e-07,0.91839,2
109.56900, 14.40000,     -0.14783,     95.70197,50.00000,20.00000,1.146983e-07,0.91841,2
109.48600, 14.50000,     -0.15497,     95.65932,50.00000,20.00000,1.145250e-07,0.91843,2
109.39800, 14.60000,     -0.16122,     95.60860,50.00000,20.00000,1.143536e-07,0.91846,2
109.30400, 14.70000,     -0.16553,     95.58423,50.00000,20.00000,1.142745e-07,0.91849,2
109.20700, 14.80000,     -0.17104,     95.56004,50.00000,20.00000,1.142190e-07,0.91852,2
109.10400, 14.90000,     -0.17505,     95.50323,50.00000,20.00000,1.140439e-07,0.91855,2
109.01200, 15.00000,     -0.18115,     95.45860,50.00000,20.00000,1.138516e-07,0.91858,2
108.90700, 15.10000,     -0.18516,     95.40394,50.00000,20.00000,1.137757e-07,0.91861,2
108.79700, 15.20000,     -0.18902,     95.37957,50.00000,20.00000,1.137264e-07,0.91864,2
108.68400, 15.30000,     -0.19318,     95.34910,50.00000,20.00000,1.136330e-07,0.91867,2
108.58400, 15.40000,     -0.19705,     95.30663,50.00000,20.00000,1.135335e-07,0.91870,2
108.47200, 15.50000,     -0.20002,     95.25591,50.00000,20.00000,1.134370e-07,0.91874,2
108.34700, 15.60000,     -0.20298,     95.22545,50.00000,20.00000,1.133179e-07,0.91877,2
108.25300, 15.70000,     -0.20640,     95.18082,50.00000,20.00000,1.132070e-07,0.91880,2
108.12800, 15.80000,     -0.20892,     95.12007,50.00000,20.00000,1.131460e-07,0.91884,2
108.00200, 15.90000,     -0.21204,     95.09570,50.00000,20.00000,1.130228e-07,0.91887,2
107.87900, 16.00000,     -0.21367,     95.05914,50.00000,20.00000,1.127665e-07,0.91891,2
107.75300, 16.10000,     -0.21663,     95.03495,50.00000,20.00000,1.125980e-07,0.91895,2
107.64200, 16.20000,     -0.21722,     95.00860,50.00000,20.00000,1.125902e-07,0.91898,2
107.50000, 16.30000,     -0.21944,     94.95986,50.00000,20.00000,1.125158e-07,0.91902,2
107.37600, 16.40000,     -0.22137,     94.93548,50.00000,20.00000,1.123988e-07,0.91905,2
107.27300, 16.50000,     -0.22196,     94.91129,50.00000,20.00000,1.124916e-07,0.91908,2
107.14400, 16.60000,     -0.22344,     94.86254,50.00000,20.00000,1.125889e-07,0.91912,2
107.01100, 16.70000,     -0.22387,     94.81183,50.00000,20.00000,1.123776e-07,0.91916,2
106.88200, 16.80000,     -0.22610,     94.78746,50.00000,20.00000,1.121377e-07,0.91920,2
106.76100, 16.90000,     -0.22668,     94.76326,50.00000,20.00000,1.121070e-07,0.91923,2
106.63500, 17.00000,     -0.22697,     94.73889,50.00000,20.00000,1.120851e-07,0.91927,3
106.52000, 17.10000,     -0.22622,     94.71452,50.00000,20.00000,1.119761e-07,0.91930,3
106.39800, 17.20000,     -0.22249,     94.69014,50.00000,20.00000,1.118520e-07,0.91933,3
106.30800, 17.30000,     -0.21282,     94.66595,50.00000,20.00000,1.117478e-07,0.91936,3
106.25100, 17.40000,     -0.19527,     94.71452,50.00000,20.00000,1.116670e-07,0.91938,3
106.23100, 17.50000,     -0.17266,     94.74301,50.00000,20.00000,1.115791e-07,0.91938,3
106.25800, 17.60000,     -0.13980,     94.83423,50.00000,20.00000,1.114645e-07,0.91937,3
106.31600, 17.70000,-9.964299e-02,     94.91326,50.00000,20.00000,1.113790e-07,0.91936,3
106.43000, 17.80000,-5.398757e-02,     95.03082,50.00000,20.00000,1.113407e-07,0.91932,3
106.60300, 17.90000,-2.528478e-03,     95.15036,50.00000,20.00000,1.112728e-07,0.91928,3
106.82200, 18.00000, 5.399411e-02,     95.27814,50.00000,20.00000,1.111478e-07,0.91921,3
107.08600, 18.10000,      0.11186,     95.42616,50.00000,20.00000,1.109921e-07,0.91914,3
107.41800, 18.20000,      0.17243,     95.53763,50.00000,20.00000,1.108323e-07,0.91904,3
107.75700, 18.30000,      0.23449,     95.68978,50.00000,20.00000,1.106975e-07,0.91894,3
108.12500, 18.40000,      0.29389,     95.80538,50.00000,20.00000,1.106363e-07,0.91884,3
108.55200, 18.50000,      0.35212,     95.90269,50.00000,20.00000,1.106508e-07,0.91871,3
109.00100, 18.60000,      0.40680,     96.02025,50.00000,20.00000,1.106190e-07,0.91858,3
109.48000, 18.70000,      0.45703,     96.16613,50.00000,20.00000,1.104980e-07,0.91844,3
109.96400, 18.80000,      0.50460,     96.25538,50.00000,20.00000,1.103829e-07,0.91829,3
110.50200, 18.90000,      0.54877,     96.33047,50.00000,20.00000,1.102973e-07,0.91813,3
111.04000, 19.00000,      0.58968,     96.41362,50.00000,20.00000,1.102018e-07,0.91796,3
111.58800, 19.10000,      0.62659,     96.50269,50.00000,20.00000,1.101170e-07,0.91779,3
112.16900, 19.20000,      0.66113,     96.56147,50.00000,20.00000,1.100784e-07,0.91761,3
112.75800, 19.30000,      0.69331,     96.64462,50.00000,20.00000,1.100280e-07,0.91742,3
113.35400, 19.40000,      0.72282,     96.68728,50.00000,20.00000,1.099178e-07,0.91723,3
113.97400, 19.50000,      0.75190,     96.76631,50.00000,20.00000,1.098183e-07,0.91703,3
114.60500, 19.60000,      0.77981,     96.82509,50.00000,20.00000,1.097425e-07,0.91683,3
115.25300, 19.70000,      0.80803,     96.89606,50.00000,20.00000,1.095944e-07,0.91662,3
115.92600, 19.80000,      0.83479,     96.92652,50.00000,20.00000,1.094255e-07,0.91639,3
116.61300, 19.90000,      0.86395,     96.97312,50.00000,20.00000,1.093764e-07,0.91616,3
117.31700, 20.00000,      0.89254,     97.02778,50.00000,20.00000,1.093618e-07,0.91592,3
118.05100, 20.10000,      0.92190,     97.10699,50.00000,20.00000,1.092553e-07,0.91567,3
118.80100, 20.20000,      0.95398,     97.15556,50.00000,20.00000,1.091294e-07,0.91541,3
119.57200, 20.30000,      0.98653,     97.20627,50.00000,20.00000,1.090610e-07,0.91514,3
120.35800, 20.40000,      1.01986,     97.31577,50.00000,20.00000,1.090472e-07,0.91486,3
121.18000, 20.50000,      1.05458,     97.35824,50.00000,20.00000,1.090462e-07,0.91456,3
122.02000, 20.60000,      1.08918,     97.41111,50.00000,20.00000,1.089910e-07,0.91425,3
122.89200, 20.70000,      1.12397,     97.46380,50.00000,20.00000,1.088725e-07,0.91393,3
123.76200, 20.80000,      1.16014,     97.53262,50.00000,20.00000,1.087171e-07,0.91361,3
124.69900, 20.90000,      1.19622,     97.57724,50.00000,20.00000,1.085694e-07,0.91325,3
125.60200, 21.00000,      1.23023,     97.64624,50.00000,20.00000,1.084687e-07,0.91290,3
126.55000, 21.10000,      1.26474,     97.72115,50.00000,20.00000,1.084254e-07,0.91254,3
127.51800, 21.20000,      1.29914,     97.75161,50.00000,20.00000,1.083917e-07,0.91216,3
128.49500, 21.30000,      1.33238,     97.79821,50.00000,20.00000,1.082613e-07,0.91177,3
129.49800, 21.40000,      1.36433,     97.88136,50.00000,20.00000,1.080875e-07,0.91136,3
130.50600, 21.50000,      1.39572,     97.90573,50.00000,20.00000,1.080085e-07,0.91095,3
131.54800, 21.60000,      1.42491,     97.93011,50.00000,20.00000,1.079725e-07,0.91052,3
132.58200, 21.70000,      1.45473,     97.99892,50.00000,20.00000,1.078904e-07,0.91009,3
133.64900, 21.80000,      1.48041,     98.05771,50.00000,20.00000,1.077734e-07,0.90963,3
134.71400, 21.90000,      1.50657,     98.08208,50.00000,20.00000,1.076775e-07,0.90918,3
135.79500, 22.00000,      1.53172,     98.10036,50.00000,20.00000,1.076907e-07,0.90871,3
136.89301, 22.10000,      1.55632,     98.16111,50.00000,20.00000,1.077449e-07,0.90822,3
137.98801, 22.20000,      1.57870,     98.18548,50.00000,20.00000,1.076559e-07,0.90774,3
139.09300, 22.30000,      1.60127,     98.20986,50.00000,20.00000,1.074460e-07,0.90724,3
140.21500, 22.40000,      1.62554,     98.25842,50.00000,20.00000,1.072489e-07,0.90673,3
141.34000, 22.50000,      1.64790,     98.26452,50.00000,20.00000,1.071981e-07,0.90621,3
142.47800, 22.60000,      1.67076,     98.33548,50.00000,20.00000,1.072976e-07,0.90567,3
143.61400, 22.70000,      1.69426,     98.33548,50.00000,20.00000,1.072521e-07,0.90514,3
144.77100, 22.80000,      1.72054,     98.35986,50.00000,20.00000,1.069766e-07,0.90458,3
145.92300, 22.90000,      1.74398,     98.38423,50.00000,20.00000,1.067431e-07,0.90403,3
147.08800, 23.00000,      1.76748,     98.42061,50.00000,20.00000,1.066991e-07,0.90346,3
148.25700, 23.10000,      1.79133,     98.43280,50.00000,20.00000,1.068423e-07,0.90288,3
149.43500, 23.20000,      1.81493,     98.47545,50.00000,20.00000,1.069193e-07,0.90229,3
150.61501, 23.30000,      1.83781,     98.48154,50.00000,20.00000,1.067257e-07,0.90169,3
151.80901, 23.40000,      1.86136,     98.50591,50.00000,20.00000,1.065836e-07,0.90108,3
152.99699, 23.50000,      1.88131,     98.54839,50.00000,20.00000,1.066377e-07,0.90047,3
154.18900, 23.60000,      1.90251,     98.55448,50.00000,20.00000,1.065509e-07,0.89984,3
155.38499, 23.70000,      1.92073,     98.57885,50.00000,20.00000,1.063089e-07,0.89921,3
156.57401, 23.80000,      1.94034,     98.57885,50.00000,20.00000,1.062333e-07,0.89858,3
157.76900, 23.90000,      1.95894,     98.60323,50.00000,20.00000,1.062600e-07,0.89793,3
158.96700, 24.00000,      1.97545,     98.60323,50.00000,20.00000,1.061652e-07,0.89728,3
160.18100, 24.10000,      1.99217,     98.61523,50.00000,20.00000,1.060577e-07,0.89662,3
161.38300, 24.20000,      2.00891,     98.62742,50.00000,20.00000,1.060553e-07,0.89595,3
162.59700, 24.30000,      2.02281,     98.64570,50.00000,20.00000,1.060596e-07,0.89527,3
163.80499, 24.40000,      2.03749,     98.65179,50.00000,20.00000,1.060007e-07,0.89459,3
165.00999, 24.50000,      2.05252,     98.70054,50.00000,20.00000,1.058862e-07,0.89390,3
166.22000, 24.60000,      2.06499,     98.70054,50.00000,20.00000,1.057492e-07,0.89320,3
167.43201, 24.70000,      2.07704,     98.70054,50.00000,20.00000,1.056403e-07,0.89250,3
168.63400, 24.80000,      2.08757,     98.67616,50.00000,20.00000,1.056174e-07,0.89179,3
169.85100, 24.90000,      2.09862,     98.70054,50.00000,20.00000,1.056948e-07,0.89107,3
171.06100, 25.00000,      2.10907,     98.72473,50.00000,20.00000,1.057125e-07,0.89035,3
172.25999, 25.10000,      2.11939,     98.72473,50.00000,20.00000,1.056126e-07,0.88963,3
173.47501, 25.20000,      2.12791,     98.70054,50.00000,20.00000,1.055786e-07,0.88889,3
174.67700, 25.30000,      2.13475,     98.72473,50.00000,20.00000,1.056044e-07,0.88816,3
175.88000, 25.40000,      2.14239,     98.72473,50.00000,20.00000,1.054848e-07,0.88742,3
177.08400, 25.50000,      2.14959,     98.72473,50.00000,20.00000,1.053045e-07,0.88667,3
178.29100, 25.60000,      2.15637,     98.72473,50.00000,20.00000,1.052760e-07,0.88592,3
179.48700, 25.70000,      2.16068,     98.72473,50.00000,20.00000,1.053000e-07,0.88516,3
180.67900, 25.80000,      2.16593,     98.72473,50.00000,20.00000,1.052369e-07,0.88440,3
181.87700, 25.90000,      2.16812,     98.72473,50.00000,20.00000,1.051329e-07,0.88364,3
183.07899, 26.00000,      2.17064,     98.72473,50.00000,20.00000,1.050399e-07,0.88286,3
184.26700, 26.10000,      2.17192,     98.70663,50.00000,20.00000,1.049707e-07,0.88209,3
185.45799, 26.20000,      2.17244,     98.70663,50.00000,20.00000,1.049044e-07,0.88131,3
186.64000, 26.30000,      2.17110,     98.70054,50.00000,20.00000,1.048049e-07,0.88053,3
187.82001, 26.40000,      2.16977,     98.70054,50.00000,20.00000,1.047083e-07,0.87975,3
