#EXPORTTYPE:                 ,DATA ALL                                                                    
#FILE:                       ,2024_02_16_SL_001H_280C_isotherm_1pt_min_SCB_with_100C_stabilization.ngb-ss5
#FORMAT:                     ,NETZSCH5                                                                    
#FTYPE:                      ,ANSI                                                                        
#IDENTITY:                   ,PS                                                                          
#DECIMAL:                    ,POINT                                                                       
#SEPARATOR:                  ,COMMA                                                                       
#MTYPE:                      ,DSC                                                                         
#INSTRUMENT:                 ,NETZSCH STA 449F5                                                           
#PROJECT:                    ,2024_02_16_SL_005                                                           
#DATE/TIME:                  ,2/16/2024 3:54:24 PM (UTC-5)                                                
#CORR. FILE:                 ,                                                                            
#TEMPCAL:                    ,28-06-2023 13:26                                                            
#SENSITIVITY:                ,28-06-2023 13:53                                                            
#LABORATORY:                 ,Tran/AAG                                                                    
#OPERATOR:                   ,Stanley                                                                     
#REMARK:                     ,                                                                            
#SAMPLE:                     ,001H_control                                                                
#SAMPLE MASS /mg:            ,5.58                                                                        
#MATERIAL:                   ,                                                                            
#REFERENCE:                  ,                                                                            
#REFERENCE MASS /mg:         ,0                                                                           
#TYPE OF CRUCIBLE:           ,Al2O3 85 µl, open                                                           
#SAMPLE CRUCIBLE MASS /mg:   ,0                                                                           
#REFERENCE CRUCIBLE MASS /mg:,0                                                                           
#DSC RANGE /µV:              ,5000                                                                        
#TG RANGE /mg:               ,35000                                                                       
#TAU-R:                      ,---                                                                         
#CORR. CODE:                 ,000                                                                         
#EXO:                        ,-1                                                                          
#RANGE:                      ,30°C....800°C/0.0....10.0K/min                                              
#SEGMENT:                    ,S1-5/5                                                                      
#SEG. 1:                     ,30°C/10.0(K/min)/100°C                                                      
#SEG. 2:                     ,100°C/00:10/100°C                                                           
#SEG. 3:                     ,100°C/10.0(K/min)/350°C                                                     
#SEG. 4:                     ,350°C/04:00/350°C                                                           
#SEG. 5:                     ,350°C/10.0(K/min)/800°C                                                     

##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),TIC(scan:1)/A,Sensit./(uV/mW),Segment
350.03000, 87.20000,     -0.14860,     29.05645,50.00000,20.00000,9.485200e-08,0.73978,4
350.02100, 87.30000,     -0.14841,     29.00789,50.00000,20.00000,9.504481e-08,0.73979,4
350.03000, 87.40000,     -0.14823,     28.95914,50.00000,20.00000,9.514664e-08,0.73978,4
350.02301, 87.50000,     -0.14859,     28.93280,50.00000,20.00000,9.500969e-08,0.73979,4
350.03699, 87.60000,     -0.14952,     28.87616,50.00000,20.00000,9.478395e-08,0.73978,4
350.02899, 87.70000,     -0.14934,     28.83351,50.00000,20.00000,9.462627e-08,0.73978,4
350.03400, 87.80000,     -0.14989,     28.79086,50.00000,20.00000,9.461107e-08,0.73978,4
350.03601, 87.90000,     -0.14971,     28.74642,50.00000,20.00000,9.472326e-08,0.73978,4
350.03400, 88.00000,     -0.15026,     28.68351,50.00000,20.00000,9.485341e-08,0.73978,4
350.03000, 88.10000,     -0.15100,     28.65520,50.00000,20.00000,9.489017e-08,0.73978,4
350.02600, 88.20000,     -0.15137,     28.60645,50.00000,20.00000,9.475068e-08,0.73979,4
350.01599, 88.30000,     -0.15155,     28.55573,50.00000,20.00000,9.462888e-08,0.73980,4
350.01901, 88.40000,     -0.15100,     28.53136,50.00000,20.00000,9.478544e-08,0.73979,4
350.01801, 88.50000,     -0.15044,     28.48082,50.00000,20.00000,9.493232e-08,0.73980,4
350.02600, 88.60000,     -0.15081,     28.43011,50.00000,20.00000,9.479424e-08,0.73979,4
350.02499, 88.70000,     -0.15044,     28.39964,50.00000,20.00000,9.469074e-08,0.73979,4
350.02899, 88.80000,     -0.14934,     28.33065,50.00000,20.00000,9.480693e-08,0.73978,4
350.02802, 88.90000,     -0.15137,     28.28011,50.00000,20.00000,9.490073e-08,0.73979,4
350.02100, 89.00000,     -0.14970,     28.23136,50.00000,20.00000,9.487490e-08,0.73979,4
350.02399, 89.10000,     -0.14859,     28.18280,50.00000,20.00000,9.485710e-08,0.73979,4
350.02399, 89.20000,     -0.15063,     28.15842,50.00000,20.00000,9.484860e-08,0.73979,4
350.03101, 89.30000,     -0.14989,     28.10771,50.00000,20.00000,9.474493e-08,0.73978,4
350.01999, 89.40000,     -0.15081,     28.05896,50.00000,20.00000,9.464186e-08,0.73979,4
350.02301, 89.50000,     -0.15100,     28.01039,50.00000,20.00000,9.469531e-08,0.73979,4
350.02200, 89.60000,     -0.15081,     27.98602,50.00000,20.00000,9.476643e-08,0.73979,4
350.01501, 89.70000,     -0.15026,     27.93746,50.00000,20.00000,9.470755e-08,0.73980,4
350.01999, 89.80000,     -0.15026,     27.88871,50.00000,20.00000,9.464873e-08,0.73979,4
350.02499, 89.90000,     -0.15118,     27.83799,50.00000,20.00000,9.466748e-08,0.73979,4
350.02701, 90.00000,     -0.15063,     27.78943,50.00000,20.00000,9.462887e-08,0.73979,4
350.01999, 90.10000,     -0.15044,     27.77115,50.00000,20.00000,9.453430e-08,0.73979,4
350.02600, 90.20000,     -0.14970,     27.72849,50.00000,20.00000,9.456670e-08,0.73979,4
350.03201, 90.30000,     -0.14971,     27.70430,50.00000,20.00000,9.466609e-08,0.73978,4
350.02301, 90.40000,     -0.14933,     27.60287,50.00000,20.00000,9.461910e-08,0.73979,4
350.02600, 90.50000,     -0.14970,     27.55215,50.00000,20.00000,9.454875e-08,0.73979,4
350.03101, 90.60000,     -0.14860,     27.52778,50.00000,20.00000,9.464852e-08,0.73978,4
350.01599, 90.70000,     -0.14841,     27.50358,50.00000,20.00000,9.473498e-08,0.73980,4
350.01901, 90.80000,     -0.14896,     27.45484,50.00000,20.00000,9.464432e-08,0.73979,4
350.03500, 90.90000,     -0.14878,     27.40018,50.00000,20.00000,9.458147e-08,0.73978,4
350.02701, 91.00000,     -0.14841,     27.36362,50.00000,20.00000,9.466798e-08,0.73979,4
350.03400, 91.10000,     -0.14878,     27.32115,50.00000,20.00000,9.476339e-08,0.73978,4
350.02301, 91.20000,     -0.14915,     27.29462,50.00000,20.00000,9.476832e-08,0.73979,4
350.02899, 91.30000,     -0.14989,     27.24606,50.00000,20.00000,9.467028e-08,0.73978,4
350.02100, 91.40000,     -0.14933,     27.22168,50.00000,20.00000,9.457129e-08,0.73979,4
350.02701, 91.50000,     -0.14970,     27.17312,50.00000,20.00000,9.461389e-08,0.73979,4
350.08301, 91.60000,     -0.14879,     27.14875,50.00000,20.00000,9.464861e-08,0.73973,4
350.02399, 91.70000,     -0.15044,     27.06971,50.00000,20.00000,9.449694e-08,0.73979,4
350.03000, 91.80000,     -0.15044,     27.04534,50.00000,20.00000,9.437196e-08,0.73978,4
350.01300, 91.90000,     -0.15081,     26.99462,50.00000,20.00000,9.446542e-08,0.73980,4
350.02701, 92.00000,     -0.14970,     26.97025,50.00000,20.00000,9.468826e-08,0.73979,4
350.02701, 92.10000,     -0.14989,     26.89731,50.00000,20.00000,9.488600e-08,0.73979,4
350.02499, 92.20000,     -0.14933,     26.87294,50.00000,20.00000,9.487679e-08,0.73979,4
350.02399, 92.30000,     -0.14952,     26.82437,50.00000,20.00000,9.471092e-08,0.73979,4
350.01901, 92.40000,     -0.15044,     26.77563,50.00000,20.00000,9.462537e-08,0.73979,4
350.01999, 92.50000,     -0.14989,     26.75143,50.00000,20.00000,9.464375e-08,0.73979,4
350.03400, 92.60000,     -0.15063,     26.70269,50.00000,20.00000,9.465068e-08,0.73978,4
350.02399, 92.70000,     -0.15007,     26.67832,50.00000,20.00000,9.462941e-08,0.73979,4
350.02499, 92.80000,     -0.15063,     26.62778,50.00000,20.00000,9.459327e-08,0.73979,4
350.02600, 92.90000,     -0.15100,     26.55466,50.00000,20.00000,9.451372e-08,0.73979,4
350.02399, 93.00000,     -0.15007,     26.53029,50.00000,20.00000,9.442677e-08,0.73979,4
350.02899, 93.10000,     -0.15026,     26.50609,50.00000,20.00000,9.451802e-08,0.73978,4
350.02600, 93.20000,     -0.15007,     26.47563,50.00000,20.00000,9.476698e-08,0.73979,4
350.02802, 93.30000,     -0.15044,     26.43297,50.00000,20.00000,9.484405e-08,0.73979,4
350.02600, 93.40000,     -0.15026,     26.37634,50.00000,20.00000,9.471629e-08,0.73979,4
350.03201, 93.50000,     -0.15026,     26.33369,50.00000,20.00000,9.460738e-08,0.73978,4
350.02899, 93.60000,     -0.15007,     26.28513,50.00000,20.00000,9.455686e-08,0.73978,4
350.03201, 93.70000,     -0.14952,     26.26075,50.00000,20.00000,9.451875e-08,0.73978,4
350.02899, 93.80000,     -0.14989,     26.23638,50.00000,20.00000,9.451232e-08,0.73978,4
350.03400, 93.90000,     -0.15063,     26.18566,50.00000,20.00000,9.455820e-08,0.73978,4
350.03400, 94.00000,     -0.14971,     26.13495,50.00000,20.00000,9.462354e-08,0.73978,4
350.03799, 94.10000,     -0.14934,     26.10251,50.00000,20.00000,9.465881e-08,0.73978,4
350.02399, 94.20000,     -0.15044,     26.06004,50.00000,20.00000,9.460323e-08,0.73979,4
350.02802, 94.30000,     -0.14933,     26.01953,50.00000,20.00000,9.449873e-08,0.73979,4
350.02399, 94.40000,     -0.15100,     25.98297,50.00000,20.00000,9.450637e-08,0.73979,4
350.03101, 94.50000,     -0.15026,     25.95860,50.00000,20.00000,9.461321e-08,0.73978,4
350.01700, 94.60000,     -0.14989,     25.90591,50.00000,20.00000,9.467930e-08,0.73980,4
350.03299, 94.70000,     -0.15081,     25.85735,50.00000,20.00000,9.465700e-08,0.73978,4
350.02802, 94.80000,     -0.15026,     25.82079,50.00000,20.00000,9.456640e-08,0.73979,4
350.02701, 94.90000,     -0.15026,     25.77814,50.00000,20.00000,9.450655e-08,0.73979,4
350.03900, 95.00000,     -0.15026,     25.73566,50.00000,20.00000,9.454294e-08,0.73978,4
350.03699, 95.10000,     -0.15026,     25.73566,50.00000,20.00000,9.454463e-08,0.73978,4
350.02899, 95.20000,     -0.14989,     25.68082,50.00000,20.00000,9.446206e-08,0.73978,4
350.03500, 95.30000,     -0.14934,     25.61595,50.00000,20.00000,9.451939e-08,0.73978,4
350.03500, 95.40000,     -0.14934,     25.60376,50.00000,20.00000,9.472703e-08,0.73978,4
350.03601, 95.50000,     -0.14934,     25.55108,50.00000,20.00000,9.477798e-08,0.73978,4
350.03799, 95.60000,     -0.14915,     25.52688,50.00000,20.00000,9.465712e-08,0.73978,4
350.02301, 95.70000,     -0.14970,     25.47204,50.00000,20.00000,9.458210e-08,0.73979,4
350.03400, 95.80000,     -0.14915,     25.42957,50.00000,20.00000,9.461882e-08,0.73978,4
350.04099, 95.90000,     -0.14897,     25.40520,50.00000,20.00000,9.472908e-08,0.73977,4
350.03900, 96.00000,     -0.14897,     25.37276,50.00000,20.00000,9.474734e-08,0.73978,4
350.03000, 96.10000,     -0.14970,     25.33011,50.00000,20.00000,9.458834e-08,0.73978,4
350.04001, 96.20000,     -0.14934,     25.27939,50.00000,20.00000,9.447445e-08,0.73977,4
350.04300, 96.30000,     -0.15119,     25.27939,50.00000,20.00000,9.451208e-08,0.73977,4
350.03900, 96.40000,     -0.15211,     25.22885,50.00000,20.00000,9.450972e-08,0.73978,4
350.02899, 96.50000,     -0.15137,     25.17814,50.00000,20.00000,9.443908e-08,0.73978,4
350.03000, 96.60000,     -0.15211,     25.12742,50.00000,20.00000,9.447369e-08,0.73978,4
350.03101, 96.70000,     -0.15248,     25.10305,50.00000,20.00000,9.456983e-08,0.73978,4
350.03000, 96.80000,     -0.15229,     25.05448,50.00000,20.00000,9.454429e-08,0.73978,4
350.03900, 96.90000,     -0.15174,     25.03011,50.00000,20.00000,9.449669e-08,0.73978,4
350.03299, 97.00000,     -0.15248,     24.98136,50.00000,20.00000,9.459128e-08,0.73978,4
350.02399, 97.10000,     -0.15229,     24.93477,50.00000,20.00000,9.470603e-08,0.73979,4
350.03000, 97.20000,     -0.15174,     24.90430,50.00000,20.00000,9.470809e-08,0.73978,4
350.03299, 97.30000,     -0.15155,     24.88011,50.00000,20.00000,9.463290e-08,0.73978,4
350.03601, 97.40000,     -0.15137,     24.85573,50.00000,20.00000,9.454722e-08,0.73978,4
350.03900, 97.50000,     -0.15100,     24.80699,50.00000,20.00000,9.452115e-08,0.73978,4
350.03799, 97.60000,     -0.15211,     24.78280,50.00000,20.00000,9.454400e-08,0.73978,4
350.02200, 97.70000,     -0.15100,     24.73011,50.00000,20.00000,9.453461e-08,0.73979,4
350.03500, 97.80000,     -0.15155,     24.67939,50.00000,20.00000,9.451283e-08,0.73978,4
350.02802, 97.90000,     -0.14989,     24.67939,50.00000,20.00000,9.453881e-08,0.73979,4
350.03400, 98.00000,     -0.15118,     24.62061,50.00000,20.00000,9.453443e-08,0.73978,4
350.03299, 98.10000,     -0.15063,     24.59624,50.00000,20.00000,9.442481e-08,0.73978,4
350.03601, 98.20000,     -0.15082,     24.53943,50.00000,20.00000,9.434893e-08,0.73978,4
350.03201, 98.30000,     -0.15155,     24.51505,50.00000,20.00000,9.442050e-08,0.73978,4
350.03900, 98.40000,     -0.15082,     24.46649,50.00000,20.00000,9.454517e-08,0.73978,4
350.02802, 98.50000,     -0.15100,     24.41380,50.00000,20.00000,9.463107e-08,0.73979,4
350.03500, 98.60000,     -0.15137,     24.38943,50.00000,20.00000,9.465608e-08,0.73978,4
350.03000, 98.70000,     -0.15081,     24.36505,50.00000,20.00000,9.459753e-08,0.73978,4
350.02899, 98.80000,     -0.15155,     24.31039,50.00000,20.00000,9.443161e-08,0.73978,4
350.03101, 98.90000,     -0.15100,     24.28602,50.00000,20.00000,9.425367e-08,0.73978,4
350.03500, 99.00000,     -0.15118,     24.26165,50.00000,20.00000,9.423145e-08,0.73978,4
350.02802, 99.10000,     -0.15118,     24.21918,50.00000,20.00000,9.433447e-08,0.73979,4
350.03699, 99.20000,     -0.15045,     24.18871,50.00000,20.00000,9.443550e-08,0.73978,4
350.03299, 99.30000,     -0.15192,     24.16434,50.00000,20.00000,9.445954e-08,0.73978,4
350.03400, 99.40000,     -0.15118,     24.13405,50.00000,20.00000,9.438347e-08,0.73978,4
350.03299, 99.50000,     -0.15118,     24.09140,50.00000,20.00000,9.428210e-08,0.73978,4
350.03601, 99.60000,     -0.15008,     24.04068,50.00000,20.00000,9.422415e-08,0.73978,4
350.03201, 99.70000,     -0.15211,     24.01631,50.00000,20.00000,9.423372e-08,0.73978,4
350.02701, 99.80000,     -0.14970,     23.97993,50.00000,20.00000,9.424690e-08,0.73979,4
350.04099, 99.90000,     -0.15082,     23.93925,50.00000,20.00000,9.410602e-08,0.73977,4
350.03201,100.00000,     -0.15155,     23.89068,50.00000,20.00000,9.393324e-08,0.73978,4
350.03500,100.10000,     -0.15081,     23.86631,50.00000,20.00000,9.403223e-08,0.73978,4
350.03699,100.20000,     -0.15118,     23.84194,50.00000,20.00000,9.423460e-08,0.73978,4
350.03400,100.30000,     -0.15100,     23.79337,50.00000,20.00000,9.419480e-08,0.73978,4
350.03799,100.40000,     -0.15174,     23.74462,50.00000,20.00000,9.408144e-08,0.73978,4
350.04099,100.50000,     -0.15119,     23.74462,50.00000,20.00000,9.411646e-08,0.73977,4
350.03101,100.60000,     -0.15063,     23.70824,50.00000,20.00000,9.406191e-08,0.73978,4
350.03101,100.70000,     -0.15063,     23.66774,50.00000,20.00000,9.379153e-08,0.73978,4
350.01901,100.80000,     -0.15007,     23.61093,50.00000,20.00000,9.365795e-08,0.73979,4
350.03299,100.90000,     -0.15026,     23.56828,50.00000,20.00000,9.374628e-08,0.73978,4
350.02701,101.00000,     -0.15063,     23.54391,50.00000,20.00000,9.364767e-08,0.73979,4
350.03601,101.10000,     -0.15082,     23.51362,50.00000,20.00000,9.337373e-08,0.73978,4
350.03699,101.20000,     -0.15026,     23.49534,50.00000,20.00000,9.334424e-08,0.73978,4
350.03699,101.30000,     -0.15026,     23.44462,50.00000,20.00000,9.355135e-08,0.73978,4
350.03201,101.40000,     -0.15007,     23.42025,50.00000,20.00000,9.375991e-08,0.73978,4
350.03799,101.50000,     -0.15026,     23.39606,50.00000,20.00000,9.399337e-08,0.73978,4
350.03601,101.60000,     -0.15118,     23.37168,50.00000,20.00000,9.430053e-08,0.73978,4
350.04001,101.70000,     -0.15174,     23.32294,50.00000,20.00000,9.451585e-08,0.73977,4
350.02600,101.80000,     -0.15100,     23.29875,50.00000,20.00000,9.454346e-08,0.73979,4
350.03299,101.90000,     -0.15248,     23.25000,50.00000,20.00000,9.452853e-08,0.73978,4
350.03601,102.00000,     -0.15174,     23.22168,50.00000,20.00000,9.455097e-08,0.73978,4
350.02399,102.10000,     -0.15155,     23.19731,50.00000,20.00000,9.456533e-08,0.73979,4
350.02899,102.20000,     -0.15100,     23.14857,50.00000,20.00000,9.454132e-08,0.73978,4
350.03400,102.30000,     -0.15155,     23.10000,50.00000,20.00000,9.447692e-08,0.73978,4
350.03900,102.40000,     -0.15229,     23.10000,50.00000,20.00000,9.443143e-08,0.73978,4
350.03699,102.50000,     -0.15137,     23.05125,50.00000,20.00000,9.445638e-08,0.73978,4
350.03500,102.60000,     -0.15118,     23.02097,50.00000,20.00000,9.442611e-08,0.73978,4
350.04300,102.70000,     -0.15156,     22.97634,50.00000,20.00000,9.427752e-08,0.73977,4
350.03900,102.80000,     -0.15008,     22.95197,50.00000,20.00000,9.424845e-08,0.73978,4
350.04199,102.90000,     -0.15063,     22.90125,50.00000,20.00000,9.440566e-08,0.73977,4
350.03101,103.00000,     -0.14989,     22.86882,50.00000,20.00000,9.440835e-08,0.73978,4
350.02899,103.10000,     -0.15063,     22.84444,50.00000,20.00000,9.425690e-08,0.73978,4
350.03699,103.20000,     -0.14971,     22.79588,50.00000,20.00000,9.435544e-08,0.73978,4
350.02499,103.30000,     -0.14933,     22.77151,50.00000,20.00000,9.464361e-08,0.73979,4
350.03699,103.40000,     -0.15063,     22.72294,50.00000,20.00000,9.471914e-08,0.73978,4
350.04300,103.50000,     -0.14989,     22.69659,50.00000,20.00000,9.463934e-08,0.73977,4
350.03900,103.60000,     -0.14952,     22.69659,50.00000,20.00000,9.462484e-08,0.73978,4
350.03000,103.70000,     -0.14934,     22.64588,50.00000,20.00000,9.454712e-08,0.73978,4
350.03500,103.80000,     -0.15026,     22.59713,50.00000,20.00000,9.432315e-08,0.73978,4
350.04001,103.90000,     -0.14675,     22.58495,50.00000,20.00000,9.425748e-08,0.73977,4
350.04001,104.00000,     -0.14638,     22.54857,50.00000,20.00000,9.443047e-08,0.73977,4
350.04300,104.10000,     -0.14694,     22.49982,50.00000,20.00000,9.445714e-08,0.73977,4
350.03799,104.20000,     -0.14786,     22.45125,50.00000,20.00000,9.429711e-08,0.73978,4
350.03799,104.30000,     -0.14823,     22.45125,50.00000,20.00000,9.429458e-08,0.73978,4
350.03900,104.40000,     -0.14823,     22.40251,50.00000,20.00000,9.442962e-08,0.73978,4
350.03699,104.50000,     -0.14804,     22.37814,50.00000,20.00000,9.443374e-08,0.73978,4
350.04001,104.60000,     -0.14952,     22.37814,50.00000,20.00000,9.431348e-08,0.73977,4
350.03000,104.70000,     -0.14915,     22.32957,50.00000,20.00000,9.420062e-08,0.73978,4
350.04001,104.80000,     -0.15026,     22.28082,50.00000,20.00000,9.422424e-08,0.73977,4
350.03799,104.90000,     -0.14952,     22.28082,50.00000,20.00000,9.440489e-08,0.73978,4
350.03101,105.00000,     -0.14934,     22.23835,50.00000,20.00000,9.451008e-08,0.73978,4
350.03601,105.10000,     -0.14878,     22.20789,50.00000,20.00000,9.446558e-08,0.73978,4
350.02399,105.20000,     -0.15044,     22.15932,50.00000,20.00000,9.446646e-08,0.73979,4
350.03299,105.30000,     -0.15137,     22.13297,50.00000,20.00000,9.451799e-08,0.73978,4
350.03500,105.40000,     -0.14971,     22.08423,50.00000,20.00000,9.444093e-08,0.73978,4
350.04501,105.50000,     -0.14952,     22.05986,50.00000,20.00000,9.431719e-08,0.73977,4
350.02399,105.60000,     -0.15044,     22.03566,50.00000,20.00000,9.433177e-08,0.73979,4
350.03900,105.70000,     -0.14971,     22.03566,50.00000,20.00000,9.439569e-08,0.73978,4
350.03101,105.80000,     -0.14915,     21.98692,50.00000,20.00000,9.437234e-08,0.73978,4
350.03101,105.90000,     -0.14934,     21.96254,50.00000,20.00000,9.429138e-08,0.73978,4
350.03500,106.00000,     -0.15008,     21.91183,50.00000,20.00000,9.421130e-08,0.73978,4
350.03299,106.10000,     -0.14878,     21.88763,50.00000,20.00000,9.418020e-08,0.73978,4
350.03699,106.20000,     -0.14767,     21.83889,50.00000,20.00000,9.420940e-08,0.73978,4
350.03799,106.30000,     -0.14915,     21.81452,50.00000,20.00000,9.426841e-08,0.73978,4
350.03799,106.40000,     -0.14952,     21.79032,50.00000,20.00000,9.434014e-08,0.73978,4
350.03400,106.50000,     -0.15008,     21.76595,50.00000,20.00000,9.441516e-08,0.73978,4
350.04199,106.60000,     -0.14952,     21.74158,50.00000,20.00000,9.444381e-08,0.73977,4
350.03500,106.70000,     -0.15045,     21.69301,50.00000,20.00000,9.438413e-08,0.73978,4
350.03601,106.80000,     -0.15192,     21.66864,50.00000,20.00000,9.437722e-08,0.73978,4
350.02899,106.90000,     -0.15081,     21.64427,50.00000,20.00000,9.451508e-08,0.73978,4
350.03500,107.00000,     -0.15118,     21.61989,50.00000,20.00000,9.449861e-08,0.73978,4
350.03400,107.10000,     -0.15100,     21.59570,50.00000,20.00000,9.420306e-08,0.73978,4
350.03000,107.20000,     -0.14989,     21.54892,50.00000,20.00000,9.403282e-08,0.73978,4
350.03699,107.30000,     -0.14989,     21.51649,50.00000,20.00000,9.413783e-08,0.73978,4
350.02600,107.40000,     -0.15044,     21.49229,50.00000,20.00000,9.420368e-08,0.73979,4
350.03799,107.50000,     -0.14952,     21.49229,50.00000,20.00000,9.412815e-08,0.73978,4
350.03699,107.60000,     -0.14952,     21.44355,50.00000,20.00000,9.406347e-08,0.73978,4
350.03400,107.70000,     -0.15008,     21.44355,50.00000,20.00000,9.412103e-08,0.73978,4
350.02701,107.80000,     -0.14970,     21.38065,50.00000,20.00000,9.433912e-08,0.73979,4
350.03201,107.90000,     -0.14934,     21.36864,50.00000,20.00000,9.449033e-08,0.73978,4
350.02701,108.00000,     -0.14897,     21.31792,50.00000,20.00000,9.436790e-08,0.73979,4
350.03101,108.10000,     -0.14897,     21.29355,50.00000,20.00000,9.421027e-08,0.73978,4
350.03601,108.20000,     -0.14841,     21.26308,50.00000,20.00000,9.420637e-08,0.73978,4
350.02399,108.30000,     -0.14786,     21.24283,50.00000,20.00000,9.424966e-08,0.73979,4
350.03299,108.40000,     -0.14804,     21.21846,50.00000,20.00000,9.428019e-08,0.73978,4
350.04001,108.50000,     -0.14897,     21.16989,50.00000,20.00000,9.435209e-08,0.73977,4
350.02802,108.60000,     -0.14897,     21.14552,50.00000,20.00000,9.442330e-08,0.73979,4
350.02899,108.70000,     -0.14860,     21.12115,50.00000,20.00000,9.437902e-08,0.73978,4
350.03299,108.80000,     -0.14897,     21.09695,50.00000,20.00000,9.425898e-08,0.73978,4
350.03201,108.90000,     -0.14934,     21.03602,50.00000,20.00000,9.418429e-08,0.73978,4
350.03799,109.00000,     -0.15008,     21.01774,50.00000,20.00000,9.421124e-08,0.73978,4
350.03000,109.10000,     -0.14989,     20.99355,50.00000,20.00000,9.433216e-08,0.73978,4
350.02701,109.20000,     -0.15026,     20.96918,50.00000,20.00000,9.438293e-08,0.73979,4
350.02100,109.30000,     -0.14989,     20.94480,50.00000,20.00000,9.427965e-08,0.73979,4
350.02899,109.40000,     -0.14952,     20.89624,50.00000,20.00000,9.419612e-08,0.73978,4
350.03101,109.50000,     -0.15044,     20.89624,50.00000,20.00000,9.420940e-08,0.73978,4
350.03500,109.60000,     -0.15008,     20.87186,50.00000,20.00000,9.423263e-08,0.73978,4
350.01801,109.70000,     -0.15044,     20.83333,50.00000,20.00000,9.425059e-08,0.73980,4
350.03101,109.80000,     -0.15137,     20.79677,50.00000,20.00000,9.429760e-08,0.73978,4
350.01599,109.90000,     -0.15063,     20.77258,50.00000,20.00000,9.429074e-08,0.73980,4
350.02200,110.00000,     -0.15007,     20.76649,50.00000,20.00000,9.415109e-08,0.73979,4
350.01999,110.10000,     -0.15081,     20.72384,50.00000,20.00000,9.405974e-08,0.73979,4
350.01599,110.20000,     -0.15100,     20.69946,50.00000,20.00000,9.415442e-08,0.73980,4
350.01300,110.30000,     -0.15044,     20.65699,50.00000,20.00000,9.421972e-08,0.73980,4
350.01599,110.40000,     -0.14952,     20.65699,50.00000,20.00000,9.415159e-08,0.73980,4
350.01700,110.50000,     -0.15026,     20.62652,50.00000,20.00000,9.415834e-08,0.73980,4
350.01001,110.60000,     -0.14989,     20.58996,50.00000,20.00000,9.425512e-08,0.73980,4
350.02100,110.70000,     -0.14896,     20.57778,50.00000,20.00000,9.423890e-08,0.73979,4
350.02499,110.80000,     -0.14804,     20.52921,50.00000,20.00000,9.413361e-08,0.73979,4
350.01999,110.90000,     -0.14767,     20.52921,50.00000,20.00000,9.408611e-08,0.73979,4
350.02301,111.00000,     -0.14749,     20.48047,50.00000,20.00000,9.409485e-08,0.73979,4
350.02200,111.10000,     -0.14656,     20.45215,50.00000,20.00000,9.411259e-08,0.73979,4
350.01901,111.20000,     -0.14767,     20.42778,50.00000,20.00000,9.412389e-08,0.73979,4
350.02100,111.30000,     -0.14749,     20.40358,50.00000,20.00000,9.412544e-08,0.73979,4
350.01099,111.40000,     -0.14767,     20.37921,50.00000,20.00000,9.412325e-08,0.73980,4
350.01700,111.50000,     -0.14675,     20.35484,50.00000,20.00000,9.410801e-08,0.73980,4
350.02399,111.60000,     -0.14675,     20.32437,50.00000,20.00000,9.405061e-08,0.73979,4
350.02499,111.70000,     -0.14786,     20.27168,50.00000,20.00000,9.402252e-08,0.73979,4
350.02899,111.80000,     -0.14693,     20.27168,50.00000,20.00000,9.416095e-08,0.73978,4
350.02600,111.90000,     -0.14878,     20.24731,50.00000,20.00000,9.430016e-08,0.73979,4
350.02301,112.00000,     -0.14786,     20.19462,50.00000,20.00000,9.417498e-08,0.73979,4
350.02600,112.10000,     -0.14749,     20.19462,50.00000,20.00000,9.403048e-08,0.73979,4
350.03201,112.20000,     -0.14989,     20.13996,50.00000,20.00000,9.416159e-08,0.73978,4
350.02100,112.30000,     -0.14952,     20.13996,50.00000,20.00000,9.426926e-08,0.73979,4
350.01801,112.40000,     -0.14896,     20.11559,50.00000,20.00000,9.415698e-08,0.73980,4
350.02399,112.50000,     -0.14878,     20.09122,50.00000,20.00000,9.412489e-08,0.73979,4
350.01999,112.60000,     -0.14970,     20.06703,50.00000,20.00000,9.422259e-08,0.73979,4
350.02399,112.70000,     -0.15007,     20.04265,50.00000,20.00000,9.414449e-08,0.73979,4
350.01801,112.80000,     -0.14933,     19.99803,50.00000,20.00000,9.398755e-08,0.73980,4
350.01999,112.90000,     -0.14915,     19.96559,50.00000,20.00000,9.408745e-08,0.73979,4
350.01901,113.00000,     -0.14878,     19.96559,50.00000,20.00000,9.423442e-08,0.73979,4
350.02499,113.10000,     -0.14786,     19.91685,50.00000,20.00000,9.409365e-08,0.73979,4
350.02100,113.20000,     -0.14859,     19.88047,50.00000,20.00000,9.394717e-08,0.73979,4
350.01001,113.30000,     -0.14859,     19.87437,50.00000,20.00000,9.406298e-08,0.73980,4
350.02499,113.40000,     -0.14749,     19.84391,50.00000,20.00000,9.415165e-08,0.73979,4
350.02100,113.50000,     -0.14822,     19.81953,50.00000,20.00000,9.405696e-08,0.73979,4
350.02600,113.60000,     -0.14675,     19.79319,50.00000,20.00000,9.405635e-08,0.73979,4
350.02100,113.70000,     -0.14619,     19.76900,50.00000,20.00000,9.419435e-08,0.73979,4
