,0
PS-110K,0.011593104754688388
PS-110K-SCF3-0.2eq,0.01990850725462863
PS-110K-SCF3-0.5eq,0.01572784810126582
PS-110K-SCF3-1.0eq,0.015287733365731178
PS-110K-SCF3-2.0eq,0.024360535931790498
PS-110K-SCF3-2.0eq-4CzIPN-0.1eq,0.016167733089579524
