,0
A3,0.0065865821911363425
A1,0.46630225575486955
A2,0.44389802724549204
A4,0.5057222048370513
B2,0.16178782660777122
B3,0.1312347380382486
B4,0.19030837004405288
C1,0.11029532403609517
C2,0.08888888888888889
D2,0.05341395817586293
D1,0.037500000000000006
