,0
PS-10K,0.006806385270786407
D0 (control),0.0065865821911363425
D1,0.46630225575486955
D2,0.44389802724549204
D3,0.5057222048370513
D4,0.18148589150721348
D5,0.1593027136658879
D6,0.1312347380382486
D7,0.10618446040789364
D8,0.0871879671997463
D9,0.05164989721951747
D10,0.03606908494349253
