,0
PS-10K,0.006806385270786407
Entry 1 (control),0.0065865821911363425
Entry 2,0.2847073730894116
Entry 3,0.1593027136658879
Entry 4,0.1312347380382486
Entry 5,0.10618446040789364
Entry 6,0.0871879671997463
Entry 7,0.05164989721951747
