Filename	L4
Instrument name	
Operator	Galyna
rundate	2025-02-24
Sample name	L4
[step]
Step 1
Time	Temperature	Weight	Weight	Deriv. Weight
min	°C	mg	%	% / °C
0.01	26.54	432.332	99.999	-4.21825e-5
0.04	26.69	432.330	99.998	-4.02265e-5
0.13	26.83	432.330	99.998	-4.17734e-5
0.21	26.96	432.331	99.999	-4.35985e-5
0.29	27.07	432.331	99.999	-4.23658e-5
0.38	27.18	432.333	99.999	-4.32879e-5
0.46	27.28	432.330	99.998	-4.19019e-5
0.54	27.37	432.327	99.998	-4.23810e-5
0.63	27.46	432.330	99.998	-4.17576e-5
0.71	27.55	432.329	99.998	-4.23223e-5
0.79	27.64	432.328	99.998	-4.10432e-5
0.88	27.74	432.329	99.998	-3.91648e-5
0.96	27.83	432.327	99.998	-3.79774e-5
1.04	27.93	432.329	99.998	-3.92794e-5
1.13	28.03	432.331	99.999	-3.98823e-5
1.21	28.14	432.326	99.997	-3.80521e-5
1.29	28.25	432.325	99.997	-3.59639e-5
1.38	28.38	432.330	99.998	-3.75678e-5
1.46	28.51	432.331	99.999	-3.71841e-5
1.54	28.65	432.332	99.999	-3.61988e-5
1.63	28.80	432.341	100.001	-3.60805e-5
1.71	28.95	432.335	99.999	-3.62319e-5
1.79	29.13	432.327	99.998	-3.62753e-5
1.88	29.30	432.329	99.998	-3.56488e-5
1.96	29.50	432.326	99.998	-3.54659e-5
2.04	29.70	432.327	99.998	-3.43518e-5
2.13	29.91	432.327	99.998	-3.36846e-5
2.21	30.14	432.331	99.999	-3.28203e-5
2.29	30.37	432.333	99.999	-3.00909e-5
2.38	30.62	432.336	100.000	-2.75307e-5
2.46	30.88	432.333	99.999	-2.83623e-5
2.54	31.15	432.326	99.998	-2.84836e-5
2.63	31.43	432.331	99.999	-2.79010e-5
2.71	31.72	432.321	99.996	-2.80811e-5
2.79	32.03	432.327	99.998	-2.79996e-5
2.88	32.33	432.327	99.998	-2.81626e-5
2.96	32.66	432.327	99.998	-2.92593e-5
3.04	32.99	432.325	99.997	-2.92695e-5
3.13	33.33	432.327	99.998	-2.88019e-5
3.21	33.68	432.330	99.998	-2.96849e-5
