#EXPORTTYPE:                 ,DATA ALL                                     
#FILE:                       ,2025_07_18_SL_PS_Tosoh_F10_isothermal.ngb-ss5
#FORMAT:                     ,NETZSCH5                                     
#FTYPE:                      ,ASCII                                        
#IDENTITY:                   ,PS-Tosoh-F10                                 
#DECIMAL:                    ,POINT                                        
#SEPARATOR:                  ,COMMA                                        
#MTYPE:                      ,DSC                                          
#INSTRUMENT:                 ,NETZSCH STA 449F5                            
#PROJECT:                    ,                                             
#DATE/TIME:                  ,7/18/2025 9:59:08 AM (UTC-4)                 
#CORR. FILE:                 ,                                             
#TEMPCAL:                    ,05-05-2025 14:38                             
#SENSITIVITY:                ,28-06-2023 13:53                             
#LABORATORY:                 ,Tran/AAG                                     
#OPERATOR:                   ,Stan                                         
#REMARK:                     ,2025_03_29_SL_005d_M1_isothermal             
#SAMPLE:                     ,PS-Tosoh-F10                                 
#SAMPLE MASS /mg:            ,4.76                                         
#MATERIAL:                   ,Polystyrene                                  
#REFERENCE:                  ,                                             
#REFERENCE MASS /mg:         ,0                                            
#TYPE OF CRUCIBLE:           ,Al2O3 85 ‘l, open                            
#SAMPLE CRUCIBLE MASS /mg:   ,0                                            
#REFERENCE CRUCIBLE MASS /mg:,0                                            
#DSC RANGE /‘V:              ,5000                                         
#TG RANGE /mg:               ,35000                                        
#TAU-R:                      ,---                                          
#CORR. CODE:                 ,000                                          
#EXO:                        ,-1                                           
#RANGE:                      ,30›C....800›C/0.0....20.0K/min               
#SEGMENT:                    ,S4/5                                         
#SEG. 1:                     ,30›C/10.0(K/min)/100›C                       
#SEG. 2:                     ,100›C/00:10/100›C                            
#SEG. 3:                     ,100›C/5.0(K/min)/300›C                       
#SEG. 4:                     ,300›C/20:00/300›C                            
#SEG. 5:                     ,300›C/20.0(K/min)/800›C                      

##Temp./›C,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),TIC(scan:1)/A,Sensit./(uV/mW)
298.99399,  57.10000,      2.71595,97.02668,50.00000,31.00000,1.767713e-08,0.78814
299.47800,  57.20000,      2.70001,97.18361,50.00000,31.00000,1.767713e-08,0.78814
299.92599,  57.30000,      2.66153,97.40945,50.00000,31.00000,1.764296e-08,0.78769
300.36200,  57.40000,      2.59671,97.55903,50.00000,31.00000,1.767090e-08,0.78727
300.74799,  57.50000,      2.50252,97.69937,50.00000,31.00000,1.767090e-08,0.78727
301.08499,  57.60000,      2.38467,97.81113,50.00000,31.00000,1.770627e-08,0.78687
301.38000,  57.70000,      2.24275,97.95126,50.00000,31.00000,1.770627e-08,0.78687
301.62601,  57.80000,      2.08591,98.15084,50.00000,31.00000,1.766457e-08,0.78651
301.84000,  57.90000,      1.92238,98.15336,50.00000,31.00000,1.769377e-08,0.78619
302.01599,  58.00000,      1.75155,98.18424,50.00000,31.00000,1.769377e-08,0.78619
302.15601,  58.10000,      1.58303,98.18424,50.00000,31.00000,1.768575e-08,0.78592
302.26901,  58.20000,      1.42114,98.20567,50.00000,31.00000,1.768575e-08,0.78592
302.36700,  58.30000,      1.27184,98.14853,50.00000,31.00000,1.768079e-08,0.78569
302.44501,  58.40000,      1.13617,98.10567,50.00000,31.00000,1.764187e-08,0.78549
302.51199,  58.50000,      1.01659,98.06303,50.00000,31.00000,1.764187e-08,0.78549
302.57599,  58.60000,      0.91455,98.03214,50.00000,31.00000,1.766068e-08,0.78532
302.64099,  58.70000,      0.82925,98.00357,50.00000,31.00000,1.766068e-08,0.78532
302.69800,  58.80000,      0.76373,98.00126,50.00000,31.00000,1.766264e-08,0.78519
302.76199,  58.90000,      0.70864,97.97269,50.00000,31.00000,1.767153e-08,0.78509
302.83099,  59.00000,      0.67008,97.94412,50.00000,31.00000,1.767153e-08,0.78509
302.89301,  59.10000,      0.63908,97.94412,50.00000,31.00000,1.769890e-08,0.78500
302.97198,  59.20000,      0.61871,97.91555,50.00000,31.00000,1.769890e-08,0.78500
303.03900,  59.30000,      0.60220,97.91555,50.00000,31.00000,1.765044e-08,0.78492
303.10800,  59.40000,      0.59081,97.88235,50.00000,31.00000,1.765319e-08,0.78486
303.18201,  59.50000,      0.57901,97.85378,50.00000,31.00000,1.765319e-08,0.78486
303.25500,  59.60000,      0.56475,97.85378,50.00000,31.00000,1.766293e-08,0.78480
303.31900,  59.70000,      0.54926,97.82521,50.00000,31.00000,1.766293e-08,0.78480
303.36801,  59.80000,      0.53437,97.82521,50.00000,31.00000,1.763757e-08,0.78474
303.41699,  59.90000,      0.51293,97.82521,50.00000,31.00000,1.765884e-08,0.78469
303.47900,  60.00000,      0.48946,97.76597,50.00000,31.00000,1.765884e-08,0.78469
303.50800,  60.10000,      0.46208,97.76597,50.00000,31.00000,1.766053e-08,0.78463
303.54001,  60.20000,      0.42938,97.73739,50.00000,31.00000,1.766053e-08,0.78463
303.55899,  60.30000,      0.39647,97.73739,50.00000,31.00000,1.763390e-08,0.78456
303.55600,  60.40000,      0.36110,97.70882,50.00000,31.00000,1.768805e-08,0.78451
303.56601,  60.50000,      0.32613,97.68025,50.00000,31.00000,1.768805e-08,0.78451
303.57599,  60.60000,      0.28892,97.68025,50.00000,31.00000,1.764872e-08,0.78443
303.54999,  60.70000,      0.25395,97.65189,50.00000,31.00000,1.764872e-08,0.78443
303.54999,  60.80000,      0.21796,97.59475,50.00000,31.00000,1.769718e-08,0.78437
303.54099,  60.90000,      0.18566,97.59475,50.00000,31.00000,1.769718e-08,0.78437
303.51099,  61.00000,      0.15641,97.59475,50.00000,31.00000,1.768487e-08,0.78430
303.48199,  61.10000,      0.13065,97.55189,50.00000,31.00000,1.768152e-08,0.78423
303.46399,  61.20000,      0.10529,97.56618,50.00000,31.00000,1.768152e-08,0.78423
303.42099,  61.30000, 8.422832e-02,97.53782,50.00000,31.00000,1.767368e-08,0.78417
303.38400,  61.40000, 6.459945e-02,97.50924,50.00000,31.00000,1.767368e-08,0.78417
303.34799,  61.50000, 4.946961e-02,97.50924,50.00000,31.00000,1.766784e-08,0.78411
303.32501,  61.60000, 3.699898e-02,97.48067,50.00000,31.00000,1.765453e-08,0.78406
303.28201,  61.70000, 2.534607e-02,97.48067,50.00000,31.00000,1.765453e-08,0.78406
303.26001,  61.80000, 1.798706e-02,97.48067,50.00000,31.00000,1.762963e-08,0.78402
303.22198,  61.90000, 7.766788e-03,97.45210,50.00000,31.00000,1.762963e-08,0.78402
303.20001,  62.00000, 2.656989e-03,97.45210,50.00000,31.00000,1.765644e-08,0.78396
303.14499,  62.10000,-4.496148e-03,97.42353,50.00000,31.00000,1.763130e-08,0.78393
303.12100,  62.20000,-1.042259e-02,97.39517,50.00000,31.00000,1.763130e-08,0.78393
303.08301,  62.30000,-1.471358e-02,97.39517,50.00000,31.00000,1.763559e-08,0.78390
303.04599,  62.40000,-1.879986e-02,97.37374,50.00000,31.00000,1.763559e-08,0.78390
303.01501,  62.50000,-2.431631e-02,97.36660,50.00000,31.00000,1.764860e-08,0.78388
302.97400,  62.60000,-2.840169e-02,97.36660,50.00000,31.00000,1.766038e-08,0.78388
302.92899,  62.70000,-3.289516e-02,97.33803,50.00000,31.00000,1.766038e-08,0.78388
302.88599,  62.80000,-3.759254e-02,97.33803,50.00000,31.00000,1.762611e-08,0.78388
302.84299,  62.90000,-4.208514e-02,97.31660,50.00000,31.00000,1.762611e-08,0.78388
302.80499,  63.00000,-4.657757e-02,97.30945,50.00000,31.00000,1.767891e-08,0.78387
302.75800,  63.10000,-5.106903e-02,97.30945,50.00000,31.00000,1.764210e-08,0.78389
302.71799,  63.20000,-5.515192e-02,97.30945,50.00000,31.00000,1.764210e-08,0.78389
302.68900,  63.30000,-5.760113e-02,97.25966,50.00000,31.00000,1.767984e-08,0.78389
302.64001,  63.40000,-6.045724e-02,97.25252,50.00000,31.00000,1.767984e-08,0.78389
302.59601,  63.50000,-6.310914e-02,97.25252,50.00000,31.00000,1.764659e-08,0.78390
302.56100,  63.60000,-6.719108e-02,97.22395,50.00000,31.00000,1.765469e-08,0.78393
302.51300,  63.70000,-6.922940e-02,97.22395,50.00000,31.00000,1.765469e-08,0.78393
302.47000,  63.80000,-7.045110e-02,97.22395,50.00000,31.00000,1.767584e-08,0.78395
302.42499,  63.90000,-7.371444e-02,97.22395,50.00000,31.00000,1.767584e-08,0.78395
302.37900,  64.00000,-7.350622e-02,97.22395,50.00000,31.00000,1.765611e-08,0.78397
302.32999,  64.10000,-7.452279e-02,97.19538,50.00000,31.00000,1.765808e-08,0.78401
302.28500,  64.20000,-7.390632e-02,97.16702,50.00000,31.00000,1.765808e-08,0.78401
302.24899,  64.30000,-7.410730e-02,97.16702,50.00000,31.00000,1.765819e-08,0.78405
302.20499,  64.40000,-7.308271e-02,97.16702,50.00000,31.00000,1.765819e-08,0.78405
302.16101,  64.50000,-7.246650e-02,97.15987,50.00000,31.00000,1.767525e-08,0.78408
302.12399,  64.60000,-6.980972e-02,97.13845,50.00000,31.00000,1.767964e-08,0.78410
302.08200,  64.70000,-6.919390e-02,97.10987,50.00000,31.00000,1.767964e-08,0.78410
302.04199,  64.80000,-6.796599e-02,97.10987,50.00000,31.00000,1.769925e-08,0.78414
301.99600,  64.90000,-6.592136e-02,97.08130,50.00000,31.00000,1.766456e-08,0.78416
301.96500,  65.00000,-6.367402e-02,97.08130,50.00000,31.00000,1.766456e-08,0.78416
301.92300,  65.10000,-6.101788e-02,97.10987,50.00000,31.00000,1.765161e-08,0.78420
301.88199,  65.20000,-5.856615e-02,97.08130,50.00000,31.00000,1.765161e-08,0.78420
301.84100,  65.30000,-5.795113e-02,97.08130,50.00000,31.00000,1.765502e-08,0.78422
301.81201,  65.40000,-5.570463e-02,97.05294,50.00000,31.00000,1.768974e-08,0.78427
301.76801,  65.50000,-5.529364e-02,97.03866,50.00000,31.00000,1.768974e-08,0.78427
301.72501,  65.60000,-5.182239e-02,97.03866,50.00000,31.00000,1.766886e-08,0.78429
301.71301,  65.70000,-5.120958e-02,97.03866,50.00000,31.00000,1.766886e-08,0.78429
301.67200,  65.80000,-4.875894e-02,97.01008,50.00000,31.00000,1.763506e-08,0.78433
301.64200,  65.90000,-4.671715e-02,96.99580,50.00000,31.00000,1.764219e-08,0.78436
301.60800,  66.00000,-4.589928e-02,96.99580,50.00000,31.00000,1.764219e-08,0.78436
301.56900,  66.10000,-4.467322e-02,96.99580,50.00000,31.00000,1.766341e-08,0.78439
301.54300,  66.20000,-4.242805e-02,96.99580,50.00000,31.00000,1.766341e-08,0.78439
301.50900,  66.30000,-4.099853e-02,96.96723,50.00000,31.00000,1.764140e-08,0.78443
301.46100,  66.40000,-3.956846e-02,96.95294,50.00000,31.00000,1.764140e-08,0.78443
301.43799,  66.50000,-3.691596e-02,96.93887,50.00000,31.00000,1.763861e-08,0.78447
301.40799,  66.60000,-3.630280e-02,96.91029,50.00000,31.00000,1.765664e-08,0.78451
301.37799,  66.70000,-3.365027e-02,96.91029,50.00000,31.00000,1.765664e-08,0.78451
301.34201,  66.80000,-3.242524e-02,96.93887,50.00000,31.00000,1.764053e-08,0.78455
301.31699,  66.90000,-3.038501e-02,96.87941,50.00000,31.00000,1.766719e-08,0.78459
301.28299,  67.00000,-2.732502e-02,96.90777,50.00000,31.00000,1.766719e-08,0.78459
301.25101,  67.10000,-2.610052e-02,96.87941,50.00000,31.00000,1.762945e-08,0.78463
301.22900,  67.20000,-2.385688e-02,96.87941,50.00000,31.00000,1.762945e-08,0.78463
301.21100,  67.30000,-2.140956e-02,96.87227,50.00000,31.00000,1.765089e-08,0.78467
301.17401,  67.40000,-1.794247e-02,96.87941,50.00000,31.00000,1.765801e-08,0.78470
301.14801,  67.50000,-1.590306e-02,96.87941,50.00000,31.00000,1.765801e-08,0.78470
301.11600,  67.60000,-1.365980e-02,96.82227,50.00000,31.00000,1.762935e-08,0.78474
301.10199,  67.70000,-1.060146e-02,96.82227,50.00000,31.00000,1.762935e-08,0.78474
301.07300,  67.80000,-9.581758e-03,96.82227,50.00000,31.00000,1.763958e-08,0.78478
301.04401,  67.90000,-6.727386e-03,96.82227,50.00000,31.00000,1.762415e-08,0.78482
301.01401,  68.00000,-4.892470e-03,96.85084,50.00000,31.00000,1.762415e-08,0.78482
300.98901,  68.10000,-1.834622e-03,96.79370,50.00000,31.00000,1.764032e-08,0.78486
300.97699,  68.20000, 6.115319e-04,96.78676,50.00000,31.00000,1.764032e-08,0.78486
300.95599,  68.30000, 2.038389e-03,96.81513,50.00000,31.00000,1.761064e-08,0.78490
300.93399,  68.40000, 4.892006e-03,96.76534,50.00000,31.00000,1.765231e-08,0.78494
300.91400,  68.50000, 7.337834e-03,96.75819,50.00000,31.00000,1.765231e-08,0.78494
300.89801,  68.60000, 9.375944e-03,96.77248,50.00000,31.00000,1.763348e-08,0.78499
300.87500,  68.70000, 1.222916e-02,96.78676,50.00000,31.00000,1.763348e-08,0.78499
300.85699,  68.80000, 1.487849e-02,96.73676,50.00000,31.00000,1.761703e-08,0.78503
300.83899,  68.90000, 1.712009e-02,96.72962,50.00000,31.00000,1.763455e-08,0.78507
300.81000,  69.00000, 1.793472e-02,96.72962,50.00000,31.00000,1.763455e-08,0.78507
300.79099,  69.10000, 1.895331e-02,96.72962,50.00000,31.00000,1.760850e-08,0.78511
300.77200,  69.20000, 2.139841e-02,96.72248,50.00000,31.00000,1.760850e-08,0.78511
300.76199,  69.30000, 2.343608e-02,96.70105,50.00000,31.00000,1.763797e-08,0.78515
300.75201,  69.40000, 2.588127e-02,96.70105,50.00000,31.00000,1.763797e-08,0.78515
300.71899,  69.50000, 2.710295e-02,96.67248,50.00000,31.00000,1.764340e-08,0.78519
300.72000,  69.60000, 2.934458e-02,96.67248,50.00000,31.00000,1.763543e-08,0.78522
300.68799,  69.70000, 3.199253e-02,96.67248,50.00000,31.00000,1.763543e-08,0.78522
300.68500,  69.80000, 3.403015e-02,96.64412,50.00000,31.00000,1.763333e-08,0.78526
300.65399,  69.90000, 3.484397e-02,96.64412,50.00000,31.00000,1.763333e-08,0.78526
300.64001,  70.00000, 3.688101e-02,96.64412,50.00000,31.00000,1.758107e-08,0.78530
300.63000,  70.10000, 3.912193e-02,96.64412,50.00000,31.00000,1.763830e-08,0.78534
300.60501,  70.20000, 4.115831e-02,96.64412,50.00000,31.00000,1.763830e-08,0.78534
300.60501,  70.30000, 4.136207e-02,96.61555,50.00000,31.00000,1.765544e-08,0.78537
300.58899,  70.40000, 4.360253e-02,96.61555,50.00000,31.00000,1.765544e-08,0.78537
300.56699,  70.50000, 4.563885e-02,96.58697,50.00000,31.00000,1.765405e-08,0.78541
300.55200,  70.60000, 4.665674e-02,96.58697,50.00000,31.00000,1.767266e-08,0.78545
300.54999,  70.70000, 4.726785e-02,96.58697,50.00000,31.00000,1.767266e-08,0.78545
300.54001,  70.80000, 5.052711e-02,96.58697,50.00000,31.00000,1.766654e-08,0.78549
300.52899,  70.90000, 5.154512e-02,96.58697,50.00000,31.00000,1.766654e-08,0.78549
300.51300,  71.00000, 5.215534e-02,96.55840,50.00000,31.00000,1.765547e-08,0.78552
300.49399,  71.10000, 5.419144e-02,96.53004,50.00000,31.00000,1.760865e-08,0.78556
300.48300,  71.20000, 5.582053e-02,96.55840,50.00000,31.00000,1.760865e-08,0.78556
300.47501,  71.30000, 5.663489e-02,96.52038,50.00000,31.00000,1.765024e-08,0.78560
300.46100,  71.40000, 5.948602e-02,96.49916,50.00000,31.00000,1.765024e-08,0.78560
300.44199,  71.50000, 6.070697e-02,96.49916,50.00000,31.00000,1.760643e-08,0.78561
300.43701,  71.60000, 6.192889e-02,96.49916,50.00000,31.00000,1.760210e-08,0.78565
300.41400,  71.70000, 6.376057e-02,96.49916,50.00000,31.00000,1.760210e-08,0.78565
300.40900,  71.80000, 6.416761e-02,96.49916,50.00000,31.00000,1.758584e-08,0.78567
300.39200,  71.90000, 6.640704e-02,96.47059,50.00000,31.00000,1.758584e-08,0.78567
300.39401,  72.00000, 6.742572e-02,96.47059,50.00000,31.00000,1.758530e-08,0.78571
300.38199,  72.10000, 7.027656e-02,96.47059,50.00000,31.00000,1.762362e-08,0.78574
300.36499,  72.20000, 7.108993e-02,96.47059,50.00000,31.00000,1.762362e-08,0.78574
300.35400,  72.30000, 7.332963e-02,96.44202,50.00000,31.00000,1.763418e-08,0.78577
300.35101,  72.40000, 7.577368e-02,96.44202,50.00000,31.00000,1.763418e-08,0.78577
300.35001,  72.50000, 7.556990e-02,96.44202,50.00000,31.00000,1.766315e-08,0.78580
300.34000,  72.60000, 7.882804e-02,96.42773,50.00000,31.00000,1.765583e-08,0.78584
300.33301,  72.70000, 7.964214e-02,96.41345,50.00000,31.00000,1.765583e-08,0.78584
300.32401,  72.80000, 8.167816e-02,96.41345,50.00000,31.00000,1.762606e-08,0.78586
300.31799,  72.90000, 8.188126e-02,96.39916,50.00000,31.00000,1.762606e-08,0.78586
300.31000,  73.00000, 8.289890e-02,96.39916,50.00000,31.00000,1.758928e-08,0.78589
300.30600,  73.10000, 8.412059e-02,96.38508,50.00000,31.00000,1.764547e-08,0.78592
300.29300,  73.20000, 8.513769e-02,96.38508,50.00000,31.00000,1.764547e-08,0.78592
300.29501,  73.30000, 8.595261e-02,96.35651,50.00000,31.00000,1.760298e-08,0.78595
300.27802,  73.40000, 8.696925e-02,96.35651,50.00000,31.00000,1.760298e-08,0.78595
300.26801,  73.50000, 8.656088e-02,96.35651,50.00000,31.00000,1.761372e-08,0.78598
300.28201,  73.60000, 8.859907e-02,96.35651,50.00000,31.00000,1.761031e-08,0.78601
300.27399,  73.70000, 8.961660e-02,96.32794,50.00000,31.00000,1.761031e-08,0.78601
300.25900,  73.80000, 9.002235e-02,96.32794,50.00000,31.00000,1.763760e-08,0.78604
300.26501,  73.90000, 9.043034e-02,96.30651,50.00000,31.00000,1.763760e-08,0.78604
300.24200,  74.00000, 9.063154e-02,96.29937,50.00000,31.00000,1.762370e-08,0.78606
300.24899,  74.10000, 9.165064e-02,96.32080,50.00000,31.00000,1.759781e-08,0.78608
300.24500,  74.20000, 9.266854e-02,96.29223,50.00000,31.00000,1.759781e-08,0.78608
300.22800,  74.30000, 9.205568e-02,96.29223,50.00000,31.00000,1.757894e-08,0.78611
300.22501,  74.40000, 9.511029e-02,96.29223,50.00000,31.00000,1.757894e-08,0.78611
300.21600,  74.50000, 9.490561e-02,96.29223,50.00000,31.00000,1.764626e-08,0.78614
300.20401,  74.60000, 9.510792e-02,96.26387,50.00000,31.00000,1.756909e-08,0.78617
300.21100,  74.70000, 9.612701e-02,96.24244,50.00000,31.00000,1.756909e-08,0.78617
300.19601,  74.80000, 9.856916e-02,96.24244,50.00000,31.00000,1.761793e-08,0.78618
300.20099,  74.90000, 9.836609e-02,96.27101,50.00000,31.00000,1.761793e-08,0.78618
300.19400,  75.00000, 9.897624e-02,96.24244,50.00000,31.00000,1.760516e-08,0.78621
300.18600,  75.10000, 9.897530e-02,96.21387,50.00000,31.00000,1.762836e-08,0.78623
300.18100,  75.20000, 9.978932e-02,96.21387,50.00000,31.00000,1.762836e-08,0.78623
300.17300,  75.30000,      0.10040,96.21387,50.00000,31.00000,1.759182e-08,0.78626
300.17300,  75.40000,      0.10081,96.21387,50.00000,31.00000,1.759182e-08,0.78626
300.17200,  75.50000,      0.10081,96.21387,50.00000,31.00000,1.762569e-08,0.78628
300.17099,  75.60000,      0.10284,96.18529,50.00000,31.00000,1.762510e-08,0.78629
300.15900,  75.70000,      0.10264,96.18529,50.00000,31.00000,1.762510e-08,0.78629
300.15302,  75.80000,      0.10488,96.18529,50.00000,31.00000,1.758742e-08,0.78631
300.15799,  75.90000,      0.10467,96.18529,50.00000,31.00000,1.758742e-08,0.78631
300.14999,  76.00000,      0.10712,96.18529,50.00000,31.00000,1.761470e-08,0.78633
300.14700,  76.10000,      0.10732,96.15672,50.00000,31.00000,1.765979e-08,0.78635
300.13800,  76.20000,      0.10793,96.15672,50.00000,31.00000,1.765979e-08,0.78635
300.13501,  76.30000,      0.10997,96.12836,50.00000,31.00000,1.757885e-08,0.78637
300.13000,  76.40000,      0.10935,96.12836,50.00000,31.00000,1.757885e-08,0.78637
300.12900,  76.50000,      0.11058,96.12836,50.00000,31.00000,1.760970e-08,0.78639
300.13000,  76.60000,      0.11241,96.14979,50.00000,30.00000,1.760851e-08,0.78641
300.12799,  76.70000,      0.11241,96.12122,50.00000,30.00000,1.760851e-08,0.78641
300.12100,  76.80000,      0.11343,96.12122,50.00000,30.00000,1.758961e-08,0.78642
300.12000,  76.90000,      0.11444,96.09265,50.00000,30.00000,1.758961e-08,0.78642
300.11301,  77.00000,      0.11465,96.09265,50.00000,30.00000,1.756799e-08,0.78645
300.11801,  77.10000,      0.11628,96.06408,50.00000,30.00000,1.758831e-08,0.78647
300.10999,  77.20000,      0.11444,96.09265,50.00000,30.00000,1.758831e-08,0.78647
300.11200,  77.30000,      0.11444,96.09265,50.00000,30.00000,1.760978e-08,0.78649
300.10999,  77.40000,      0.11485,96.06408,50.00000,30.00000,1.760978e-08,0.78649
300.10599,  77.50000,      0.11485,96.06408,50.00000,30.00000,1.760355e-08,0.78650
300.10001,  77.60000,      0.11444,96.04979,50.00000,30.00000,1.758694e-08,0.78650
300.10001,  77.70000,      0.11526,96.03550,50.00000,30.00000,1.758694e-08,0.78650
300.09201,  77.80000,      0.11505,96.00714,50.00000,30.00000,1.760875e-08,0.78654
300.08899,  77.90000,      0.11546,96.00714,50.00000,30.00000,1.760875e-08,0.78654
300.08899,  78.00000,      0.11587,96.01429,50.00000,30.00000,1.759374e-08,0.78653
300.07800,  78.10000,      0.11647,95.97857,50.00000,30.00000,1.759374e-08,0.78653
300.08701,  78.20000,      0.11648,96.00714,50.00000,30.00000,1.761011e-08,0.78656
300.07300,  78.30000,      0.11708,96.00714,50.00000,30.00000,1.761841e-08,0.78657
300.07599,  78.40000,      0.11729,95.97857,50.00000,30.00000,1.761841e-08,0.78657
300.07300,  78.50000,      0.11790,95.97857,50.00000,30.00000,1.763660e-08,0.78660
300.07401,  78.60000,      0.11831,95.95000,50.00000,30.00000,1.763660e-08,0.78660
300.07501,  78.70000,      0.11994,95.98088,50.00000,30.00000,1.760829e-08,0.78661
300.06799,  78.80000,      0.12095,95.95252,50.00000,30.00000,1.757994e-08,0.78662
300.07599,  78.90000,      0.12116,95.92395,50.00000,30.00000,1.757994e-08,0.78662
300.06100,  79.00000,      0.12136,95.95252,50.00000,30.00000,1.761331e-08,0.78664
300.05701,  79.10000,      0.12278,95.92395,50.00000,30.00000,1.760292e-08,0.78664
300.05301,  79.20000,      0.12217,95.92395,50.00000,30.00000,1.760292e-08,0.78664
300.06100,  79.30000,      0.12380,95.92395,50.00000,30.00000,1.763314e-08,0.78666
300.05301,  79.40000,      0.12380,95.92395,50.00000,30.00000,1.763314e-08,0.78666
300.06699,  79.50000,      0.12462,95.92395,50.00000,30.00000,1.756410e-08,0.78668
300.06500,  79.60000,      0.12340,95.92395,50.00000,30.00000,1.756410e-08,0.78668
300.05200,  79.70000,      0.12380,95.89538,50.00000,30.00000,1.761536e-08,0.78669
300.05399,  79.80000,      0.12278,95.86681,50.00000,30.00000,1.761666e-08,0.78669
300.05499,  79.90000,      0.12401,95.88824,50.00000,30.00000,1.761666e-08,0.78669
300.05899,  80.00000,      0.12523,95.88824,50.00000,30.00000,1.759612e-08,0.78670
300.04599,  80.10000,      0.12400,95.85966,50.00000,30.00000,1.759612e-08,0.78670
300.04599,  80.20000,      0.12441,95.85966,50.00000,30.00000,1.762103e-08,0.78671
300.05301,  80.30000,      0.12441,95.85252,50.00000,30.00000,1.759571e-08,0.78673
300.05499,  80.40000,      0.12278,95.83130,50.00000,30.00000,1.759571e-08,0.78673
300.05399,  80.50000,      0.12441,95.83130,50.00000,30.00000,1.758113e-08,0.78675
300.04300,  80.60000,      0.12360,95.85966,50.00000,30.00000,1.762076e-08,0.78676
300.04199,  80.70000,      0.12441,95.83130,50.00000,30.00000,1.762076e-08,0.78676
300.03299,  80.80000,      0.12359,95.83130,50.00000,30.00000,1.759850e-08,0.78676
300.04700,  80.90000,      0.12400,95.80273,50.00000,30.00000,1.759850e-08,0.78676
300.04099,  81.00000,      0.12461,95.80273,50.00000,30.00000,1.757645e-08,0.78678
300.04501,  81.10000,      0.12360,95.80273,50.00000,30.00000,1.757645e-08,0.78678
300.04599,  81.20000,      0.12400,95.77185,50.00000,30.00000,1.762179e-08,0.78679
300.03400,  81.30000,      0.12482,95.77185,50.00000,30.00000,1.760373e-08,0.78680
300.03799,  81.40000,      0.12461,95.77185,50.00000,30.00000,1.760373e-08,0.78680
300.03799,  81.50000,      0.12482,95.77185,50.00000,30.00000,1.759847e-08,0.78682
300.03900,  81.60000,      0.12482,95.77185,50.00000,30.00000,1.759847e-08,0.78682
300.02899,  81.70000,      0.12563,95.74328,50.00000,30.00000,1.760898e-08,0.78682
300.02600,  81.80000,      0.12624,95.74328,50.00000,30.00000,1.757238e-08,0.78684
300.02802,  81.90000,      0.12665,95.74328,50.00000,30.00000,1.757238e-08,0.78684
300.03500,  82.00000,      0.12624,95.77185,50.00000,30.00000,1.760467e-08,0.78684
300.03699,  82.10000,      0.12848,95.71471,50.00000,30.00000,1.760467e-08,0.78684
300.02802,  82.20000,      0.12522,95.71471,50.00000,30.00000,1.760779e-08,0.78685
300.03500,  82.30000,      0.12563,95.74328,50.00000,30.00000,1.758772e-08,0.78687
300.03799,  82.40000,      0.12563,95.71471,50.00000,30.00000,1.758772e-08,0.78687
300.02899,  82.50000,      0.12726,95.71471,50.00000,30.00000,1.758267e-08,0.78688
300.03400,  82.60000,      0.12645,95.71471,50.00000,30.00000,1.758267e-08,0.78688
300.03400,  82.70000,      0.12828,95.68613,50.00000,30.00000,1.761814e-08,0.78688
300.03601,  82.80000,      0.12706,95.68613,50.00000,30.00000,1.757838e-08,0.78688
300.03000,  82.90000,      0.12726,95.68613,50.00000,30.00000,1.757838e-08,0.78688
300.03000,  83.00000,      0.12665,95.65777,50.00000,30.00000,1.757306e-08,0.78689
300.03699,  83.10000,      0.12685,95.65777,50.00000,30.00000,1.757306e-08,0.78689
300.02899,  83.20000,      0.12644,95.62920,50.00000,30.00000,1.762627e-08,0.78690
300.03400,  83.30000,      0.12706,95.65777,50.00000,30.00000,1.759821e-08,0.78690
300.02100,  83.40000,      0.12787,95.62920,50.00000,30.00000,1.759821e-08,0.78690
300.02899,  83.50000,      0.12726,95.62920,50.00000,30.00000,1.759595e-08,0.78691
300.02600,  83.60000,      0.12746,95.64349,50.00000,30.00000,1.759595e-08,0.78691
300.03799,  83.70000,      0.12808,95.61492,50.00000,30.00000,1.761228e-08,0.78692
300.02100,  83.80000,      0.12767,95.61492,50.00000,30.00000,1.757946e-08,0.78692
300.02802,  83.90000,      0.12767,95.61492,50.00000,30.00000,1.757946e-08,0.78692
300.03000,  84.00000,      0.12787,95.61492,50.00000,30.00000,1.759959e-08,0.78693
300.03000,  84.10000,      0.12767,95.61492,50.00000,30.00000,1.759959e-08,0.78693
300.02200,  84.20000,      0.12767,95.61492,50.00000,30.00000,1.757602e-08,0.78693
300.02899,  84.30000,      0.12746,95.58634,50.00000,30.00000,1.758287e-08,0.78695
300.03299,  84.40000,      0.12746,95.58634,50.00000,30.00000,1.758287e-08,0.78695
300.02701,  84.50000,      0.12848,95.55777,50.00000,30.00000,1.759387e-08,0.78696
300.02899,  84.60000,      0.12644,95.56492,50.00000,30.00000,1.759387e-08,0.78696
300.03000,  84.70000,      0.12543,95.57920,50.00000,30.00000,1.757869e-08,0.78694
300.02600,  84.80000,      0.12767,95.55084,50.00000,30.00000,1.761792e-08,0.78695
300.03601,  84.90000,      0.12543,95.55084,50.00000,30.00000,1.761792e-08,0.78695
