Filename	F10
Instrument name	
Operator	Gwenael
rundate	2025-02-10
Sample name	F10
[step]
Step 1
Time	Temperature	Weight	Weight	Deriv. Weight
min	°C	mg	%	% / °C
0.02	32.03	4.703	100.028	-4.29647e-4
0.04	32.42	4.706	100.078	-4.61107e-4
0.13	32.77	4.707	100.097	-5.32827e-4
0.21	33.07	4.707	100.109	-6.01258e-4
0.29	33.34	4.707	100.115	-6.37610e-4
0.38	33.58	4.708	100.131	-6.72789e-4
0.46	33.80	4.707	100.115	-7.01443e-4
0.54	33.99	4.707	100.111	-7.25138e-4
0.63	34.16	4.707	100.106	-7.58250e-4
0.71	34.31	4.707	100.105	-7.96662e-4
0.79	34.44	4.708	100.121	-8.31768e-4
0.88	34.57	4.707	100.114	-8.54554e-4
0.96	34.68	4.707	100.108	-8.71696e-4
1.04	34.78	4.707	100.102	-8.90506e-4
1.13	34.87	4.707	100.100	-9.08607e-4
1.21	34.97	4.707	100.100	-9.31691e-4
1.29	35.06	4.707	100.096	-9.52165e-4
1.38	35.15	4.707	100.098	-9.74922e-4
1.46	35.24	4.706	100.088	-9.94134e-4
1.54	35.33	4.707	100.099	-1.01184e-3
1.63	35.43	4.707	100.107	-1.02749e-3
1.71	35.54	4.707	100.102	-1.04611e-3
1.79	35.65	4.707	100.104	-1.06059e-3
1.88	35.77	4.707	100.105	-1.07459e-3
1.96	35.90	4.707	100.097	-1.08628e-3
2.04	36.04	4.706	100.086	-1.09871e-3
2.13	36.18	4.706	100.093	-1.11467e-3
2.21	36.34	4.707	100.106	-1.12994e-3
2.29	36.52	4.707	100.108	-1.14392e-3
2.38	36.70	4.707	100.116	-1.15618e-3
2.46	36.89	4.708	100.124	-1.16683e-3
2.54	37.10	4.708	100.124	-1.17771e-3
2.63	37.32	4.707	100.116	-1.18680e-3
2.71	37.55	4.708	100.120	-1.19711e-3
2.79	37.79	4.707	100.114	-1.20327e-3
2.88	38.04	4.707	100.117	-1.22166e-3
2.96	38.31	4.707	100.117	-1.23936e-3
3.04	38.59	4.707	100.113	-1.23857e-3
3.13	38.88	4.708	100.121	-1.25626e-3
3.21	39.18	4.708	100.122	-1.27546e-3
3.29	39.49	4.708	100.118	-1.28496e-3
3.38	39.81	4.708	100.118	-1.29191e-3
3.46	40.14	4.708	100.129	-1.29269e-3
3.54	40.48	4.708	100.128	-1.29991e-3
3.63	40.83	4.708	100.124	-1.30733e-3
3.71	41.19	4.708	100.124	-1.30622e-3
3.79	41.55	4.708	100.124	-1.30926e-3
3.88	41.93	4.708	100.121	-1.30774e-3
3.96	42.31	4.708	100.128	-1.31580e-3
4.04	42.69	4.708	100.122	-1.32606e-3
4.13	43.09	4.708	100.118	-1.33876e-3
4.21	43.48	4.709	100.151	-1.35218e-3
4.29	43.89	4.708	100.130	-1.35542e-3
4.38	44.30	4.708	100.122	-1.35916e-3
4.46	44.71	4.708	100.131	-1.35946e-3
4.54	45.12	4.708	100.129	-1.36332e-3
4.63	45.54	4.708	100.123	-1.37007e-3
4.71	45.97	4.707	100.110	-1.38247e-3
4.79	46.39	4.707	100.110	-1.38511e-3
4.88	46.82	4.708	100.121	-1.39210e-3
4.96	47.24	4.708	100.118	-1.39993e-3
5.04	47.67	4.708	100.120	-1.41210e-3
5.13	48.11	4.707	100.111	-1.42187e-3
5.21	48.54	4.708	100.125	-1.43415e-3
5.29	48.97	4.708	100.125	-1.43965e-3
5.38	49.40	4.707	100.111	-1.43917e-3
5.46	49.83	4.707	100.115	-1.44215e-3
5.54	50.26	4.708	100.119	-1.44734e-3
5.63	50.69	4.707	100.114	-1.45458e-3
5.71	51.13	4.708	100.120	-1.45573e-3
5.79	51.56	4.708	100.117	-1.45879e-3
5.88	51.99	4.707	100.107	-1.46648e-3
5.96	52.41	4.707	100.113	-1.46857e-3
6.04	52.84	4.707	100.107	-1.47482e-3
6.13	53.27	4.707	100.114	-1.47986e-3
6.21	53.69	4.707	100.110	-1.48865e-3
6.29	54.11	4.707	100.101	-1.49479e-3
6.38	54.54	4.707	100.100	-1.49761e-3
6.46	54.96	4.707	100.110	-1.50574e-3
6.54	55.38	4.707	100.107	-1.51610e-3
6.63	55.79	4.707	100.104	-1.52835e-3
6.71	56.21	4.706	100.095	-1.53797e-3
6.79	56.62	4.707	100.102	-1.54392e-3
6.88	57.03	4.707	100.096	-1.55105e-3
6.96	57.45	4.707	100.100	-1.55886e-3
7.04	57.85	4.706	100.093	-1.56942e-3
7.13	58.26	4.707	100.098	-1.58306e-3
7.21	58.67	4.707	100.097	-1.60164e-3
7.29	59.07	4.707	100.101	-1.62294e-3
7.38	59.47	4.706	100.087	-1.63859e-3
7.46	59.87	4.706	100.095	-1.65277e-3
7.54	60.27	4.706	100.095	-1.67415e-3
7.63	60.67	4.706	100.091	-1.68381e-3
7.71	61.07	4.705	100.074	-1.69375e-3
7.79	61.47	4.706	100.078	-1.71216e-3
7.88	61.86	4.706	100.088	-1.73505e-3
7.96	62.25	4.706	100.086	-1.75668e-3
8.04	62.65	4.706	100.095	-1.77698e-3
8.13	63.04	4.707	100.099	-1.79885e-3
8.21	63.43	4.706	100.090	-1.82301e-3
8.29	63.82	4.705	100.071	-1.84861e-3
8.38	64.21	4.706	100.083	-1.90737e-3
8.46	64.60	4.705	100.060	-1.94481e-3
8.54	64.99	4.705	100.059	-1.97939e-3
8.63	65.38	4.706	100.074	-2.00867e-3
8.71	65.77	4.705	100.073	-2.03894e-3
8.79	66.16	4.706	100.076	-2.06060e-3
8.88	66.55	4.706	100.077	-2.08810e-3
8.96	66.94	4.705	100.070	-2.11790e-3
9.04	67.32	4.705	100.065	-2.14912e-3
9.13	67.71	4.705	100.065	-2.18344e-3
9.21	68.10	4.705	100.072	-2.21087e-3
9.29	68.49	4.706	100.075	-2.24085e-3
9.38	68.88	4.705	100.072	-2.27288e-3
9.46	69.26	4.705	100.072	-2.30752e-3
9.54	69.65	4.705	100.067	-2.34546e-3
9.63	70.04	4.705	100.067	-2.38315e-3
9.71	70.43	4.705	100.064	-2.41786e-3
9.79	70.82	4.705	100.066	-2.45657e-3
9.88	71.21	4.705	100.066	-2.49915e-3
9.96	71.60	4.705	100.066	-2.53674e-3
10.04	72.00	4.705	100.063	-2.57390e-3
10.13	72.39	4.705	100.065	-2.61401e-3
10.21	72.78	4.705	100.064	-2.65436e-3
10.29	73.18	4.705	100.065	-2.69505e-3
10.38	73.57	4.705	100.064	-2.73834e-3
10.46	73.96	4.705	100.059	-2.78579e-3
10.54	74.36	4.705	100.059	-2.83085e-3
10.63	74.76	4.705	100.059	-2.87376e-3
10.71	75.15	4.705	100.059	-2.91695e-3
10.79	75.55	4.705	100.060	-2.95703e-3
10.88	75.95	4.705	100.059	-2.99402e-3
10.96	76.35	4.705	100.059	-3.03006e-3
11.04	76.75	4.705	100.057	-3.07146e-3
11.13	77.15	4.705	100.061	-3.10948e-3
11.21	77.55	4.704	100.047	-3.15016e-3
11.29	77.96	4.704	100.046	-3.19333e-3
11.38	78.36	4.705	100.065	-3.23560e-3
11.46	78.77	4.704	100.044	-3.27812e-3
11.54	79.17	4.704	100.041	-3.31859e-3
11.63	79.58	4.704	100.050	-3.35881e-3
11.71	79.99	4.704	100.052	-3.40129e-3
11.79	80.39	4.705	100.059	-3.44485e-3
11.88	80.80	4.704	100.050	-3.48355e-3
11.96	81.21	4.704	100.049	-3.52333e-3
12.04	81.62	4.705	100.059	-3.56481e-3
12.13	82.03	4.705	100.053	-3.60729e-3
12.21	82.44	4.705	100.058	-3.64834e-3
12.29	82.86	4.704	100.045	-3.69159e-3
12.38	83.27	4.704	100.042	-3.73137e-3
12.46	83.68	4.704	100.037	-3.77432e-3
12.54	84.10	4.704	100.035	-3.81973e-3
12.63	84.51	4.704	100.048	-3.85116e-3
12.71	84.93	4.704	100.046	-3.89331e-3
12.79	85.34	4.704	100.050	-3.93683e-3
12.88	85.76	4.704	100.044	-3.97262e-3
12.96	86.18	4.704	100.040	-4.01384e-3
13.04	86.59	4.703	100.030	-4.05999e-3
13.13	87.01	4.704	100.043	-4.11399e-3
13.21	87.43	4.704	100.036	-4.16785e-3
13.29	87.85	4.704	100.034	-4.21420e-3
13.38	88.27	4.703	100.026	-4.26221e-3
13.46	88.69	4.703	100.028	-4.30810e-3
13.54	89.11	4.703	100.023	-4.36017e-3
13.63	89.53	4.704	100.033	-4.40600e-3
13.71	89.95	4.704	100.042	-4.45156e-3
13.79	90.37	4.704	100.035	-4.50052e-3
13.88	90.80	4.703	100.031	-4.55053e-3
13.96	91.22	4.703	100.026	-4.59776e-3
