,0
PS-1.12K,8.445945945945945e-05
PS-10K,0.002530763872765266
PS-19.6K,0.9859082168584793
PS-40.4K,0.07217712792572413
PS-110K,0.011593104754688388
PS-1.1K-SCF3,0.0008690614136732329
PS-10K-SCF3,0.29936884625094673
PS-19.6K-SCF3,0.9956716788024979
PS-40.4K-SCF3,0.08424590320535645
PS-110K-SCF3,0.01990850725462863
