#EXPORTTYPE:                 ,DATA ALL                                   
#FILE:                       ,2025_11_14_SL_PS_Tosoh_A1000_5K_min.ngb-ss5
#FORMAT:                     ,NETZSCH5                                   
#FTYPE:                      ,ASCII                                      
#IDENTITY:                   ,PS_A1000                                   
#DECIMAL:                    ,POINT                                      
#SEPARATOR:                  ,COMMA                                      
#MTYPE:                      ,DSC                                        
#INSTRUMENT:                 ,NETZSCH STA 449F5                          
#PROJECT:                    ,PS                                         
#DATE/TIME:                  ,11/14/2025 4:00:44 PM (UTC-5)              
#CORR. FILE:                 ,                                           
#TEMPCAL:                    ,05-05-2025 14:38                           
#SENSITIVITY:                ,28-06-2023 13:53                           
#LABORATORY:                 ,Tran/AAG                                   
#OPERATOR:                   ,Stan                                       
#REMARK:                     ,                                           
#SAMPLE:                     ,PS_A1000                                   
#SAMPLE MASS /mg:            ,4.3                                        
#MATERIAL:                   ,                                           
#REFERENCE:                  ,                                           
#REFERENCE MASS /mg:         ,0                                          
#TYPE OF CRUCIBLE:           ,Al2O3 85 �l, open                          
#SAMPLE CRUCIBLE MASS /mg:   ,0                                          
#REFERENCE CRUCIBLE MASS /mg:,0                                          
#DSC RANGE /�V:              ,5000                                       
#TG RANGE /mg:               ,35000                                      
#TAU-R:                      ,---                                        
#CORR. CODE:                 ,000                                        
#EXO:                        ,-1                                         
#RANGE:                      ,100�C/5.0(K/min)/600�C                     
#SEGMENT:                    ,S3/4                                       
#SEG. 3:                     ,100�C/5.0(K/min)/600�C                     




##Temp./�C,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),TIC(scan:1)/A,Sensit./(uV/mW)
107.85300, 21.01333,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.84400, 21.02667,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.84200, 21.04000,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.85000, 21.05333,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.84200, 21.06667,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.83900, 21.08000,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.84300, 21.09333,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.83900, 21.10667,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.82900, 21.12000,      0.16509,     87.10814,50.00000,52.00000,3.639917e-09,0.91892
107.84200, 21.13333,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.84700, 21.14667,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.83300, 21.16000,      0.16509,     87.10814,50.00000,52.00000,3.639917e-09,0.91892
107.82500, 21.17333,      0.16509,     87.10814,50.00000,52.00000,3.636642e-09,0.91892
107.82900, 21.18667,      0.16509,     87.10814,50.00000,52.00000,3.639917e-09,0.91892
107.82700, 21.20000,      0.16509,     87.10814,50.00000,52.00000,3.639917e-09,0.91892
107.83400, 21.21333,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.82800, 21.22667,      0.16509,     87.10814,50.00000,52.00000,3.639917e-09,0.91892
107.81900, 21.24000,      0.16509,     87.10814,50.00000,52.00000,            ,0.91892
107.82600, 21.25333,      0.16509,     87.10814,50.00000,52.00000,3.639917e-09,0.91892
107.81200, 21.26667,      0.16509,     87.10814,50.00000,52.00000,            ,0.91892
107.82300, 21.28000,      0.16509,     87.10814,50.00000,52.00000,3.636642e-09,0.91892
107.81200, 21.29333,      0.16509,     87.10814,50.00000,52.00000,            ,0.91892
107.81400, 21.30667,      0.16509,     87.10814,50.00000,52.00000,            ,0.91892
107.83200, 21.32000,      0.16509,     87.10814,50.00000,52.00000,3.639917e-09,0.91892
107.82200, 21.33333,      0.16509,     87.10814,50.00000,52.00000,3.636642e-09,0.91892
107.82100, 21.34667,      0.16509,     87.10814,50.00000,52.00000,3.636642e-09,0.91892
107.82500, 21.36000,      0.16509,     87.10814,50.00000,52.00000,3.636642e-09,0.91892
107.82000, 21.37333,      0.16509,     87.10814,50.00000,52.00000,            ,0.91892
107.82400, 21.38667,      0.16509,     87.10814,50.00000,52.00000,3.636642e-09,0.91892
107.82600, 21.40000,      0.16509,     87.10814,50.00000,52.00000,3.639917e-09,0.91892
107.82500, 21.41333,      0.16509,     87.10814,50.00000,52.00000,3.636642e-09,0.91892
107.82100, 21.42667,      0.16509,     87.10814,50.00000,52.00000,3.636642e-09,0.91892
107.81500, 21.44000,      0.16509,     87.10814,50.00000,52.00000,            ,0.91892
107.83500, 21.45333,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.82700, 21.46667,      0.16509,     87.10814,50.00000,52.00000,3.639917e-09,0.91892
107.83000, 21.48000,      0.16509,     87.10814,50.00000,52.00000,3.639917e-09,0.91892
107.83600, 21.49333,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.84600, 21.50667,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.83500, 21.52000,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.85100, 21.53333,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.84200, 21.54667,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.84400, 21.56000,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.84800, 21.57333,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.85000, 21.58667,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.84700, 21.60000,      0.16509,     87.10814,50.00000,52.00000,3.638016e-09,0.91892
107.85800, 21.61333, 8.804633e-02,     86.94767,50.00000,52.00000,3.638016e-09,0.91892
107.86800, 21.62667, 8.862587e-02,     86.94767,50.00000,52.00000,3.642534e-09,0.91892
107.87500, 21.64000, 9.036383e-02,     86.94767,50.00000,52.00000,3.642534e-09,0.91892
107.88400, 21.65333, 9.152260e-02,     86.94767,50.00000,52.00000,3.642534e-09,0.91892
107.88900, 21.66667, 9.345360e-02,     86.94767,50.00000,52.00000,3.642534e-09,0.91892
107.88100, 21.68000, 9.152260e-02,     86.94767,50.00000,52.00000,3.642534e-09,0.91892
107.88900, 21.69333, 9.345360e-02,     86.94767,50.00000,52.00000,3.642534e-09,0.91892
107.90800, 21.70667,      0.10002,     86.94767,50.00000,52.00000,3.642534e-09,0.91892
107.91900, 21.72000,      0.10292,     86.94767,50.00000,52.00000,3.642534e-09,0.91892
107.91300, 21.73333,      0.10002,     86.94767,50.00000,52.00000,3.642534e-09,0.91892
107.93700, 21.74667,      0.10948,     86.97395,50.00000,52.00000,3.635201e-09,0.91892
107.93500, 21.76000,      0.10948,     86.97395,50.00000,52.00000,3.635201e-09,0.91892
107.93500, 21.77333,      0.10948,     86.97395,50.00000,52.00000,3.635201e-09,0.91892
107.95100, 21.78667,      0.11624,     86.98442,50.00000,52.00000,3.635201e-09,0.91892
107.94400, 21.80000,      0.11624,     86.98442,50.00000,52.00000,3.635201e-09,0.91892
107.96900, 21.81333,      0.12416,     86.98442,50.00000,52.00000,3.635201e-09,0.91892
107.96100, 21.82667,      0.12416,     86.98442,50.00000,52.00000,3.635201e-09,0.91892
107.97900, 21.84000,      0.13265,     87.01605,50.00000,52.00000,3.635201e-09,0.91892
108.00200, 21.85333,      0.13999,     87.01605,50.00000,52.00000,3.635201e-09,0.91892
108.00200, 21.86667,      0.13999,     87.01605,50.00000,52.00000,3.635201e-09,0.91892
108.01500, 21.88000,      0.14501,     87.01605,50.00000,52.00000,3.635201e-09,0.91892
108.02000, 21.89333,      0.14714,     87.01605,50.00000,52.00000,3.635201e-09,0.91892
108.04800, 21.90667,      0.15100,     87.01605,50.00000,52.00000,3.642200e-09,0.91892
108.04000, 21.92000,      0.15100,     87.01605,50.00000,52.00000,3.635201e-09,0.91892
108.05100, 21.93333,      0.16355,     87.01605,50.00000,52.00000,3.642200e-09,0.91892
108.06900, 21.94667,      0.16529,     87.01605,50.00000,52.00000,3.642200e-09,0.91892
108.08700, 21.96000,      0.17224,     87.01605,50.00000,52.00000,3.642200e-09,0.91892
108.09100, 21.97333,      0.17746,     87.03186,50.00000,52.00000,3.642200e-09,0.91892
108.10800, 21.98667,      0.18229,     87.04767,50.00000,52.00000,3.642200e-09,0.91892
108.13500, 22.00000,      0.18692,     87.04767,50.00000,52.00000,3.642200e-09,0.91892
108.13600, 22.01333,      0.19252,     87.04767,50.00000,52.00000,3.642200e-09,0.91892
108.14900, 22.02667,      0.19735,     87.07907,50.00000,52.00000,3.642200e-09,0.91892
108.15800, 22.04000,      0.20179,     87.07907,50.00000,52.00000,3.642200e-09,0.91892
108.17000, 22.05333,      0.20836,     87.07907,50.00000,52.00000,3.642200e-09,0.91892
108.19400, 22.06667,      0.21550,     87.07907,50.00000,52.00000,3.642200e-09,0.91892
108.20500, 22.08000,      0.22014,     87.11326,50.00000,52.00000,3.642200e-09,0.91892
108.21900, 22.09333,      0.22671,     87.11326,50.00000,52.00000,3.638231e-09,0.91892
108.24400, 22.10667,      0.23250,     87.11326,50.00000,52.00000,3.638231e-09,0.91892
108.25100, 22.12000,      0.23849,     87.12907,50.00000,52.00000,3.638231e-09,0.91892
108.27200, 22.13333,      0.24525,     87.14488,50.00000,52.00000,3.638231e-09,0.91892
108.28600, 22.14667,      0.25201,     87.14488,50.00000,52.00000,3.638231e-09,0.91892
108.30800, 22.16000,      0.25819,     87.14488,50.00000,52.00000,3.638231e-09,0.91892
108.32500, 22.17333,      0.26456,     87.14488,50.00000,52.00000,3.638231e-09,0.91892
108.34000, 22.18667,      0.27036,     87.14488,50.00000,52.00000,3.638231e-09,0.91892
108.36200, 22.20000,      0.27615,     87.14488,50.00000,52.00000,3.638231e-09,0.91892
108.39300, 22.21333,      0.28311,     87.16860,50.00000,52.00000,3.638231e-09,0.91892
108.40700, 22.22667,      0.28910,     87.17907,50.00000,52.00000,3.638231e-09,0.91892
108.42400, 22.24000,      0.29509,     87.18698,50.00000,52.00000,3.638231e-09,0.91892
108.43900, 22.25333,      0.30281,     87.21605,50.00000,52.00000,3.638940e-09,0.91892
108.46300, 22.26667,      0.30938,     87.21605,50.00000,52.00000,3.638940e-09,0.91892
108.47600, 22.28000,      0.31595,     87.22395,50.00000,52.00000,3.638940e-09,0.91892
108.49700, 22.29333,      0.32252,     87.24744,50.00000,52.00000,3.638940e-09,0.91892
108.52500, 22.30667,      0.32851,     87.24744,50.00000,52.00000,3.638940e-09,0.91892
108.54000, 22.32000,      0.33585,     87.24744,50.00000,52.00000,3.638940e-09,0.91892
108.55400, 22.33333,      0.34280,     87.24744,50.00000,52.00000,3.638940e-09,0.91892
108.57200, 22.34667,      0.34898,     87.24744,50.00000,52.00000,3.638940e-09,0.91892
108.59600, 22.36000,      0.35613,     87.24744,50.00000,52.00000,3.638940e-09,0.91892
108.62300, 22.37333,      0.36289,     87.24744,50.00000,52.00000,3.638940e-09,0.91892
108.64400, 22.38667,      0.36927,     87.24744,50.00000,52.00000,3.638940e-09,0.91892
108.66800, 22.40000,      0.37584,     87.26326,50.00000,52.00000,3.638940e-09,0.91892
108.69700, 22.41333,      0.38395,     87.27907,50.00000,52.00000,3.638940e-09,0.91892
108.71700, 22.42667,      0.39130,     87.27907,50.00000,52.00000,3.633875e-09,0.91892
108.74000, 22.44000,      0.39883,     87.30279,50.00000,52.00000,3.633875e-09,0.91892
108.75700, 22.45333,      0.40540,     87.31070,50.00000,52.00000,3.633875e-09,0.91892
108.78100, 22.46667,      0.41178,     87.31070,50.00000,52.00000,3.633875e-09,0.91892
108.81100, 22.48000,      0.41912,     87.31070,50.00000,52.00000,3.633875e-09,0.91892
108.84400, 22.49333,      0.42608,     87.34233,50.00000,52.00000,3.633875e-09,0.91892
108.87000, 22.50667,      0.43226,     87.34233,50.00000,52.00000,3.633875e-09,0.91892
108.87800, 22.52000,      0.44018,     87.34233,50.00000,52.00000,3.633875e-09,0.91892
108.90900, 22.53333,      0.44695,     87.37395,50.00000,52.00000,3.633875e-09,0.91892
108.93000, 22.54667,      0.45390,     87.37395,50.00000,52.00000,3.633875e-09,0.91892
108.96200, 22.56000,      0.46047,     87.37395,50.00000,52.00000,3.633875e-09,0.91892
108.98400, 22.57333,      0.46782,     87.37395,50.00000,52.00000,3.633875e-09,0.91892
109.01400, 22.58667,      0.47439,     87.37395,50.00000,52.00000,3.640603e-09,0.91892
109.03100, 22.60000,      0.48154,     87.37395,50.00000,52.00000,3.640603e-09,0.91892
109.05600, 22.61333,      0.48657,     87.37395,50.00000,52.00000,3.640603e-09,0.91892
109.07900, 22.62667,      0.49391,     87.37395,50.00000,52.00000,3.640603e-09,0.91892
109.11100, 22.64000,      0.50338,     87.37395,50.00000,52.00000,3.640603e-09,0.91892
109.13600, 22.65333,      0.51014,     87.37395,50.00000,52.00000,3.640603e-09,0.91892
109.15900, 22.66667,      0.51575,     87.39744,50.00000,52.00000,3.640603e-09,0.91892
109.17900, 22.68000,      0.52290,     87.40535,50.00000,52.00000,3.640603e-09,0.91892
109.20900, 22.69333,      0.52793,     87.40535,50.00000,52.00000,3.640603e-09,0.91892
109.24600, 22.70667,      0.53508,     87.40535,50.00000,52.00000,3.640603e-09,0.91892
109.26200, 22.72000,      0.54262,     87.42907,50.00000,52.00000,3.640603e-09,0.91892
109.28900, 22.73333,      0.54803,     87.43698,50.00000,52.00000,3.640603e-09,0.91892
109.32900, 22.74667,      0.55480,     87.43698,50.00000,52.00000,3.638584e-09,0.91892
109.35100, 22.76000,      0.56118,     87.43698,50.00000,52.00000,3.638584e-09,0.91892
109.37600, 22.77333,      0.56717,     87.43698,50.00000,52.00000,3.638584e-09,0.91892
109.39500, 22.78667,      0.57394,     87.44488,50.00000,52.00000,3.638584e-09,0.91892
109.43600, 22.80000,      0.58128,     87.46860,50.00000,52.00000,3.638584e-09,0.91892
109.46800, 22.81333,      0.58593,     87.46860,50.00000,52.00000,3.638584e-09,0.91892
109.48800, 22.82667,      0.59385,     87.46860,50.00000,52.00000,3.638584e-09,0.91892
109.52200, 22.84000,      0.59830,     87.50023,50.00000,52.00000,3.638584e-09,0.91892
109.54800, 22.85333,      0.60642,     87.50023,50.00000,52.00000,3.638584e-09,0.91892
109.57400, 22.86667,      0.61241,     87.50023,50.00000,52.00000,3.638584e-09,0.91892
109.61200, 22.88000,      0.61822,     87.50791,50.00000,52.00000,3.638584e-09,0.91892
109.64100, 22.89333,      0.62325,     87.53163,50.00000,52.00000,3.638584e-09,0.91892
109.66500, 22.90667,      0.63040,     87.53163,50.00000,52.00000,3.637715e-09,0.91892
109.69700, 22.92000,      0.63582,     87.53163,50.00000,52.00000,3.637715e-09,0.91892
109.71900, 22.93333,      0.64142,     87.53163,50.00000,52.00000,3.637715e-09,0.91892
109.75000, 22.94667,      0.64819,     87.53163,50.00000,52.00000,3.637715e-09,0.91892
109.78800, 22.96000,      0.65554,     87.53163,50.00000,52.00000,3.637715e-09,0.91892
109.81700, 22.97333,      0.66096,     87.53163,50.00000,52.00000,3.637715e-09,0.91892
109.85400, 22.98667,      0.66425,     87.53163,50.00000,52.00000,3.637715e-09,0.91892
109.87300, 23.00000,      0.67044,     87.53163,50.00000,52.00000,3.637715e-09,0.91892
109.90300, 23.01333,      0.67663,     87.53163,50.00000,52.00000,3.637715e-09,0.91892
109.93000, 23.02667,      0.68262,     87.53163,50.00000,52.00000,3.637715e-09,0.91892
109.96400, 23.04000,      0.68765,     87.53163,50.00000,52.00000,3.637715e-09,0.91892
110.00000, 23.05333,      0.69288,     87.53163,50.00000,52.00000,3.637715e-09,0.91892
110.02400, 23.06667,      0.69868,     87.56326,50.00000,52.00000,3.637715e-09,0.91892
110.05100, 23.08000,      0.70468,     87.56326,50.00000,52.00000,3.630425e-09,0.91892
110.08100, 23.09333,      0.71009,     87.56326,50.00000,52.00000,3.630425e-09,0.91892
110.11000, 23.10667,      0.71551,     87.56326,50.00000,52.00000,3.630425e-09,0.91892
110.15200, 23.12000,      0.72035,     87.57116,50.00000,52.00000,3.630425e-09,0.91892
110.18200, 23.13333,      0.72364,     87.59488,50.00000,52.00000,3.630425e-09,0.91892
110.20200, 23.14667,      0.72887,     87.59488,50.00000,52.00000,3.630425e-09,0.91892
110.23600, 23.16000,      0.73544,     87.59488,50.00000,52.00000,3.630425e-09,0.91892
110.26900, 23.17333,      0.74086,     87.59488,50.00000,52.00000,3.630425e-09,0.91892
110.30300, 23.18667,      0.74551,     87.59488,50.00000,52.00000,3.630425e-09,0.91892
110.33600, 23.20000,      0.75035,     87.59488,50.00000,52.00000,3.630425e-09,0.91892
110.35500, 23.21333,      0.75422,     87.60279,50.00000,52.00000,3.630425e-09,0.91892
110.37600, 23.22667,      0.75905,     87.62651,50.00000,52.00000,3.630425e-09,0.91892
110.41800, 23.24000,      0.76486,     87.62651,50.00000,52.00000,3.630425e-09,0.91892
110.45700, 23.25333,      0.76874,     87.62651,50.00000,52.00000,3.638019e-09,0.91892
110.49000, 23.26667,      0.77319,     87.62651,50.00000,52.00000,3.638019e-09,0.91892
110.51200, 23.28000,      0.77706,     87.62651,50.00000,52.00000,3.638019e-09,0.91892
110.55300, 23.29333,      0.78152,     87.62651,50.00000,52.00000,3.638019e-09,0.91892
110.57800, 23.30667,      0.78771,     87.62651,50.00000,52.00000,3.638019e-09,0.91892
110.61800, 23.32000,      0.79120,     87.62651,50.00000,52.00000,3.638019e-09,0.91892
110.64300, 23.33333,      0.79487,     87.62651,50.00000,52.00000,3.638019e-09,0.91892
110.67400, 23.34667,      0.79952,     87.62651,50.00000,52.00000,3.638019e-09,0.91892
110.70200, 23.36000,      0.80533,     87.62651,50.00000,52.00000,3.638019e-09,0.91892
110.74100, 23.37333,      0.80997,     87.62651,50.00000,52.00000,3.638019e-09,0.91892
110.77300, 23.38667,      0.81327,     87.62651,50.00000,52.00000,3.638019e-09,0.91892
110.80700, 23.40000,      0.81695,     87.62651,50.00000,52.00000,3.638019e-09,0.91892
110.83700, 23.41333,      0.82140,     87.62651,50.00000,52.00000,3.634679e-09,0.91892
110.88000, 23.42667,      0.82702,     87.62651,50.00000,52.00000,3.634679e-09,0.91892
110.91200, 23.44000,      0.83012,     87.62651,50.00000,52.00000,3.634679e-09,0.91892
110.95000, 23.45333,      0.83284,     87.62651,50.00000,52.00000,3.634679e-09,0.91892
110.98400, 23.46667,      0.83845,     87.65000,50.00000,52.00000,3.634679e-09,0.91892
111.00800, 23.48000,      0.84348,     87.65791,50.00000,52.00000,3.634679e-09,0.91892
111.03800, 23.49333,      0.84717,     87.65791,50.00000,52.00000,3.634679e-09,0.91892
111.07300, 23.50667,      0.84891,     87.65791,50.00000,52.00000,3.634679e-09,0.91892
111.10100, 23.52000,      0.85318,     87.65791,50.00000,52.00000,3.634679e-09,0.91892
111.13300, 23.53333,      0.85744,     87.65791,50.00000,52.00000,3.634679e-09,0.91892
111.17500, 23.54667,      0.86189,     87.68163,50.00000,52.00000,3.634679e-09,0.91892
111.19900, 23.56000,      0.86596,     87.68953,50.00000,52.00000,3.634679e-09,0.91892
111.23800, 23.57333,      0.86771,     87.68953,50.00000,52.00000,3.634679e-09,0.91892
111.28100, 23.58667,      0.87217,     87.68953,50.00000,52.00000,3.647539e-09,0.91892
111.30500, 23.60000,      0.87662,     87.68953,50.00000,52.00000,3.647539e-09,0.91892
111.34700, 23.61333,      0.88050,     87.68953,50.00000,52.00000,3.647539e-09,0.91892
111.38100, 23.62667,      0.88399,     87.68953,50.00000,52.00000,3.647539e-09,0.91892
111.41000, 23.64000,      0.88767,     87.68953,50.00000,52.00000,3.647539e-09,0.91892
111.46800, 23.65333,      0.89175,     87.68953,50.00000,52.00000,3.647539e-09,0.91892
111.48500, 23.66667,      0.89581,     87.68953,50.00000,52.00000,3.647539e-09,0.91892
111.51500, 23.68000,      0.89988,     87.68953,50.00000,52.00000,3.647539e-09,0.91892
111.55300, 23.69333,      0.90163,     87.68953,50.00000,52.00000,3.647539e-09,0.91892
111.59200, 23.70667,      0.90455,     87.68953,50.00000,52.00000,3.647539e-09,0.91892
111.63000, 23.72000,      0.91036,     87.68953,50.00000,52.00000,3.647539e-09,0.91892
111.65100, 23.73333,      0.91307,     87.71326,50.00000,52.00000,3.635689e-09,0.91892
111.68700, 23.74667,      0.91637,     87.72116,50.00000,52.00000,3.635689e-09,0.91892
111.72900, 23.76000,      0.92102,     87.72116,50.00000,52.00000,3.635689e-09,0.91892
111.73600, 23.77333,      0.92412,     87.72116,50.00000,52.00000,3.635689e-09,0.91892
111.78600, 23.78667,      0.92645,     87.72116,50.00000,52.00000,3.635689e-09,0.91892
111.83000, 23.80000,      0.92995,     87.72907,50.00000,52.00000,3.635689e-09,0.91892
111.85900, 23.81333,      0.93247,     87.74488,50.00000,52.00000,3.635689e-09,0.91892
111.90500, 23.82667,      0.93770,     87.74488,50.00000,52.00000,3.635689e-09,0.91892
111.93200, 23.84000,      0.94139,     87.74488,50.00000,52.00000,3.635689e-09,0.91892
111.97000, 23.85333,      0.94488,     87.74488,50.00000,52.00000,3.635689e-09,0.91892
112.01200, 23.86667,      0.94876,     87.74488,50.00000,52.00000,3.635689e-09,0.91892
112.06200, 23.88000,      0.95245,     87.74488,50.00000,52.00000,3.641835e-09,0.91893
112.08600, 23.89333,      0.95400,     87.74488,50.00000,52.00000,3.641835e-09,0.91893
112.13000, 23.90667,      0.95731,     87.74488,50.00000,52.00000,3.641835e-09,0.91893
112.15200, 23.92000,      0.96176,     87.75279,50.00000,52.00000,3.641835e-09,0.91893
112.19100, 23.93333,      0.96622,     87.75279,50.00000,52.00000,3.641835e-09,0.91893
112.24000, 23.94667,      0.96720,     87.76860,50.00000,52.00000,3.641835e-09,0.91893
112.26700, 23.96000,      0.97089,     87.78419,50.00000,52.00000,3.641835e-09,0.91893
112.30000, 23.97333,      0.97476,     87.78419,50.00000,52.00000,3.641835e-09,0.91893
112.34100, 23.98667,      0.97865,     87.78419,50.00000,52.00000,3.641835e-09,0.91893
112.38300, 24.00000,      0.98175,     87.78419,50.00000,52.00000,3.641835e-09,0.91893
112.41200, 24.01333,      0.98505,     87.78419,50.00000,52.00000,3.641835e-09,0.91893
112.45300, 24.02667,      0.98874,     87.78419,50.00000,52.00000,3.641835e-09,0.91893
112.48900, 24.04000,      0.99301,     87.78419,50.00000,52.00000,3.641835e-09,0.91893
112.53600, 24.05333,      0.99650,     87.78419,50.00000,52.00000,3.637357e-09,0.91892
112.56600, 24.06667,      0.99999,     87.79209,50.00000,52.00000,3.637357e-09,0.91892
112.60800, 24.08000,      1.00175,     87.81581,50.00000,52.00000,3.637357e-09,0.91892
112.64500, 24.09333,      1.00582,     87.81581,50.00000,52.00000,3.637357e-09,0.91892
112.69000, 24.10667,      1.00797,     87.81581,50.00000,52.00000,3.637357e-09,0.91892
112.71200, 24.12000,      1.01300,     87.81581,50.00000,52.00000,3.637357e-09,0.91892
112.75200, 24.13333,      1.01746,     87.81581,50.00000,52.00000,3.637357e-09,0.91892
112.81100, 24.14667,      1.02039,     87.81581,50.00000,52.00000,3.637357e-09,0.91892
112.83400, 24.16000,      1.02368,     87.81581,50.00000,52.00000,3.637357e-09,0.91892
112.87800, 24.17333,      1.02660,     87.81581,50.00000,52.00000,3.637357e-09,0.91892
112.91000, 24.18667,      1.03028,     87.84744,50.00000,52.00000,3.637357e-09,0.91892
112.94500, 24.20000,      1.03378,     87.84744,50.00000,52.00000,3.637357e-09,0.91892
112.98300, 24.21333,      1.03747,     87.84744,50.00000,52.00000,3.637357e-09,0.91892
113.02200, 24.22667,      1.04077,     87.84744,50.00000,52.00000,3.637481e-09,0.91893
113.06800, 24.24000,      1.04407,     87.84744,50.00000,52.00000,3.637481e-09,0.91893
113.11600, 24.25333,      1.04854,     87.84744,50.00000,52.00000,3.637481e-09,0.91893
113.14500, 24.26667,      1.05242,     87.84744,50.00000,52.00000,3.637481e-09,0.91893
113.19100, 24.28000,      1.05476,     87.84744,50.00000,52.00000,3.637481e-09,0.91893
113.22200, 24.29333,      1.05825,     87.87116,50.00000,52.00000,3.637481e-09,0.91893
113.27400, 24.30667,      1.06291,     87.87907,50.00000,52.00000,3.637481e-09,0.91893
113.31200, 24.32000,      1.06699,     87.87907,50.00000,52.00000,3.637481e-09,0.91893
113.34900, 24.33333,      1.06971,     87.87907,50.00000,52.00000,3.637481e-09,0.91893
113.40200, 24.34667,      1.07418,     87.87907,50.00000,52.00000,3.637481e-09,0.91893
113.42800, 24.36000,      1.07593,     87.87907,50.00000,52.00000,3.637481e-09,0.91893
113.46900, 24.37333,      1.08136,     87.87907,50.00000,52.00000,3.637481e-09,0.91893
113.50700, 24.38667,      1.08428,     87.87907,50.00000,52.00000,3.639588e-09,0.91893
113.56400, 24.40000,      1.08836,     87.87907,50.00000,52.00000,3.639588e-09,0.91893
113.59600, 24.41333,      1.09224,     87.87907,50.00000,52.00000,3.639588e-09,0.91893
113.64200, 24.42667,      1.09632,     87.87907,50.00000,52.00000,3.639588e-09,0.91893
113.68400, 24.44000,      1.10002,     87.88698,50.00000,52.00000,3.639588e-09,0.91893
113.72800, 24.45333,      1.10293,     87.91047,50.00000,52.00000,3.639588e-09,0.91893
113.77200, 24.46667,      1.10585,     87.91047,50.00000,52.00000,3.639588e-09,0.91893
113.79900, 24.48000,      1.10954,     87.91047,50.00000,52.00000,3.639588e-09,0.91893
113.84300, 24.49333,      1.11381,     87.91047,50.00000,52.00000,3.639588e-09,0.91893
113.90400, 24.50667,      1.11751,     87.91047,50.00000,52.00000,3.639588e-09,0.91893
113.93500, 24.52000,      1.12120,     87.91047,50.00000,52.00000,3.639588e-09,0.91893
113.97100, 24.53333,      1.12431,     87.91047,50.00000,52.00000,3.639588e-09,0.91893
114.01800, 24.54667,      1.12878,     87.91837,50.00000,52.00000,3.641067e-09,0.91893
114.06400, 24.56000,      1.13325,     87.94209,50.00000,52.00000,3.641067e-09,0.91893
114.11300, 24.57333,      1.13811,     87.94209,50.00000,52.00000,3.641067e-09,0.91893
114.15500, 24.58667,      1.14199,     87.94209,50.00000,52.00000,3.641067e-09,0.91893
114.18400, 24.60000,      1.14568,     87.95000,50.00000,52.00000,3.641067e-09,0.91893
114.22100, 24.61333,      1.14899,     87.97372,50.00000,52.00000,3.641067e-09,0.91893
114.27200, 24.62667,      1.15268,     87.97372,50.00000,52.00000,3.641067e-09,0.91893
114.33300, 24.64000,      1.15658,     87.97372,50.00000,52.00000,3.641067e-09,0.91893
114.37000, 24.65333,      1.16027,     87.97372,50.00000,52.00000,3.641067e-09,0.91893
114.41400, 24.66667,      1.16474,     87.97372,50.00000,52.00000,3.641067e-09,0.91893
114.45800, 24.68000,      1.16940,     87.97372,50.00000,52.00000,3.641067e-09,0.91893
114.49400, 24.69333,      1.17387,     87.98163,50.00000,52.00000,3.643357e-09,0.91893
114.54400, 24.70667,      1.17602,     88.00535,50.00000,52.00000,3.643357e-09,0.91893
114.59000, 24.72000,      1.17971,     88.00535,50.00000,52.00000,3.643357e-09,0.91893
114.64200, 24.73333,      1.18477,     88.00535,50.00000,52.00000,3.643357e-09,0.91893
114.68100, 24.74667,      1.19001,     88.00535,50.00000,52.00000,3.643357e-09,0.91893
114.72700, 24.76000,      1.19274,     88.00535,50.00000,52.00000,3.643357e-09,0.91893
114.76200, 24.77333,      1.19701,     88.03674,50.00000,52.00000,3.643357e-09,0.91893
114.82400, 24.78667,      1.20110,     88.03674,50.00000,52.00000,3.643357e-09,0.91893
114.87400, 24.80000,      1.20557,     88.03674,50.00000,52.00000,3.643357e-09,0.91893
114.91400, 24.81333,      1.21024,     88.03674,50.00000,52.00000,3.643357e-09,0.91893
