URL	chrom://isq7ci2006004/ChromeleonLocal/Instrument Data/Aspuru-Guzik/Stanley/2024_12_16_005c-H.seq/936.smp/MS_F1_[266.1-266.3].channel/MS_F1_[266.1-266.3].chm
Channel	MS_F1_[266.1-266.3]

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2024_12_16_005c-H
Name	005c-H1F_conc
Number	6
Position	4
Comment	
Processing Method	Basic Quantitative
Instrument Method	2024_12_16_005c-H - Copy
Type	Unknown
Status	Finished
Inject Time	12/16/2024 3:33:19 PM -05:00
Volume (µl)	3.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	2.500587
Time Max. (min)	6.993328
Data Points	1322
Detector	MSDevice
Generating Data System	Chromeleon 7.3 Build 60919 (5efd55c28726aa174740e3ad3b435409b51aa6a1)
Exporting Data System	Chromeleon 7.3.0.0
Operator	aspuruguzik
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	0.000000
Signal Max.	32230214.000000
Channel	MS_F1_[266.1-266.3]
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406094

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
2.500587	n.a.	0.000000
2.503987	0.204	18404.099609
2.507388	0.2041	0.000000
2.510790	0.2041	0.000000
2.514190	0.204	0.000000
2.517592	0.2041	0.000000
2.520992	0.204	0.000000
2.524393	0.2041	0.000000
2.527795	0.2041	13916.087891
2.531195	0.204	0.000000
2.534597	0.2041	0.000000
2.537997	0.204	9549.475586
2.541398	0.2041	0.000000
2.544800	0.2041	0.000000
2.548200	0.204	0.000000
2.551602	0.2041	0.000000
2.555002	0.204	0.000000
2.558403	0.2041	14308.131836
2.561805	0.2041	22369.423828
2.565205	0.204	0.000000
2.568607	0.2041	0.000000
2.572008	0.2041	0.000000
2.575408	0.204	0.000000
2.578810	0.2041	0.000000
2.582210	0.204	0.000000
2.585612	0.2041	11806.264648
2.589013	0.2041	0.000000
2.592413	0.204	0.000000
2.595815	0.2041	0.000000
2.599215	0.204	0.000000
2.602617	0.2041	0.000000
2.606018	0.2041	0.000000
2.609418	0.204	0.000000
2.612820	0.2041	0.000000
2.616220	0.204	0.000000
2.619622	0.2041	0.000000
2.623023	0.2041	15075.717773
2.626423	0.204	0.000000
2.629825	0.2041	0.000000
2.633225	0.204	20148.714844
2.636627	0.2041	0.000000
2.640028	0.2041	0.000000
2.643428	0.204	8140.093750
2.646830	0.2041	0.000000
2.650232	0.2041	0.000000
2.653632	0.204	0.000000
2.657033	0.2041	0.000000
2.660433	0.204	0.000000
2.663835	0.2041	15414.952148
2.667237	0.2041	0.000000
2.670637	0.204	7207.935059
2.674038	0.2041	0.000000
2.677438	0.204	0.000000
2.680840	0.2041	0.000000
2.684242	0.2041	0.000000
2.687642	0.204	0.000000
2.691043	0.2041	0.000000
2.694443	0.204	0.000000
2.697845	0.2041	0.000000
2.701247	0.2041	0.000000
2.704647	0.204	17406.931641
2.708048	0.2041	0.000000
2.711450	0.2041	0.000000
2.714850	0.204	0.000000
2.718252	0.2041	0.000000
2.721652	0.204	0.000000
2.725053	0.2041	0.000000
2.728455	0.2041	0.000000
2.731855	0.204	0.000000
2.735257	0.2041	0.000000
2.738657	0.204	0.000000
2.742058	0.2041	0.000000
2.745460	0.2041	0.000000
2.748860	0.204	0.000000
2.752262	0.2041	0.000000
2.755662	0.204	0.000000
2.759063	0.2041	0.000000
2.762465	0.2041	0.000000
2.765865	0.204	0.000000
2.769267	0.2041	0.000000
2.772667	0.204	0.000000
2.776068	0.2041	0.000000
2.779470	0.2041	0.000000
2.782870	0.204	0.000000
2.786272	0.2041	0.000000
2.789673	0.2041	0.000000
2.793073	0.204	10953.750000
2.796475	0.2041	11799.911133
2.799875	0.204	0.000000
2.803277	0.2041	0.000000
2.806678	0.2041	0.000000
2.810078	0.204	0.000000
2.813480	0.2041	0.000000
2.816880	0.204	0.000000
2.820282	0.2041	0.000000
2.823683	0.2041	0.000000
2.827083	0.204	0.000000
2.830485	0.2041	0.000000
2.833885	0.204	0.000000
2.837287	0.2041	0.000000
2.840688	0.2041	0.000000
2.844088	0.204	0.000000
2.847490	0.2041	0.000000
2.850892	0.2041	0.000000
2.854292	0.204	0.000000
2.857693	0.2041	12368.486328
2.861093	0.204	17038.535156
2.864495	0.2041	0.000000
2.867897	0.2041	0.000000
2.871297	0.204	0.000000
2.874698	0.2041	0.000000
2.878098	0.204	0.000000
2.881500	0.2041	3742.594727
2.884902	0.2041	0.000000
2.888302	0.204	0.000000
2.891703	0.2041	0.000000
2.895103	0.204	0.000000
2.898505	0.2041	0.000000
2.901907	0.2041	0.000000
2.905307	0.204	0.000000
2.908708	0.2041	0.000000
2.912110	0.2041	0.000000
2.915510	0.204	0.000000
2.918912	0.2041	0.000000
2.922312	0.204	0.000000
2.925713	0.2041	0.000000
2.929115	0.2041	0.000000
2.932515	0.204	0.000000
2.935917	0.2041	20304.410156
2.939317	0.204	0.000000
2.942718	0.2041	3000.924316
2.946120	0.2041	0.000000
2.949520	0.204	0.000000
2.952922	0.2041	0.000000
2.956322	0.204	0.000000
2.959723	0.2041	7289.341309
2.963125	0.2041	0.000000
2.966525	0.204	0.000000
2.969927	0.2041	0.000000
2.973327	0.204	0.000000
2.976728	0.2041	13894.996094
2.980130	0.2041	0.000000
2.983530	0.204	0.000000
2.986932	0.2041	0.000000
2.990333	0.2041	0.000000
2.993733	0.204	0.000000
2.997135	0.2041	0.000000
3.000535	0.204	0.000000
3.003937	0.2041	0.000000
3.007338	0.2041	11482.647461
3.010738	0.204	0.000000
3.014140	0.2041	23092.025391
3.017540	0.204	0.000000
3.020942	0.2041	0.000000
3.024343	0.2041	0.000000
3.027743	0.204	0.000000
3.031145	0.2041	0.000000
3.034545	0.204	0.000000
3.037947	0.2041	0.000000
3.041348	0.2041	16502.644531
3.044748	0.204	0.000000
3.048150	0.2041	0.000000
3.051552	0.2041	0.000000
3.054952	0.204	0.000000
3.058353	0.2041	0.000000
3.061753	0.204	0.000000
3.065155	0.2041	0.000000
3.068557	0.2041	0.000000
3.071957	0.204	0.000000
3.075358	0.2041	0.000000
3.078758	0.204	0.000000
3.082160	0.2041	0.000000
3.085562	0.2041	0.000000
3.088962	0.204	0.000000
3.092363	0.2041	0.000000
3.095763	0.204	0.000000
3.099165	0.2041	0.000000
3.102567	0.2041	16567.796875
3.105967	0.204	19705.486328
3.109368	0.2041	28250.466797
3.112768	0.204	0.000000
3.116170	0.2041	0.000000
3.119572	0.2041	0.000000
3.122972	0.204	0.000000
3.126373	0.2041	0.000000
3.129775	0.2041	0.000000
3.133175	0.204	0.000000
3.136577	0.2041	0.000000
3.139977	0.204	0.000000
3.143378	0.2041	0.000000
3.146780	0.2041	0.000000
3.150180	0.204	0.000000
3.153582	0.2041	0.000000
3.156982	0.204	0.000000
3.160383	0.2041	0.000000
3.163785	0.2041	0.000000
3.167185	0.204	0.000000
3.170587	0.2041	7937.077637
3.173987	0.204	0.000000
3.177388	0.2041	0.000000
3.180790	0.2041	0.000000
3.184190	0.204	0.000000
3.187592	0.2041	26529.867188
3.190993	0.2041	18146.349609
3.194393	0.204	0.000000
3.197795	0.2041	0.000000
3.201195	0.204	0.000000
3.204597	0.2041	0.000000
3.207998	0.2041	0.000000
3.211398	0.204	0.000000
3.214800	0.2041	0.000000
3.218200	0.204	0.000000
3.221602	0.2041	0.000000
3.225003	0.2041	3566.604492
3.228403	0.204	0.000000
3.231805	0.2041	0.000000
3.235205	0.204	0.000000
3.238607	0.2041	0.000000
3.242008	0.2041	0.000000
3.245408	0.204	0.000000
3.248810	0.2041	0.000000
3.252210	0.204	0.000000
3.255612	0.2041	0.000000
3.259013	0.2041	0.000000
3.262413	0.204	0.000000
3.265815	0.2041	0.000000
3.269217	0.2041	0.000000
3.272617	0.204	0.000000
3.276018	0.2041	0.000000
3.279418	0.204	20630.193359
3.282820	0.2041	0.000000
3.286222	0.2041	0.000000
3.289622	0.204	0.000000
3.293023	0.2041	0.000000
3.296423	0.204	0.000000
3.299825	0.2041	0.000000
3.303227	0.2041	10410.787109
3.306627	0.204	0.000000
3.310028	0.2041	0.000000
3.313428	0.204	0.000000
3.316830	0.2041	0.000000
3.320232	0.2041	0.000000
3.323632	0.204	0.000000
3.327033	0.2041	0.000000
3.330435	0.2041	0.000000
3.333835	0.204	0.000000
3.337237	0.2041	0.000000
3.340637	0.204	7245.530273
3.344038	0.2041	0.000000
3.347440	0.2041	0.000000
3.350840	0.204	22004.968750
3.354242	0.2041	0.000000
3.357642	0.204	0.000000
3.361043	0.2041	0.000000
3.364445	0.2041	16973.332031
3.367845	0.204	0.000000
3.371247	0.2041	0.000000
3.374647	0.204	0.000000
3.378048	0.2041	0.000000
3.381450	0.2041	0.000000
3.384850	0.204	0.000000
3.388252	0.2041	24871.730469
3.391653	0.2041	0.000000
3.395053	0.204	0.000000
3.398455	0.2041	0.000000
3.401855	0.204	0.000000
3.405257	0.2041	0.000000
3.408658	0.2041	0.000000
3.412058	0.204	0.000000
3.415460	0.2041	0.000000
3.418860	0.204	0.000000
3.422262	0.2041	0.000000
3.425663	0.2041	0.000000
3.429063	0.204	0.000000
3.432465	0.2041	0.000000
3.435865	0.204	0.000000
3.439267	0.2041	0.000000
3.442668	0.2041	0.000000
3.446068	0.204	0.000000
3.449470	0.2041	0.000000
3.452870	0.204	0.000000
3.456272	0.2041	0.000000
3.459673	0.2041	0.000000
3.463073	0.204	0.000000
3.466475	0.2041	0.000000
3.469877	0.2041	0.000000
3.473277	0.204	0.000000
3.476678	0.2041	0.000000
3.480078	0.204	14171.120117
3.483480	0.2041	0.000000
3.486882	0.2041	0.000000
3.490282	0.204	0.000000
3.493683	0.2041	0.000000
3.497083	0.204	0.000000
3.500485	0.2041	0.000000
3.503887	0.2041	0.000000
3.507287	0.204	0.000000
3.510688	0.2041	0.000000
3.514088	0.204	0.000000
3.517490	0.2041	0.000000
3.520892	0.2041	0.000000
3.524292	0.204	0.000000
3.527693	0.2041	0.000000
3.531095	0.2041	0.000000
3.534495	0.204	0.000000
3.537897	0.2041	0.000000
3.541297	0.204	0.000000
3.544698	0.2041	0.000000
3.548100	0.2041	21231.509766
3.551500	0.204	0.000000
3.554902	0.2041	0.000000
3.558302	0.204	0.000000
3.561703	0.2041	0.000000
3.565105	0.2041	0.000000
3.568505	0.204	0.000000
3.571907	0.2041	0.000000
3.575307	0.204	0.000000
3.578708	0.2041	0.000000
3.582110	0.2041	0.000000
3.585510	0.204	0.000000
3.588912	0.2041	0.000000
3.592312	0.204	0.000000
3.595713	0.2041	0.000000
3.599115	0.2041	23011.056641
3.602515	0.204	0.000000
3.605917	0.2041	0.000000
3.609318	0.2041	0.000000
3.612718	0.204	27156.175781
3.616120	0.2041	0.000000
3.619520	0.204	0.000000
3.622922	0.2041	0.000000
3.626323	0.2041	30745.501953
3.629723	0.204	0.000000
3.633125	0.2041	0.000000
3.636525	0.204	0.000000
3.639927	0.2041	0.000000
3.643328	0.2041	8486.168945
3.646728	0.204	0.000000
3.650130	0.2041	0.000000
3.653530	0.204	31264.064453
3.656932	0.2041	0.000000
3.660333	0.2041	0.000000
3.663733	0.204	0.000000
3.667135	0.2041	0.000000
3.670537	0.2041	0.000000
3.673937	0.204	0.000000
3.677338	0.2041	0.000000
3.680738	0.204	0.000000
3.684140	0.2041	0.000000
3.687542	0.2041	22089.296875
3.690942	0.204	0.000000
3.694343	0.2041	0.000000
3.697743	0.204	13160.282227
3.701145	0.2041	10481.726563
3.704547	0.2041	0.000000
3.707947	0.204	0.000000
3.711348	0.2041	0.000000
3.714748	0.204	0.000000
3.718150	0.2041	0.000000
3.721552	0.2041	0.000000
3.724952	0.204	0.000000
3.728353	0.2041	0.000000
3.731753	0.204	0.000000
3.735155	0.2041	0.000000
3.738557	0.2041	0.000000
3.741957	0.204	0.000000
3.745358	0.2041	0.000000
3.748760	0.2041	138684.000000
3.752160	0.204	359686.000000
3.755562	0.2041	821295.375000
3.758962	0.204	1672785.500000
3.762363	0.2041	3144496.750000
3.765765	0.2041	5348581.000000
3.769165	0.204	8551385.000000
3.772567	0.2041	12947641.000000
3.775967	0.204	17715376.000000
3.779368	0.2041	22998494.000000
3.782770	0.2041	28547884.000000
3.786170	0.204	31191280.000000
3.789572	0.2041	32230214.000000
3.792972	0.204	31551490.000000
3.796373	0.2041	27603188.000000
3.799775	0.2041	21777470.000000
3.803175	0.204	15353769.000000
3.806577	0.2041	9770910.000000
3.809978	0.2041	5930274.500000
3.813378	0.204	3197505.250000
3.816780	0.2041	1611134.000000
3.820180	0.204	941392.437500
3.823582	0.2041	599331.875000
3.826983	0.2041	421347.531250
3.830383	0.204	325615.656250
3.833785	0.2041	245441.718750
3.837185	0.204	218332.828125
3.840587	0.2041	201816.281250
3.843988	0.2041	153166.453125
3.847388	0.204	0.000000
3.850790	0.2041	0.000000
3.854190	0.204	0.000000
3.857592	0.2041	99676.281250
3.860993	0.2041	103125.953125
3.864393	0.204	111750.523438
3.867795	0.2041	95912.359375
3.871197	0.2041	85372.265625
3.874597	0.204	0.000000
3.877998	0.2041	0.000000
3.881398	0.204	0.000000
3.884800	0.2041	0.000000
3.888202	0.2041	0.000000
3.891602	0.204	69089.460938
3.895003	0.2041	39246.804688
3.898403	0.204	50480.144531
3.901805	0.2041	51893.164063
3.905207	0.2041	0.000000
3.908607	0.204	0.000000
3.912008	0.2041	0.000000
3.915408	0.204	0.000000
3.918810	0.2041	59738.093750
3.922212	0.2041	0.000000
3.925612	0.204	0.000000
3.929013	0.2041	0.000000
3.932413	0.204	0.000000
3.935815	0.2041	0.000000
3.939217	0.2041	46164.738281
3.942617	0.204	0.000000
3.946018	0.2041	0.000000
3.949420	0.2041	34885.359375
3.952820	0.204	0.000000
3.956222	0.2041	0.000000
3.959622	0.204	78490.703125
3.963023	0.2041	145494.500000
3.966425	0.2041	245830.640625
3.969825	0.204	303913.437500
3.973227	0.2041	362425.218750
3.976627	0.204	351228.125000
3.980028	0.2041	381834.781250
3.983430	0.2041	381726.406250
3.986830	0.204	293903.281250
3.990232	0.2041	212953.453125
3.993632	0.204	115311.937500
3.997033	0.2041	95717.062500
4.000435	0.2041	0.000000
4.003835	0.204	0.000000
4.007237	0.2041	0.000000
4.010638	0.2041	0.000000
4.014038	0.204	48803.785156
4.017440	0.2041	0.000000
4.020840	0.204	0.000000
4.024242	0.2041	30669.496094
4.027643	0.2041	0.000000
4.031043	0.204	0.000000
4.034445	0.2041	0.000000
4.037845	0.204	18534.488281
4.041247	0.2041	0.000000
4.044648	0.2041	0.000000
4.048048	0.204	0.000000
4.051450	0.2041	0.000000
4.054850	0.204	0.000000
4.058252	0.2041	0.000000
