URL	chrom://isq7ci2006004/ChromeleonLocal/Instrument Data/Aspuru-Guzik/Stanley/2024_12_16_005c-H.seq/306.smp/MSDevice.xraw
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2024_12_16_005c-H
Name	005c-H3F_conc
Number	7
Position	5
Comment	
Processing Method	Basic Quantitative
Instrument Method	2024_12_16_005c-H - Copy
Type	Unknown
Status	Finished
Inject Time	12/16/2024 3:47:11 PM -05:00
Volume (µl)	3.0000
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Data Points	280
Mass Min. (m/z)	150.000000
Mass Max. (m/z)	399.968075
Retention Time (min)	3.082063
Mass Resolution	0.500000
Tolerance Unit	Amu
Scan Number	172
Scan Type	+ c EI Full ms [150.00-400.00]
Is Centroid Scan	True
Base Peak Mass	207.004044
Base Peak Intensity	614398.437500
Total Ion Count	4388168.063333

Raw Data:
Mass (m/z)	Value (counts)
150.4	14031.247070
151.2	5459.425293
152.1	15023.048828
152.9	11123.198242
153.9	11020.359375
154.5	6651.904297
155.3	6839.539063
156.0	12335.497070
157.1	5357.169922
158.0	4003.237305
159.0	34044.871094
159.5	4468.350098
160.1	321828.968750
161.1	354818.781250
162.2	49809.464844
163.0	27466.189453
163.7	4149.385742
164.7	41926.535156
165.3	27535.371094
166.8	22107.992188
167.4	4301.515625
168.3	2416.795166
168.9	1466.841431
169.5	4689.812012
170.3	4565.066895
171.0	3150.077881
172.1	5442.451660
173.2	9096.382813
173.9	2088.199219
174.5	1.346146
175.3	3003.424316
175.9	9550.899414
177.0	39928.054688
178.0	80781.046875
179.0	42089.011719
180.1	19596.929688
181.0	11973.627930
181.9	1526.875122
182.7	254.500137
183.3	2262.175293
184.2	439.528717
185.3	1940.908813
186.2	138.604645
186.8	5016.083496
187.4	10623.190430
188.0	1519.707153
189.0	17450.554688
189.9	8624.338867
191.0	93948.914063
192.0	25122.099609
193.1	53716.488281
194.1	18107.833984
194.9	10725.744141
195.4	10502.548828
196.2	2724.784180
197.0	13783.019531
197.6	403.452148
198.4	2178.554932
199.3	358.935669
200.5	541.115784
201.4	1542.957397
202.2	1682.411377
203.0	11786.695313
204.1	6911.857910
205.0	21474.250000
206.1	6026.194336
207.0	614398.437500
208.1	133506.734375
209.1	77376.117188
210.0	11776.859375
211.1	7813.613770
211.8	24.183842
212.4	1492.964233
213.4	946.088745
214.0	0.000420
214.6	80.186317
215.3	526.893005
216.3	2956.361328
217.1	287.203033
218.6	8706.031250
219.3	7602.597168
220.1	3574.773193
221.0	102726.843750
222.1	12026.227539
223.0	5072.371094
224.3	1011.958618
225.2	2103.194336
226.1	184.664795
227.1	2987.106934
227.8	1037.542480
228.7	2.012956
229.4	72.871193
229.9	2734.568359
230.7	0.373147
231.5	52.058529
232.1	46.829235
233.1	35.729176
234.1	1440.919556
234.7	2605.554932
235.3	3713.327881
235.8	26.038231
236.7	1224.108398
237.9	4700.502441
239.0	5572.848145
239.5	1029.667480
240.1	1320.701172
