URL	chrom://isq7ci2006004/ChromeleonLocal/Instrument Data/Aspuru-Guzik/Stanley/2024_12_16_005c-H.seq/306.smp/MSDevice.xraw
241.1	143.949173
242.0	3.351668
243.2	15.681428
244.1	0.003829
245.3	126.157784
245.9	1044.394409
246.9	1470.353760
247.4	1632.595337
249.0	34886.777344
249.7	3167.106689
250.2	5499.768066
251.0	26484.833984
252.0	8778.802734
253.0	40498.667969
253.8	8628.638672
254.3	3643.030029
255.0	10960.380859
256.0	3362.157471
257.1	2240.104980
257.9	634.723022
258.6	380.773834
259.2	5990.018066
260.2	1095.058960
260.8	507.732941
262.3	3453.858887
263.0	3172.364502
264.1	4016.738281
265.0	38414.882813
265.9	10664.912109
267.0	89835.742188
268.1	16009.185547
268.9	12340.143555
269.6	121.326035
270.2	3959.112793
271.1	2148.384277
272.0	536.254150
273.4	3.881212
274.3	385.046539
275.3	3600.106445
276.4	1709.308594
277.0	758.832214
277.7	0.944392
279.0	7292.849609
279.5	2117.236572
280.1	3868.018066
281.0	367614.750000
282.0	94863.953125
283.1	57775.382813
284.1	15772.736328
284.9	5429.822266
285.4	3274.911621
286.1	289.501343
287.0	1273.451904
287.9	4.582497
289.6	956.053589
290.4	210.188248
290.9	0.000111
291.5	1.011201
293.0	3851.244385
293.9	11.198903
294.9	6670.323242
295.8	6741.680176
296.3	1945.339844
297.0	9234.605469
298.5	3794.204346
299.1	2992.393066
299.9	393.260559
300.8	103.669464
301.5	235.486237
302.3	1598.572144
302.9	67.473732
303.9	3619.146484
305.3	0.001845
306.9	4714.107422
307.6	613.813843
308.8	9409.872070
309.4	2814.822998
310.9	6313.637207
312.1	2663.400635
312.9	7909.933105
313.7	2457.415771
315.0	3544.215332
315.5	281.906555
317.2	1506.384155
317.9	55.970932
318.6	0.002772
319.3	0.000310
319.8	0.336642
320.5	25.748802
321.6	0.019037
323.2	5597.692383
323.8	2496.436768
324.9	37631.046875
326.0	19631.408203
326.9	92768.882813
327.9	19458.617188
328.9	8613.545898
329.7	5520.606445
330.9	35084.101563
331.6	57.120182
332.1	8826.820313
333.0	76.576279
334.3	55.129375
334.9	1.657939
335.9	39.319225
337.2	0.179732
339.1	20622.025391
339.9	2628.871338
340.9	106303.390625
342.0	38006.316406
342.9	23674.224609
344.1	7810.534668
345.0	4955.183594
345.9	1485.687256
346.7	1525.645020
347.9	385.916840
348.7	0.045977
350.0	36.707684
350.7	0.374032
351.6	32.862267
352.9	3394.457764
353.7	136.757858
354.3	6212.268555
355.0	116649.257813
355.8	51807.171875
356.4	11924.723633
357.1	26469.716797
358.0	9346.900391
358.8	3104.831543
359.9	2337.126221
360.8	19.047806
361.6	7.723556
363.1	1591.158569
363.6	0.000000
364.2	0.035137
364.9	0.001905
366.0	677.107178
366.9	1981.341431
367.8	439.037811
368.8	4054.735596
369.8	3643.700195
370.6	207.625641
371.5	7716.128906
373.0	4176.618164
374.1	1001.386108
374.7	2059.129639
376.1	197.616074
377.0	5144.187988
377.7	2906.166748
378.7	0.904774
379.4	120.991814
380.5	372.836090
381.0	696.093201
381.8	4282.494629
383.0	14232.624023
384.3	2583.189941
385.1	3266.005859
385.8	4219.388672
386.8	5016.478027
387.6	5369.516113
388.7	9455.092773
389.3	4887.111816
390.3	5095.988281
391.1	4642.051758
391.8	2009.188232
392.6	254.239639
393.4	13.423650
394.3	0.001937
395.1	62.859013
395.9	0.000755
396.9	2490.210938
397.6	0.014269
399.0	28757.984375
399.7	4892.351074
