conversion_%,activation_energy_kJ_mol,r2,E_over_RT,ASTM_b
90,172.4691638374802,1.0,28.30129406204979,0.46439741187590045
80,181.95785868947306,1.0,30.553360909417485,0.46240197518152426
70,149.7639376590499,1.0,25.585486399987147,0.4678290272000257
60,113.22041061989367,1.0,19.683722103710515,0.47763255579257896
50,82.15880684173614,1.0,14.56830206604305,0.49229509380187086
40,68.22731500786526,1.0,12.37809300860649,0.5031095349569675
30,62.753252217773934,1.0,11.703837657517873,0.5067769740548927
20,60.993954282483294,1.0,11.768270762209422,0.5063903754267435
10,69.88226653877362,1.0,14.13688841987413,0.4935893347403776
