conversion_%,activation_energy_kJ_mol,r2,E_over_RT,ASTM_b
90,951.9861473200245,0.9055178971700973,157.01060479969857,0.4487
80,1047.1296854699938,0.8847183074388207,176.59095664448202,0.4487
70,1089.7910972253903,0.6484103921463376,186.69853520982727,0.4487
60,527.2523765136947,0.14292791594617113,91.73761905970542,0.4487
50,-116.47319374992081,0.01959625533162075,-20.61707174909308,0.5398
40,-270.69117765136826,0.22241342082463916,-48.88100553437589,0.5398
30,-267.9564904375692,0.42514487376954513,-49.59771703868322,0.5398
20,-227.03352951620354,0.48882652563894047,-43.427917252862066,0.5398
10,-200.66375528819174,0.28466310692824287,-40.440985691047636,0.5398
