conversion_%,activation_energy_kJ_mol,r2,E_over_RT,ASTM_b
80,217.3156954487473,0.9732567746909724,37.67858775571246,0.45664282448857507
70,213.556982043645,0.9797533776748196,37.57350467048226,0.4568529906590355
60,209.4062538976567,0.9839389593792206,37.33853648689382,0.45732292702621236
50,207.004850769595,0.9870144616861947,37.406087134734925,0.4571878257305302
40,208.51335039703602,0.9886871912331882,38.230392246393045,0.456
30,214.67443113997533,0.9890273498912449,40.0618024089065,0.4557505580728748
20,228.32460251904948,0.989668466820112,43.696696079176014,0.454
10,245.53268772391615,0.9880384048718263,49.12323471607309,0.45193838264196345
